CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0021000004465414FF;28/08/2023;21;1,379;R
ES0021000004465414FF;28/08/2023;22;1,26;R
ES0021000004465414FF;28/08/2023;23;1,225;R
ES0021000004465414FF;28/08/2023;24;1,093;R
ES0021000004465414FF;29/08/2023;1;0,861;R
ES0021000004465414FF;29/08/2023;2;0,513;R
ES0021000004465414FF;29/08/2023;3;0,165;R
ES0021000004465414FF;29/08/2023;4;0,226;R
ES0021000004465414FF;29/08/2023;5;0,207;R
ES0021000004465414FF;29/08/2023;6;0,164;R
ES0021000004465414FF;29/08/2023;7;0,234;R
ES0021000004465414FF;29/08/2023;8;0,32;R
ES0021000004465414FF;29/08/2023;9;0,323;R
ES0021000004465414FF;29/08/2023;10;0,357;R
ES0021000004465414FF;29/08/2023;11;0,332;R
ES0021000004465414FF;29/08/2023;12;0,364;R
ES0021000004465414FF;29/08/2023;13;0,537;R
ES0021000004465414FF;29/08/2023;14;0,594;R
ES0021000004465414FF;29/08/2023;15;0,72;R
ES0021000004465414FF;29/08/2023;16;0,721;R
ES0021000004465414FF;29/08/2023;17;0,681;R
ES0021000004465414FF;29/08/2023;18;0,794;R
ES0021000004465414FF;29/08/2023;19;1,04;R
ES0021000004465414FF;29/08/2023;20;1,319;R
ES0021000004465414FF;29/08/2023;21;1,015;R
ES0021000004465414FF;29/08/2023;22;0,859;R
ES0021000004465414FF;29/08/2023;23;0,905;R
ES0021000004465414FF;29/08/2023;24;0,779;R
ES0021000004465414FF;30/08/2023;1;0,702;R
ES0021000004465414FF;30/08/2023;2;0,573;R
ES0021000004465414FF;30/08/2023;3;0,221;R
ES0021000004465414FF;30/08/2023;4;0,22;R
ES0021000004465414FF;30/08/2023;5;0,214;R
ES0021000004465414FF;30/08/2023;6;0,219;R
ES0021000004465414FF;30/08/2023;7;0,38;R
ES0021000004465414FF;30/08/2023;8;0,32;R
ES0021000004465414FF;30/08/2023;9;0,21;R
ES0021000004465414FF;30/08/2023;10;0,247;R
ES0021000004465414FF;30/08/2023;11;0,346;R
ES0021000004465414FF;30/08/2023;12;0,493;R
ES0021000004465414FF;30/08/2023;13;0,486;R
ES0021000004465414FF;30/08/2023;14;0,463;R
ES0021000004465414FF;30/08/2023;15;0,637;R
ES0021000004465414FF;30/08/2023;16;0,957;R
ES0021000004465414FF;30/08/2023;17;0,602;R
ES0021000004465414FF;30/08/2023;18;0,788;R
ES0021000004465414FF;30/08/2023;19;0,747;R
ES0021000004465414FF;30/08/2023;20;0,656;R
ES0021000004465414FF;30/08/2023;21;0,597;R
ES0021000004465414FF;30/08/2023;22;1,535;R
ES0021000004465414FF;30/08/2023;23;0,654;R
ES0021000004465414FF;30/08/2023;24;0,755;R
ES0021000004465414FF;31/08/2023;1;0,39;R
ES0021000004465414FF;31/08/2023;2;0,265;R
ES0021000004465414FF;31/08/2023;3;0,213;R
ES0021000004465414FF;31/08/2023;4;0,206;R
ES0021000004465414FF;31/08/2023;5;0,204;R
ES0021000004465414FF;31/08/2023;6;0,203;R
ES0021000004465414FF;31/08/2023;7;0,307;R
ES0021000004465414FF;31/08/2023;8;0,36;R
ES0021000004465414FF;31/08/2023;9;0,231;R
ES0021000004465414FF;31/08/2023;10;0,217;R
ES0021000004465414FF;31/08/2023;11;0,317;R
ES0021000004465414FF;31/08/2023;12;0,577;R
ES0021000004465414FF;31/08/2023;13;0,594;R
ES0021000004465414FF;31/08/2023;14;0,51;R
ES0021000004465414FF;31/08/2023;15;0,63;R
ES0021000004465414FF;31/08/2023;16;0,795;R
ES0021000004465414FF;31/08/2023;17;0,554;R
ES0021000004465414FF;31/08/2023;18;0,595;R
ES0021000004465414FF;31/08/2023;19;0,887;R
ES0021000004465414FF;31/08/2023;20;0,554;R
ES0021000004465414FF;31/08/2023;21;0,432;R
ES0021000004465414FF;31/08/2023;22;0,605;R
ES0021000004465414FF;31/08/2023;23;1,051;R
ES0021000004465414FF;31/08/2023;24;0,813;R
ES0021000004465414FF;01/09/2023;1;0,93;R
ES0021000004465414FF;01/09/2023;2;0,78;R
ES0021000004465414FF;01/09/2023;3;0,17;R
ES0021000004465414FF;01/09/2023;4;0,133;R
ES0021000004465414FF;01/09/2023;5;0,215;R
ES0021000004465414FF;01/09/2023;6;0,201;R
ES0021000004465414FF;01/09/2023;7;0,132;R
ES0021000004465414FF;01/09/2023;8;0,16;R
ES0021000004465414FF;01/09/2023;9;0,16;R
ES0021000004465414FF;01/09/2023;10;0,285;R
ES0021000004465414FF;01/09/2023;11;0,39;R
ES0021000004465414FF;01/09/2023;12;0,442;R
ES0021000004465414FF;01/09/2023;13;0,633;R
ES0021000004465414FF;01/09/2023;14;0,567;R
ES0021000004465414FF;01/09/2023;15;0,65;R
ES0021000004465414FF;01/09/2023;16;1,813;R
ES0021000004465414FF;01/09/2023;17;0,602;R
ES0021000004465414FF;01/09/2023;18;0,6;R
ES0021000004465414FF;01/09/2023;19;0,996;R
ES0021000004465414FF;01/09/2023;20;1,392;R
ES0021000004465414FF;01/09/2023;21;0,728;R
ES0021000004465414FF;01/09/2023;22;0,641;R
ES0021000004465414FF;01/09/2023;23;0,532;R
ES0021000004465414FF;01/09/2023;24;0,443;R
ES0021000004465414FF;02/09/2023;1;0,549;R
ES0021000004465414FF;02/09/2023;2;0,182;R
ES0021000004465414FF;02/09/2023;3;0,219;R
ES0021000004465414FF;02/09/2023;4;0,197;R
ES0021000004465414FF;02/09/2023;5;0,164;R
ES0021000004465414FF;02/09/2023;6;0,157;R
ES0021000004465414FF;02/09/2023;7;0,159;R
ES0021000004465414FF;02/09/2023;8;0,159;R
ES0021000004465414FF;02/09/2023;9;0,138;R
ES0021000004465414FF;02/09/2023;10;0,164;R
ES0021000004465414FF;02/09/2023;11;0,162;R
ES0021000004465414FF;02/09/2023;12;0,307;R
ES0021000004465414FF;02/09/2023;13;0,26;R
ES0021000004465414FF;02/09/2023;14;0,277;R
ES0021000004465414FF;02/09/2023;15;0,455;R
ES0021000004465414FF;02/09/2023;16;0,422;R
ES0021000004465414FF;02/09/2023;17;0,206;R
ES0021000004465414FF;02/09/2023;18;0,141;R
ES0021000004465414FF;02/09/2023;19;0,157;R
ES0021000004465414FF;02/09/2023;20;0,157;R
ES0021000004465414FF;02/09/2023;21;0,117;R
ES0021000004465414FF;02/09/2023;22;0,162;R
ES0021000004465414FF;02/09/2023;23;0,134;R
ES0021000004465414FF;02/09/2023;24;0,138;R
ES0021000004465414FF;03/09/2023;1;0,151;R
ES0021000004465414FF;03/09/2023;2;0,142;R
ES0021000004465414FF;03/09/2023;3;0,135;R
ES0021000004465414FF;03/09/2023;4;0,156;R
ES0021000004465414FF;03/09/2023;5;0,211;R
ES0021000004465414FF;03/09/2023;6;0,163;R
ES0021000004465414FF;03/09/2023;7;0,157;R
ES0021000004465414FF;03/09/2023;8;0,126;R
ES0021000004465414FF;03/09/2023;9;0,151;R
ES0021000004465414FF;03/09/2023;10;0,155;R
ES0021000004465414FF;03/09/2023;11;0,202;R
ES0021000004465414FF;03/09/2023;12;0,336;R
ES0021000004465414FF;03/09/2023;13;0,45;R
ES0021000004465414FF;03/09/2023;14;0,916;R
ES0021000004465414FF;03/09/2023;15;0,835;R
ES0021000004465414FF;03/09/2023;16;0,916;R
ES0021000004465414FF;03/09/2023;17;1,036;R
ES0021000004465414FF;03/09/2023;18;0,751;R
ES0021000004465414FF;03/09/2023;19;1,265;R
ES0021000004465414FF;03/09/2023;20;1,155;R
ES0021000004465414FF;03/09/2023;21;0,759;R
ES0021000004465414FF;03/09/2023;22;0,825;R
ES0021000004465414FF;03/09/2023;23;0,598;R
ES0021000004465414FF;03/09/2023;24;0,311;R
ES0021000004465414FF;04/09/2023;1;0,314;R
ES0021000004465414FF;04/09/2023;2;0,273;R
ES0021000004465414FF;04/09/2023;3;0,184;R
ES0021000004465414FF;04/09/2023;4;0,132;R
ES0021000004465414FF;04/09/2023;5;0,197;R
ES0021000004465414FF;04/09/2023;6;0,126;R
ES0021000004465414FF;04/09/2023;7;0,319;R
ES0021000004465414FF;04/09/2023;8;0,29;R
ES0021000004465414FF;04/09/2023;9;0,246;R
ES0021000004465414FF;04/09/2023;10;0,165;R
ES0021000004465414FF;04/09/2023;11;0,215;R
ES0021000004465414FF;04/09/2023;12;0,601;R
ES0021000004465414FF;04/09/2023;13;0,58;R
ES0021000004465414FF;04/09/2023;14;0,508;R
ES0021000004465414FF;04/09/2023;15;0,657;R
ES0021000004465414FF;04/09/2023;16;0,953;R
ES0021000004465414FF;04/09/2023;17;0,698;R
ES0021000004465414FF;04/09/2023;18;0,755;R
ES0021000004465414FF;04/09/2023;19;1,004;R
ES0021000004465414FF;04/09/2023;20;1,695;R
ES0021000004465414FF;04/09/2023;21;0,905;R
ES0021000004465414FF;04/09/2023;22;0,716;R
ES0021000004465414FF;04/09/2023;23;0,645;R
ES0021000004465414FF;04/09/2023;24;0,577;R
ES0021000004465414FF;05/09/2023;1;0,482;R
ES0021000004465414FF;05/09/2023;2;0,231;R
ES0021000004465414FF;05/09/2023;3;0,196;R
ES0021000004465414FF;05/09/2023;4;0,129;R
ES0021000004465414FF;05/09/2023;5;0,159;R
ES0021000004465414FF;05/09/2023;6;0,157;R
ES0021000004465414FF;05/09/2023;7;0,195;R
ES0021000004465414FF;05/09/2023;8;0,339;R
ES0021000004465414FF;05/09/2023;9;0,185;R
ES0021000004465414FF;05/09/2023;10;0,327;R
ES0021000004465414FF;05/09/2023;11;0,592;R
ES0021000004465414FF;05/09/2023;12;0,533;R
ES0021000004465414FF;05/09/2023;13;0,416;R
ES0021000004465414FF;05/09/2023;14;0,581;R
ES0021000004465414FF;05/09/2023;15;0,709;R
ES0021000004465414FF;05/09/2023;16;1,293;R
ES0021000004465414FF;05/09/2023;17;0,571;R
ES0021000004465414FF;05/09/2023;18;1,359;R
ES0021000004465414FF;05/09/2023;19;1,054;R
ES0021000004465414FF;05/09/2023;20;0,675;R
ES0021000004465414FF;05/09/2023;21;0,684;R
ES0021000004465414FF;05/09/2023;22;0,743;R
ES0021000004465414FF;05/09/2023;23;0,69;R
ES0021000004465414FF;05/09/2023;24;0,625;R
ES0021000004465414FF;06/09/2023;1;0,174;R
ES0021000004465414FF;06/09/2023;2;0,156;R
ES0021000004465414FF;06/09/2023;3;0,159;R
ES0021000004465414FF;06/09/2023;4;0,15;R
ES0021000004465414FF;06/09/2023;5;0,14;R
ES0021000004465414FF;06/09/2023;6;0,138;R
ES0021000004465414FF;06/09/2023;7;0,374;R
ES0021000004465414FF;06/09/2023;8;0,296;R
ES0021000004465414FF;06/09/2023;9;0,165;R
ES0021000004465414FF;06/09/2023;10;0,263;R
ES0021000004465414FF;06/09/2023;11;0,397;R
ES0021000004465414FF;06/09/2023;12;0,508;R
ES0021000004465414FF;06/09/2023;13;0,455;R
ES0021000004465414FF;06/09/2023;14;0,435;R
ES0021000004465414FF;06/09/2023;15;0,472;R
ES0021000004465414FF;06/09/2023;16;0,939;R
ES0021000004465414FF;06/09/2023;17;0,435;R
ES0021000004465414FF;06/09/2023;18;0,532;R
ES0021000004465414FF;06/09/2023;19;0,72;R
ES0021000004465414FF;06/09/2023;20;0,54;R
ES0021000004465414FF;06/09/2023;21;0,888;R
ES0021000004465414FF;06/09/2023;22;1,229;R
ES0021000004465414FF;06/09/2023;23;0,601;R
ES0021000004465414FF;06/09/2023;24;0,395;R
ES0021000004465414FF;07/09/2023;1;0,258;R
ES0021000004465414FF;07/09/2023;2;0,191;R
ES0021000004465414FF;07/09/2023;3;0,152;R
ES0021000004465414FF;07/09/2023;4;0,156;R
ES0021000004465414FF;07/09/2023;5;0,15;R
ES0021000004465414FF;07/09/2023;6;0,196;R
ES0021000004465414FF;07/09/2023;7;0,539;R
ES0021000004465414FF;07/09/2023;8;0,33;R
ES0021000004465414FF;07/09/2023;9;0,205;R
ES0021000004465414FF;07/09/2023;10;0,324;R
ES0021000004465414FF;07/09/2023;11;0,324;R
ES0021000004465414FF;07/09/2023;12;0,443;R
ES0021000004465414FF;07/09/2023;13;0,694;R
ES0021000004465414FF;07/09/2023;14;0,855;R
ES0021000004465414FF;07/09/2023;15;0,647;R
ES0021000004465414FF;07/09/2023;16;0,686;R
ES0021000004465414FF;07/09/2023;17;0,639;R
ES0021000004465414FF;07/09/2023;18;0,72;R
ES0021000004465414FF;07/09/2023;19;1,018;R
ES0021000004465414FF;07/09/2023;20;0,999;R
ES0021000004465414FF;07/09/2023;21;0,802;R
ES0021000004465414FF;07/09/2023;22;0,835;R
ES0021000004465414FF;07/09/2023;23;0,599;R
ES0021000004465414FF;07/09/2023;24;0,444;R
ES0021000004465414FF;08/09/2023;1;0,772;R
ES0021000004465414FF;08/09/2023;2;1,06;R
ES0021000004465414FF;08/09/2023;3;0,551;R
ES0021000004465414FF;08/09/2023;4;0,188;R
ES0021000004465414FF;08/09/2023;5;0,184;R
ES0021000004465414FF;08/09/2023;6;0,151;R
ES0021000004465414FF;08/09/2023;7;0,174;R
ES0021000004465414FF;08/09/2023;8;0,159;R
ES0021000004465414FF;08/09/2023;9;0,144;R
ES0021000004465414FF;08/09/2023;10;0,231;R
ES0021000004465414FF;08/09/2023;11;0,264;R
ES0021000004465414FF;08/09/2023;12;0,338;R
ES0021000004465414FF;08/09/2023;13;0,332;R
ES0021000004465414FF;08/09/2023;14;0,454;R
ES0021000004465414FF;08/09/2023;15;0,623;R
ES0021000004465414FF;08/09/2023;16;2,004;R
ES0021000004465414FF;08/09/2023;17;0,727;R
ES0021000004465414FF;08/09/2023;18;0,864;R
ES0021000004465414FF;08/09/2023;19;0,955;R
ES0021000004465414FF;08/09/2023;20;0,751;R
ES0021000004465414FF;08/09/2023;21;0,729;R
ES0021000004465414FF;08/09/2023;22;0,677;R
ES0021000004465414FF;08/09/2023;23;0,714;R
ES0021000004465414FF;08/09/2023;24;0,615;R
ES0021000004465414FF;09/09/2023;1;0,83;R
ES0021000004465414FF;09/09/2023;2;0,493;R
ES0021000004465414FF;09/09/2023;3;0,154;R
ES0021000004465414FF;09/09/2023;4;0,146;R
ES0021000004465414FF;09/09/2023;5;0,134;R
ES0021000004465414FF;09/09/2023;6;0,148;R
ES0021000004465414FF;09/09/2023;7;0,14;R
ES0021000004465414FF;09/09/2023;8;0,137;R
ES0021000004465414FF;09/09/2023;9;0,172;R
ES0021000004465414FF;09/09/2023;10;0,212;R
ES0021000004465414FF;09/09/2023;11;0,266;R
ES0021000004465414FF;09/09/2023;12;0,353;R
ES0021000004465414FF;09/09/2023;13;0,565;R
ES0021000004465414FF;09/09/2023;14;0,735;R
ES0021000004465414FF;09/09/2023;15;0,588;R
ES0021000004465414FF;09/09/2023;16;0,522;R
ES0021000004465414FF;09/09/2023;17;0,381;R
ES0021000004465414FF;09/09/2023;18;0,738;R
ES0021000004465414FF;09/09/2023;19;0,662;R
ES0021000004465414FF;09/09/2023;20;1,065;R
ES0021000004465414FF;09/09/2023;21;1,045;R
ES0021000004465414FF;09/09/2023;22;0,854;R
ES0021000004465414FF;09/09/2023;23;0,98;R
ES0021000004465414FF;09/09/2023;24;0,809;R
ES0021000004465414FF;10/09/2023;1;0,872;R
ES0021000004465414FF;10/09/2023;2;0,317;R
ES0021000004465414FF;10/09/2023;3;0,134;R
ES0021000004465414FF;10/09/2023;4;0,15;R
ES0021000004465414FF;10/09/2023;5;0,154;R
ES0021000004465414FF;10/09/2023;6;0,122;R
ES0021000004465414FF;10/09/2023;7;0,148;R
ES0021000004465414FF;10/09/2023;8;0,237;R
ES0021000004465414FF;10/09/2023;9;1,067;R
ES0021000004465414FF;10/09/2023;10;0,715;R
ES0021000004465414FF;10/09/2023;11;0,366;R
ES0021000004465414FF;10/09/2023;12;0,381;R
ES0021000004465414FF;10/09/2023;13;0,841;R
ES0021000004465414FF;10/09/2023;14;0,524;R
ES0021000004465414FF;10/09/2023;15;0,796;R
ES0021000004465414FF;10/09/2023;16;0,748;R
ES0021000004465414FF;10/09/2023;17;0,588;R
ES0021000004465414FF;10/09/2023;18;0,695;R
ES0021000004465414FF;10/09/2023;19;0,301;R
ES0021000004465414FF;10/09/2023;20;0,362;R
ES0021000004465414FF;10/09/2023;21;1,341;R
ES0021000004465414FF;10/09/2023;22;1,427;R
ES0021000004465414FF;10/09/2023;23;0,773;R
ES0021000004465414FF;10/09/2023;24;0,702;R
ES0021000004465414FF;11/09/2023;1;0,651;R
ES0021000004465414FF;11/09/2023;2;0,437;R
ES0021000004465414FF;11/09/2023;3;0,211;R
ES0021000004465414FF;11/09/2023;4;0,221;R
ES0021000004465414FF;11/09/2023;5;0,212;R
ES0021000004465414FF;11/09/2023;6;0,171;R
ES0021000004465414FF;11/09/2023;7;0,773;R
ES0021000004465414FF;11/09/2023;8;0,365;R
ES0021000004465414FF;11/09/2023;9;0,155;R
ES0021000004465414FF;11/09/2023;10;0,235;R
ES0021000004465414FF;11/09/2023;11;0,276;R
ES0021000004465414FF;11/09/2023;12;0,396;R
ES0021000004465414FF;11/09/2023;13;0,509;R
ES0021000004465414FF;11/09/2023;14;0,48;R
ES0021000004465414FF;11/09/2023;15;0,49;R
ES0021000004465414FF;11/09/2023;16;0,605;R
ES0021000004465414FF;11/09/2023;17;0,488;R
ES0021000004465414FF;11/09/2023;18;0,477;R
ES0021000004465414FF;11/09/2023;19;1,097;R
ES0021000004465414FF;11/09/2023;20;0,453;R
ES0021000004465414FF;11/09/2023;21;0,387;R
ES0021000004465414FF;11/09/2023;22;0,699;R
ES0021000004465414FF;11/09/2023;23;0,46;R
ES0021000004465414FF;11/09/2023;24;0,384;R
ES0021000004465414FF;12/09/2023;1;0,183;R
ES0021000004465414FF;12/09/2023;2;0,201;R
ES0021000004465414FF;12/09/2023;3;0,137;R
ES0021000004465414FF;12/09/2023;4;0,17;R
ES0021000004465414FF;12/09/2023;5;0,151;R
ES0021000004465414FF;12/09/2023;6;0,152;R
ES0021000004465414FF;12/09/2023;7;0,24;R
ES0021000004465414FF;12/09/2023;8;0,267;R
ES0021000004465414FF;12/09/2023;9;0,255;R
ES0021000004465414FF;12/09/2023;10;0,424;R
ES0021000004465414FF;12/09/2023;11;0,406;R
ES0021000004465414FF;12/09/2023;12;0,346;R
ES0021000004465414FF;12/09/2023;13;0,348;R
ES0021000004465414FF;12/09/2023;14;0,318;R
ES0021000004465414FF;12/09/2023;15;0,579;R
ES0021000004465414FF;12/09/2023;16;0,407;R
ES0021000004465414FF;12/09/2023;17;0,341;R
ES0021000004465414FF;12/09/2023;18;0,383;R
ES0021000004465414FF;12/09/2023;19;0,419;R
ES0021000004465414FF;12/09/2023;20;1,072;R
ES0021000004465414FF;12/09/2023;21;1,088;R
ES0021000004465414FF;12/09/2023;22;0,708;R
ES0021000004465414FF;12/09/2023;23;0,511;R
ES0021000004465414FF;12/09/2023;24;0,337;R
ES0021000004465414FF;13/09/2023;1;0,215;R
ES0021000004465414FF;13/09/2023;2;0,182;R
ES0021000004465414FF;13/09/2023;3;0,136;R
ES0021000004465414FF;13/09/2023;4;0,159;R
ES0021000004465414FF;13/09/2023;5;0,169;R
ES0021000004465414FF;13/09/2023;6;0,148;R
ES0021000004465414FF;13/09/2023;7;0,323;R
ES0021000004465414FF;13/09/2023;8;0,354;R
ES0021000004465414FF;13/09/2023;9;0,307;R
ES0021000004465414FF;13/09/2023;10;0,2;R
ES0021000004465414FF;13/09/2023;11;0,12;R
ES0021000004465414FF;13/09/2023;12;0,154;R
ES0021000004465414FF;13/09/2023;13;0,163;R
ES0021000004465414FF;13/09/2023;14;0,134;R
ES0021000004465414FF;13/09/2023;15;0,153;R
ES0021000004465414FF;13/09/2023;16;0,373;R
ES0021000004465414FF;13/09/2023;17;0,287;R
ES0021000004465414FF;13/09/2023;18;0,312;R
ES0021000004465414FF;13/09/2023;19;0,957;R
ES0021000004465414FF;13/09/2023;20;0,551;R
ES0021000004465414FF;13/09/2023;21;1,105;R
ES0021000004465414FF;13/09/2023;22;1,073;R
ES0021000004465414FF;13/09/2023;23;0,46;R
ES0021000004465414FF;13/09/2023;24;0,403;R
ES0021000004465414FF;14/09/2023;1;0,243;R
ES0021000004465414FF;14/09/2023;2;0,154;R
ES0021000004465414FF;14/09/2023;3;0,175;R
ES0021000004465414FF;14/09/2023;4;0,223;R
ES0021000004465414FF;14/09/2023;5;0,208;R
ES0021000004465414FF;14/09/2023;6;0,153;R
ES0021000004465414FF;14/09/2023;7;0,233;R
ES0021000004465414FF;14/09/2023;8;0,323;R
ES0021000004465414FF;14/09/2023;9;0,213;R
ES0021000004465414FF;14/09/2023;10;0,343;R
ES0021000004465414FF;14/09/2023;11;0,359;R
ES0021000004465414FF;14/09/2023;12;0,368;R
ES0021000004465414FF;14/09/2023;13;0,33;R
ES0021000004465414FF;14/09/2023;14;0,346;R
ES0021000004465414FF;14/09/2023;15;0,521;R
ES0021000004465414FF;14/09/2023;16;0,439;R
ES0021000004465414FF;14/09/2023;17;0,353;R
ES0021000004465414FF;14/09/2023;18;0,376;R
ES0021000004465414FF;14/09/2023;19;0,469;R
ES0021000004465414FF;14/09/2023;20;0,412;R
ES0021000004465414FF;14/09/2023;21;0,571;R
ES0021000004465414FF;14/09/2023;22;0,933;R
ES0021000004465414FF;14/09/2023;23;0,437;R
ES0021000004465414FF;14/09/2023;24;0,384;R
ES0021000004465414FF;15/09/2023;1;0,223;R
ES0021000004465414FF;15/09/2023;2;0,219;R
ES0021000004465414FF;15/09/2023;3;0,21;R
ES0021000004465414FF;15/09/2023;4;0,197;R
ES0021000004465414FF;15/09/2023;5;0,205;R
ES0021000004465414FF;15/09/2023;6;0,198;R
ES0021000004465414FF;15/09/2023;7;0,235;R
ES0021000004465414FF;15/09/2023;8;0,369;R
ES0021000004465414FF;15/09/2023;9;0,507;R
ES0021000004465414FF;15/09/2023;10;0,647;R
ES0021000004465414FF;15/09/2023;11;0,394;R
ES0021000004465414FF;15/09/2023;12;1,066;R
ES0021000004465414FF;15/09/2023;13;0,606;R
ES0021000004465414FF;15/09/2023;14;0,622;R
ES0021000004465414FF;15/09/2023;15;0,427;R
ES0021000004465414FF;15/09/2023;16;0,921;R
ES0021000004465414FF;15/09/2023;17;0,7;R
ES0021000004465414FF;15/09/2023;18;0,522;R
ES0021000004465414FF;15/09/2023;19;0,561;R
ES0021000004465414FF;15/09/2023;20;0,425;R
ES0021000004465414FF;15/09/2023;21;0,64;R
ES0021000004465414FF;15/09/2023;22;0,532;R
ES0021000004465414FF;15/09/2023;23;0,42;R
ES0021000004465414FF;15/09/2023;24;0,318;R
ES0021000004465414FF;16/09/2023;1;0,21;R
ES0021000004465414FF;16/09/2023;2;0,224;R
ES0021000004465414FF;16/09/2023;3;0,205;R
ES0021000004465414FF;16/09/2023;4;0,179;R
ES0021000004465414FF;16/09/2023;5;0,154;R
ES0021000004465414FF;16/09/2023;6;0,174;R
ES0021000004465414FF;16/09/2023;7;0,15;R
ES0021000004465414FF;16/09/2023;8;0,148;R
ES0021000004465414FF;16/09/2023;9;0,313;R
ES0021000004465414FF;16/09/2023;10;0,444;R
ES0021000004465414FF;16/09/2023;11;0,704;R
ES0021000004465414FF;16/09/2023;12;0,449;R
ES0021000004465414FF;16/09/2023;13;0,574;R
ES0021000004465414FF;16/09/2023;14;1,887;R
ES0021000004465414FF;16/09/2023;15;0,851;R
ES0021000004465414FF;16/09/2023;16;0,648;R
ES0021000004465414FF;16/09/2023;17;0,521;R
ES0021000004465414FF;16/09/2023;18;0,557;R
ES0021000004465414FF;16/09/2023;19;0,474;R
ES0021000004465414FF;16/09/2023;20;0,592;R
ES0021000004465414FF;16/09/2023;21;0,404;R
ES0021000004465414FF;16/09/2023;22;0,459;R
ES0021000004465414FF;16/09/2023;23;0,428;R
ES0021000004465414FF;16/09/2023;24;0,374;R
ES0021000004465414FF;17/09/2023;1;0,402;R
ES0021000004465414FF;17/09/2023;2;0,331;R
ES0021000004465414FF;17/09/2023;3;0,283;R
ES0021000004465414FF;17/09/2023;4;0,169;R
ES0021000004465414FF;17/09/2023;5;0,139;R
ES0021000004465414FF;17/09/2023;6;0,157;R
ES0021000004465414FF;17/09/2023;7;0,155;R
ES0021000004465414FF;17/09/2023;8;0,265;R
ES0021000004465414FF;17/09/2023;9;0,313;R
ES0021000004465414FF;17/09/2023;10;0,343;R
ES0021000004465414FF;17/09/2023;11;0,284;R
ES0021000004465414FF;17/09/2023;12;0,353;R
ES0021000004465414FF;17/09/2023;13;0,382;R
ES0021000004465414FF;17/09/2023;14;0,367;R
ES0021000004465414FF;17/09/2023;15;0,913;R
ES0021000004465414FF;17/09/2023;16;0,599;R
ES0021000004465414FF;17/09/2023;17;0,462;R
ES0021000004465414FF;17/09/2023;18;0,381;R
ES0021000004465414FF;17/09/2023;19;0,81;R
ES0021000004465414FF;17/09/2023;20;1,015;R
ES0021000004465414FF;17/09/2023;21;0,636;R
ES0021000004465414FF;17/09/2023;22;0,532;R
ES0021000004465414FF;17/09/2023;23;0,483;R
ES0021000004465414FF;17/09/2023;24;0,511;R
ES0021000004465414FF;18/09/2023;1;0,242;R
ES0021000004465414FF;18/09/2023;2;0,159;R
ES0021000004465414FF;18/09/2023;3;0,181;R
ES0021000004465414FF;18/09/2023;4;0,143;R
ES0021000004465414FF;18/09/2023;5;0,173;R
ES0021000004465414FF;18/09/2023;6;0,132;R
ES0021000004465414FF;18/09/2023;7;0,35;R
ES0021000004465414FF;18/09/2023;8;0,313;R
ES0021000004465414FF;18/09/2023;9;0,276;R
ES0021000004465414FF;18/09/2023;10;0,161;R
ES0021000004465414FF;18/09/2023;11;0,166;R
ES0021000004465414FF;18/09/2023;12;0,226;R
ES0021000004465414FF;18/09/2023;13;0,23;R
ES0021000004465414FF;18/09/2023;14;0,233;R
ES0021000004465414FF;18/09/2023;15;0,45;R
ES0021000004465414FF;18/09/2023;16;0,884;R
ES0021000004465414FF;18/09/2023;17;0,445;R
ES0021000004465414FF;18/09/2023;18;0,471;R
ES0021000004465414FF;18/09/2023;19;0,775;R
ES0021000004465414FF;18/09/2023;20;1,378;R
ES0021000004465414FF;18/09/2023;21;0,662;R
ES0021000004465414FF;18/09/2023;22;1,159;R
ES0021000004465414FF;18/09/2023;23;0,601;R
ES0021000004465414FF;18/09/2023;24;0,465;R
ES0021000004465414FF;19/09/2023;1;0,386;R
ES0021000004465414FF;19/09/2023;2;0,165;R
ES0021000004465414FF;19/09/2023;3;0,154;R
ES0021000004465414FF;19/09/2023;4;0,156;R
ES0021000004465414FF;19/09/2023;5;0,121;R
ES0021000004465414FF;19/09/2023;6;0,141;R
ES0021000004465414FF;19/09/2023;7;0,344;R
ES0021000004465414FF;19/09/2023;8;0,388;R
ES0021000004465414FF;19/09/2023;9;0,256;R
ES0021000004465414FF;19/09/2023;10;0,329;R
ES0021000004465414FF;19/09/2023;11;0,381;R
ES0021000004465414FF;19/09/2023;12;0,409;R
ES0021000004465414FF;19/09/2023;13;0,423;R
ES0021000004465414FF;19/09/2023;14;0,424;R
ES0021000004465414FF;19/09/2023;15;0,43;R
ES0021000004465414FF;19/09/2023;16;0,662;R
ES0021000004465414FF;19/09/2023;17;0,491;R
ES0021000004465414FF;19/09/2023;18;1,018;R
ES0021000004465414FF;19/09/2023;19;1,062;R
ES0021000004465414FF;19/09/2023;20;0,585;R
ES0021000004465414FF;19/09/2023;21;0,649;R
ES0021000004465414FF;19/09/2023;22;1,277;R
ES0021000004465414FF;19/09/2023;23;1,003;R
ES0021000004465414FF;19/09/2023;24;0,53;R
ES0021000004465414FF;20/09/2023;1;0,417;R
ES0021000004465414FF;20/09/2023;2;0,14;R
ES0021000004465414FF;20/09/2023;3;0,156;R
ES0021000004465414FF;20/09/2023;4;0,162;R
ES0021000004465414FF;20/09/2023;5;0,128;R
