Fecha de la medida;Hora de la medida;Medida de la magnitud activa entrante;Método de obtención
21/01/2023;16;42;R
21/01/2023;17;43;R
21/01/2023;18;44;R
21/01/2023;19;44;R
21/01/2023;20;44;R
21/01/2023;21;44;R
21/01/2023;22;45;R
21/01/2023;23;43;R
21/01/2023;24;44;R
22/01/2023;1;44;R
22/01/2023;2;43;R
22/01/2023;3;44;R
22/01/2023;4;44;R
22/01/2023;5;44;R
22/01/2023;6;42;R
22/01/2023;7;43;R
22/01/2023;8;42;R
22/01/2023;9;42;R
22/01/2023;10;43;R
22/01/2023;11;42;R
22/01/2023;12;46;R
22/01/2023;13;45;R
22/01/2023;14;46;R
22/01/2023;15;46;R
22/01/2023;16;45;R
22/01/2023;17;46;R
22/01/2023;18;46;R
22/01/2023;19;46;R
22/01/2023;20;46;R
22/01/2023;21;108;R
22/01/2023;22;185;R
22/01/2023;23;136;R
22/01/2023;24;63;R
23/01/2023;1;49;R
23/01/2023;2;47;R
23/01/2023;3;49;R
23/01/2023;4;48;R
23/01/2023;5;44;R
23/01/2023;6;42;R
23/01/2023;7;47;R
23/01/2023;8;113;R
23/01/2023;9;272;R
23/01/2023;10;53;R
23/01/2023;11;44;R
23/01/2023;12;58;R
23/01/2023;13;55;R
23/01/2023;14;42;R
23/01/2023;15;1424;R
23/01/2023;16;174;R
23/01/2023;17;196;R
23/01/2023;18;282;R
23/01/2023;19;546;R
23/01/2023;20;307;R
23/01/2023;21;479;R
23/01/2023;22;438;R
23/01/2023;23;290;R
23/01/2023;24;60;R
24/01/2023;1;51;R
24/01/2023;2;48;R
24/01/2023;3;49;R
24/01/2023;4;54;R
24/01/2023;5;53;R
24/01/2023;6;48;R
24/01/2023;7;46;R
24/01/2023;8;84;R
24/01/2023;9;348;R
24/01/2023;10;57;R
24/01/2023;11;47;R
24/01/2023;12;48;R
24/01/2023;13;59;R
24/01/2023;14;358;R
24/01/2023;15;593;R
24/01/2023;16;81;R
24/01/2023;17;456;R
24/01/2023;18;390;R
24/01/2023;19;235;R
24/01/2023;20;430;R
24/01/2023;21;373;R
24/01/2023;22;141;R
24/01/2023;23;102;R
24/01/2023;24;62;R
25/01/2023;1;52;R
25/01/2023;2;50;R
25/01/2023;3;50;R
25/01/2023;4;51;R
25/01/2023;5;51;R
25/01/2023;6;47;R
25/01/2023;7;156;R
25/01/2023;8;202;R
25/01/2023;9;176;R
25/01/2023;10;64;R
25/01/2023;11;57;R
25/01/2023;12;59;R
25/01/2023;13;69;R
25/01/2023;14;75;R
25/01/2023;15;381;R
25/01/2023;16;254;R
25/01/2023;17;296;R
25/01/2023;18;171;R
25/01/2023;19;327;R
25/01/2023;20;1098;R
25/01/2023;21;598;R
25/01/2023;22;1261;R
25/01/2023;23;124;R
25/01/2023;24;60;R
26/01/2023;1;53;R
26/01/2023;2;49;R
26/01/2023;3;47;R
26/01/2023;4;46;R
26/01/2023;5;47;R
26/01/2023;6;48;R
26/01/2023;7;48;R
26/01/2023;8;101;R
26/01/2023;9;268;R
26/01/2023;10;52;R
26/01/2023;11;45;R
26/01/2023;12;44;R
26/01/2023;13;44;R
26/01/2023;14;46;R
26/01/2023;15;90;R
26/01/2023;16;557;R
26/01/2023;17;61;R
26/01/2023;18;150;R
26/01/2023;19;147;R
26/01/2023;20;223;R
26/01/2023;21;121;R
26/01/2023;22;225;R
26/01/2023;23;168;R
26/01/2023;24;82;R
27/01/2023;1;108;R
27/01/2023;2;65;R
27/01/2023;3;53;R
27/01/2023;4;54;R
27/01/2023;5;53;R
27/01/2023;6;47;R
27/01/2023;7;84;R
27/01/2023;8;184;R
27/01/2023;9;228;R
27/01/2023;10;50;R
27/01/2023;11;46;R
27/01/2023;12;62;R
27/01/2023;13;53;R
27/01/2023;14;54;R
27/01/2023;15;368;R
27/01/2023;16;82;R
27/01/2023;17;69;R
27/01/2023;18;120;R
27/01/2023;19;123;R
27/01/2023;20;162;R
27/01/2023;21;153;R
27/01/2023;22;122;R
27/01/2023;23;48;R
27/01/2023;24;100;R
28/01/2023;1;96;R
28/01/2023;2;63;R
28/01/2023;3;54;R
28/01/2023;4;50;R
28/01/2023;5;50;R
28/01/2023;6;49;R
28/01/2023;7;49;R
28/01/2023;8;46;R
28/01/2023;9;67;R
28/01/2023;10;88;R
28/01/2023;11;389;R
28/01/2023;12;130;R
28/01/2023;13;401;R
28/01/2023;14;505;R
28/01/2023;15;263;R
28/01/2023;16;1197;R
28/01/2023;17;201;R
28/01/2023;18;103;R
28/01/2023;19;678;R
28/01/2023;20;83;R
28/01/2023;21;268;R
28/01/2023;22;80;R
28/01/2023;23;79;R
28/01/2023;24;75;R
29/01/2023;1;70;R
29/01/2023;2;55;R
29/01/2023;3;48;R
29/01/2023;4;50;R
29/01/2023;5;50;R
29/01/2023;6;49;R
29/01/2023;7;49;R
29/01/2023;8;49;R
29/01/2023;9;53;R
29/01/2023;10;186;R
29/01/2023;11;195;R
29/01/2023;12;119;R
29/01/2023;13;58;R
29/01/2023;14;58;R
29/01/2023;15;698;R
29/01/2023;16;150;R
29/01/2023;17;75;R
29/01/2023;18;145;R
29/01/2023;19;152;R
29/01/2023;20;149;R
29/01/2023;21;561;R
29/01/2023;22;204;R
29/01/2023;23;127;R
29/01/2023;24;56;R
30/01/2023;1;49;R
30/01/2023;2;47;R
30/01/2023;3;44;R
30/01/2023;4;49;R
30/01/2023;5;49;R
30/01/2023;6;47;R
30/01/2023;7;46;R
30/01/2023;8;100;R
30/01/2023;9;226;R
30/01/2023;10;53;R
30/01/2023;11;43;R
30/01/2023;12;59;R
30/01/2023;13;57;R
30/01/2023;14;47;R
30/01/2023;15;392;R
30/01/2023;16;322;R
30/01/2023;17;80;R
30/01/2023;18;125;R
30/01/2023;19;118;R
30/01/2023;20;51;R
30/01/2023;21;83;R
30/01/2023;22;266;R
30/01/2023;23;549;R
30/01/2023;24;241;R
31/01/2023;1;49;R
31/01/2023;2;48;R
31/01/2023;3;49;R
31/01/2023;4;47;R
31/01/2023;5;44;R
31/01/2023;6;44;R
31/01/2023;7;45;R
31/01/2023;8;113;R
31/01/2023;9;250;R
31/01/2023;10;134;R
31/01/2023;11;90;R
31/01/2023;12;45;R
31/01/2023;13;45;R
31/01/2023;14;46;R
31/01/2023;15;459;R
31/01/2023;16;517;R
31/01/2023;17;51;R
31/01/2023;18;101;R
31/01/2023;19;160;R
31/01/2023;20;83;R
31/01/2023;21;213;R
31/01/2023;22;165;R
31/01/2023;23;111;R
31/01/2023;24;64;R
01/02/2023;1;49;R
01/02/2023;2;48;R
01/02/2023;3;49;R
01/02/2023;4;49;R
01/02/2023;5;48;R
01/02/2023;6;47;R
01/02/2023;7;54;R
01/02/2023;8;130;R
01/02/2023;9;266;R
01/02/2023;10;88;R
01/02/2023;11;95;R
01/02/2023;12;76;R
01/02/2023;13;57;R
01/02/2023;14;50;R
01/02/2023;15;130;R
01/02/2023;16;85;R
01/02/2023;17;70;R
01/02/2023;18;81;R
01/02/2023;19;234;R
01/02/2023;20;60;R
01/02/2023;21;103;R
01/02/2023;22;160;R
01/02/2023;23;175;R
01/02/2023;24;75;R
02/02/2023;1;55;R
02/02/2023;2;47;R
02/02/2023;3;50;R
02/02/2023;4;53;R
02/02/2023;5;50;R
02/02/2023;6;49;R
02/02/2023;7;49;R
02/02/2023;8;100;R
02/02/2023;9;224;R
02/02/2023;10;158;R
02/02/2023;11;90;R
02/02/2023;12;43;R
02/02/2023;13;45;R
02/02/2023;14;46;R
02/02/2023;15;192;R
02/02/2023;16;203;R
02/02/2023;17;48;R
02/02/2023;18;122;R
02/02/2023;19;139;R
02/02/2023;20;842;R
02/02/2023;21;180;R
02/02/2023;22;324;R
02/02/2023;23;468;R
02/02/2023;24;129;R
03/02/2023;1;73;R
03/02/2023;2;53;R
03/02/2023;3;48;R
03/02/2023;4;45;R
03/02/2023;5;48;R
03/02/2023;6;51;R
03/02/2023;7;48;R
03/02/2023;8;48;R
03/02/2023;9;167;R
03/02/2023;10;160;R
03/02/2023;11;89;R
03/02/2023;12;63;R
03/02/2023;13;54;R
03/02/2023;14;45;R
03/02/2023;15;315;R
03/02/2023;16;252;R
03/02/2023;17;238;R
03/02/2023;18;46;R
03/02/2023;19;44;R
03/02/2023;20;43;R
03/02/2023;21;44;R
03/02/2023;22;41;R
03/02/2023;23;40;R
03/02/2023;24;39;R
04/02/2023;1;40;R
04/02/2023;2;40;R
04/02/2023;3;41;R
04/02/2023;4;41;R
04/02/2023;5;41;R
04/02/2023;6;41;R
04/02/2023;7;41;R
04/02/2023;8;41;R
04/02/2023;9;41;R
04/02/2023;10;40;R
04/02/2023;11;40;R
04/02/2023;12;41;R
04/02/2023;13;40;R
04/02/2023;14;39;R
04/02/2023;15;39;R
04/02/2023;16;39;R
04/02/2023;17;39;R
04/02/2023;18;39;R
04/02/2023;19;39;R
04/02/2023;20;40;R
04/02/2023;21;41;R
04/02/2023;22;41;R
04/02/2023;23;92;R
04/02/2023;24;58;R
05/02/2023;1;40;R
05/02/2023;2;43;R
05/02/2023;3;42;R
05/02/2023;4;42;R
05/02/2023;5;42;R
05/02/2023;6;41;R
05/02/2023;7;41;R
05/02/2023;8;41;R
05/02/2023;9;41;R
05/02/2023;10;39;R
05/02/2023;11;40;R
05/02/2023;12;38;R
05/02/2023;13;40;R
05/02/2023;14;43;R
05/02/2023;15;44;R
05/02/2023;16;44;R
05/02/2023;17;44;R
05/02/2023;18;43;R
05/02/2023;19;44;R
05/02/2023;20;100;R
05/02/2023;21;346;R
05/02/2023;22;148;R
05/02/2023;23;148;R
05/02/2023;24;58;R
06/02/2023;1;47;R
06/02/2023;2;46;R
06/02/2023;3;43;R
06/02/2023;4;44;R
06/02/2023;5;44;R
06/02/2023;6;45;R
06/02/2023;7;46;R
06/02/2023;8;207;R
06/02/2023;9;258;R
06/02/2023;10;56;R
06/02/2023;11;46;R
06/02/2023;12;61;R
06/02/2023;13;53;R
06/02/2023;14;46;R
06/02/2023;15;349;R
06/02/2023;16;99;R
06/02/2023;17;237;R
06/02/2023;18;195;R
06/02/2023;19;191;R
06/02/2023;20;126;R
06/02/2023;21;277;R
06/02/2023;22;587;R
06/02/2023;23;164;R
06/02/2023;24;76;R
07/02/2023;1;60;R
07/02/2023;2;53;R
07/02/2023;3;51;R
07/02/2023;4;49;R
07/02/2023;5;54;R
07/02/2023;6;52;R
07/02/2023;7;51;R
07/02/2023;8;170;R
07/02/2023;9;282;R
07/02/2023;10;106;R
07/02/2023;11;48;R
07/02/2023;12;47;R
07/02/2023;13;48;R
07/02/2023;14;50;R
07/02/2023;15;195;R
07/02/2023;16;390;R
07/02/2023;17;64;R
07/02/2023;18;118;R
07/02/2023;19;145;R
07/02/2023;20;188;R
07/02/2023;21;138;R
07/02/2023;22;349;R
07/02/2023;23;145;R
07/02/2023;24;97;R
08/02/2023;1;63;R
08/02/2023;2;57;R
08/02/2023;3;53;R
08/02/2023;4;55;R
08/02/2023;5;53;R
08/02/2023;6;51;R
08/02/2023;7;53;R
08/02/2023;8;114;R
08/02/2023;9;292;R
08/02/2023;10;90;R
08/02/2023;11;71;R
08/02/2023;12;70;R
08/02/2023;13;70;R
08/02/2023;14;125;R
08/02/2023;15;362;R
08/02/2023;16;494;R
08/02/2023;17;256;R
08/02/2023;18;145;R
08/02/2023;19;82;R
08/02/2023;20;47;R
08/02/2023;21;47;R
08/02/2023;22;49;R
08/02/2023;23;50;R
08/02/2023;24;387;R
09/02/2023;1;335;R
09/02/2023;2;49;R
09/02/2023;3;48;R
09/02/2023;4;48;R
09/02/2023;5;49;R
09/02/2023;6;45;R
09/02/2023;7;80;R
09/02/2023;8;91;R
09/02/2023;9;235;R
09/02/2023;10;100;R
09/02/2023;11;78;R
09/02/2023;12;49;R
09/02/2023;13;48;R
09/02/2023;14;47;R
09/02/2023;15;150;R
09/02/2023;16;180;R
09/02/2023;17;101;R
09/02/2023;18;131;R
09/02/2023;19;126;R
09/02/2023;20;123;R
09/02/2023;21;523;R
09/02/2023;22;552;R
09/02/2023;23;318;R
09/02/2023;24;283;R
10/02/2023;1;235;R
10/02/2023;2;225;R
10/02/2023;3;225;R
10/02/2023;4;225;R
10/02/2023;5;226;R
10/02/2023;6;221;R
10/02/2023;7;219;R
10/02/2023;8;218;R
10/02/2023;9;278;R
10/02/2023;10;65;R
10/02/2023;11;47;R
10/02/2023;12;62;R
10/02/2023;13;56;R
10/02/2023;14;46;R
10/02/2023;15;318;R
10/02/2023;16;96;R
10/02/2023;17;98;R
10/02/2023;18;165;R
10/02/2023;19;139;R
10/02/2023;20;623;R
10/02/2023;21;192;R
10/02/2023;22;335;R
10/02/2023;23;131;R
10/02/2023;24;128;R
11/02/2023;1;65;R
11/02/2023;2;50;R
11/02/2023;3;49;R
11/02/2023;4;46;R
11/02/2023;5;50;R
11/02/2023;6;52;R
11/02/2023;7;48;R
11/02/2023;8;49;R
11/02/2023;9;86;R
11/02/2023;10;272;R
11/02/2023;11;128;R
11/02/2023;12;136;R
11/02/2023;13;134;R
11/02/2023;14;303;R
11/02/2023;15;436;R
11/02/2023;16;108;R
11/02/2023;17;124;R
11/02/2023;18;179;R
11/02/2023;19;131;R
11/02/2023;20;217;R
11/02/2023;21;75;R
11/02/2023;22;101;R
11/02/2023;23;56;R
11/02/2023;24;48;R
12/02/2023;1;52;R
12/02/2023;2;68;R
12/02/2023;3;53;R
12/02/2023;4;50;R
12/02/2023;5;49;R
12/02/2023;6;49;R
12/02/2023;7;45;R
12/02/2023;8;48;R
12/02/2023;9;50;R
12/02/2023;10;90;R
12/02/2023;11;238;R
12/02/2023;12;555;R
12/02/2023;13;735;R
12/02/2023;14;208;R
12/02/2023;15;114;R
12/02/2023;16;68;R
12/02/2023;17;95;R
12/02/2023;18;134;R
12/02/2023;19;90;R
12/02/2023;20;90;R
12/02/2023;21;129;R
12/02/2023;22;144;R
12/02/2023;23;134;R
12/02/2023;24;104;R
13/02/2023;1;66;R
13/02/2023;2;53;R
13/02/2023;3;54;R
13/02/2023;4;54;R
13/02/2023;5;57;R
13/02/2023;6;53;R
13/02/2023;7;52;R
13/02/2023;8;111;R
13/02/2023;9;245;R
13/02/2023;10;149;R
13/02/2023;11;47;R
13/02/2023;12;66;R
13/02/2023;13;56;R
13/02/2023;14;48;R
13/02/2023;15;47;R
13/02/2023;16;196;R
13/02/2023;17;93;R
13/02/2023;18;326;R
13/02/2023;19;755;R
13/02/2023;20;560;R
13/02/2023;21;66;R
13/02/2023;22;390;R
13/02/2023;23;211;R
13/02/2023;24;114;R
14/02/2023;1;66;R
14/02/2023;2;50;R
14/02/2023;3;50;R
14/02/2023;4;52;R
14/02/2023;5;53;R
14/02/2023;6;47;R
14/02/2023;7;50;R
14/02/2023;8;102;R
14/02/2023;9;223;R
14/02/2023;10;184;R
14/02/2023;11;56;R
14/02/2023;12;55;R
14/02/2023;13;55;R
14/02/2023;14;52;R
14/02/2023;15;560;R
14/02/2023;16;198;R
14/02/2023;17;974;R
14/02/2023;18;396;R
14/02/2023;19;366;R
14/02/2023;20;292;R
14/02/2023;21;118;R
14/02/2023;22;109;R
14/02/2023;23;143;R
14/02/2023;24;92;R
15/02/2023;1;63;R
15/02/2023;2;51;R
15/02/2023;3;50;R
15/02/2023;4;50;R
15/02/2023;5;50;R
15/02/2023;6;48;R
15/02/2023;7;46;R
15/02/2023;8;102;R
15/02/2023;9;230;R
15/02/2023;10;61;R
15/02/2023;11;48;R
15/02/2023;12;63;R
15/02/2023;13;60;R
15/02/2023;14;50;R
15/02/2023;15;736;R
15/02/2023;16;148;R
15/02/2023;17;212;R
15/02/2023;18;586;R
15/02/2023;19;324;R
15/02/2023;20;661;R
15/02/2023;21;381;R
15/02/2023;22;240;R
15/02/2023;23;154;R
15/02/2023;24;105;R
16/02/2023;1;63;R
16/02/2023;2;50;R
16/02/2023;3;49;R
16/02/2023;4;50;R
16/02/2023;5;53;R
16/02/2023;6;48;R
16/02/2023;7;48;R
16/02/2023;8;106;R
16/02/2023;9;159;R
16/02/2023;10;148;R
16/02/2023;11;57;R
16/02/2023;12;47;R
16/02/2023;13;47;R
16/02/2023;14;47;R
16/02/2023;15;48;R
16/02/2023;16;93;R
16/02/2023;17;56;R
16/02/2023;18;136;R
16/02/2023;19;138;R
16/02/2023;20;377;R
16/02/2023;21;688;R
16/02/2023;22;247;R
16/02/2023;23;1110;R
16/02/2023;24;268;R
17/02/2023;1;62;R
17/02/2023;2;54;R
17/02/2023;3;52;R
17/02/2023;4;52;R
17/02/2023;5;56;R
17/02/2023;6;48;R
17/02/2023;7;49;R
17/02/2023;8;51;R
17/02/2023;9;120;R
17/02/2023;10;94;R
17/02/2023;11;95;R
17/02/2023;12;99;R
17/02/2023;13;63;R
17/02/2023;14;62;R
17/02/2023;15;60;R
17/02/2023;16;71;R
17/02/2023;17;62;R
17/02/2023;18;108;R
17/02/2023;19;300;R
17/02/2023;20;514;R
17/02/2023;21;88;R
17/02/2023;22;50;R
17/02/2023;23;48;R
17/02/2023;24;49;R
18/02/2023;1;73;R
18/02/2023;2;57;R
18/02/2023;3;50;R
18/02/2023;4;50;R
18/02/2023;5;61;R
18/02/2023;6;105;R
18/02/2023;7;56;R
18/02/2023;8;59;R
18/02/2023;9;61;R
18/02/2023;10;497;R
18/02/2023;11;711;R
18/02/2023;12;471;R
18/02/2023;13;547;R
18/02/2023;14;1616;R
18/02/2023;15;1109;R
18/02/2023;16;575;R
18/02/2023;17;385;R
18/02/2023;18;339;R
18/02/2023;19;503;R
18/02/2023;20;524;R
18/02/2023;21;680;R
18/02/2023;22;741;R
18/02/2023;23;355;R
18/02/2023;24;326;R
19/02/2023;1;701;R
19/02/2023;2;319;R
19/02/2023;3;424;R
19/02/2023;4;235;R
19/02/2023;5;231;R
19/02/2023;6;229;R
19/02/2023;7;226;R
19/02/2023;8;228;R
19/02/2023;9;242;R
19/02/2023;10;205;R
19/02/2023;11;178;R
19/02/2023;12;111;R
19/02/2023;13;165;R
19/02/2023;14;118;R
19/02/2023;15;97;R
19/02/2023;16;59;R
19/02/2023;17;54;R
19/02/2023;18;52;R
19/02/2023;19;51;R
19/02/2023;20;52;R
19/02/2023;21;164;R
19/02/2023;22;148;R
19/02/2023;23;120;R
19/02/2023;24;56;R
20/02/2023;1;57;R
20/02/2023;2;55;R
20/02/2023;3;51;R
20/02/2023;4;54;R
20/02/2023;5;51;R
20/02/2023;6;49;R
20/02/2023;7;47;R
20/02/2023;8;114;R
20/02/2023;9;235;R
20/02/2023;10;88;R
20/02/2023;11;47;R
20/02/2023;12;64;R
20/02/2023;13;57;R
20/02/2023;14;46;R
20/02/2023;15;48;R
20/02/2023;16;66;R
20/02/2023;17;85;R
20/02/2023;18;128;R
20/02/2023;19;141;R
20/02/2023;20;157;R
20/02/2023;21;123;R
20/02/2023;22;241;R
20/02/2023;23;124;R
20/02/2023;24;70;R
21/02/2023;1;59;R
21/02/2023;2;52;R
21/02/2023;3;50;R
21/02/2023;4;51;R
21/02/2023;5;50;R
21/02/2023;6;48;R
21/02/2023;7;49;R
21/02/2023;8;106;R
21/02/2023;9;268;R
21/02/2023;10;75;R
21/02/2023;11;47;R
21/02/2023;12;48;R
21/02/2023;13;45;R
21/02/2023;14;47;R
21/02/2023;15;293;R
21/02/2023;16;89;R
21/02/2023;17;103;R
21/02/2023;18;119;R
21/02/2023;19;121;R
21/02/2023;20;402;R
21/02/2023;21;492;R
21/02/2023;22;450;R
21/02/2023;23;240;R
21/02/2023;24;96;R
22/02/2023;1;60;R
22/02/2023;2;50;R
22/02/2023;3;50;R
22/02/2023;4;50;R
22/02/2023;5;49;R
22/02/2023;6;46;R
22/02/2023;7;50;R
22/02/2023;8;90;R
22/02/2023;9;244;R
22/02/2023;10;71;R
22/02/2023;11;49;R
22/02/2023;12;65;R
22/02/2023;13;61;R
22/02/2023;14;47;R
22/02/2023;15;72;R
22/02/2023;16;107;R
22/02/2023;17;151;R
22/02/2023;18;715;R
22/02/2023;19;214;R
22/02/2023;20;491;R
22/02/2023;21;83;R
22/02/2023;22;208;R
22/02/2023;23;137;R
22/02/2023;24;59;R
23/02/2023;1;56;R
23/02/2023;2;50;R
23/02/2023;3;50;R
23/02/2023;4;52;R
23/02/2023;5;50;R
23/02/2023;6;48;R
23/02/2023;7;45;R
23/02/2023;8;150;R
23/02/2023;9;186;R
23/02/2023;10;166;R
23/02/2023;11;118;R
23/02/2023;12;161;R
23/02/2023;13;63;R
23/02/2023;14;48;R
23/02/2023;15;45;R
23/02/2023;16;45;R
23/02/2023;17;45;R
23/02/2023;18;47;R
23/02/2023;19;48;R
23/02/2023;20;47;R
23/02/2023;21;46;R
23/02/2023;22;47;R
23/02/2023;23;46;R
23/02/2023;24;46;R
24/02/2023;1;45;R
24/02/2023;2;43;R
24/02/2023;3;43;R
24/02/2023;4;43;R
24/02/2023;5;43;R
24/02/2023;6;44;R
24/02/2023;7;45;R
24/02/2023;8;46;R
24/02/2023;9;48;R
24/02/2023;10;46;R
24/02/2023;11;44;R
24/02/2023;12;55;R
24/02/2023;13;44;R
24/02/2023;14;45;R
24/02/2023;15;44;R
24/02/2023;16;45;R
24/02/2023;17;45;R
24/02/2023;18;44;R
24/02/2023;19;43;R
24/02/2023;20;45;R
24/02/2023;21;44;R
24/02/2023;22;43;R
24/02/2023;23;44;R
24/02/2023;24;42;R
25/02/2023;1;44;R
25/02/2023;2;44;R
25/02/2023;3;44;R
25/02/2023;4;43;R
25/02/2023;5;44;R
25/02/2023;6;44;R
25/02/2023;7;43;R
25/02/2023;8;43;R
25/02/2023;9;43;R
25/02/2023;10;42;R
25/02/2023;11;43;R
25/02/2023;12;43;R
25/02/2023;13;45;R
25/02/2023;14;43;R
25/02/2023;15;43;R
25/02/2023;16;42;R
25/02/2023;17;44;R
25/02/2023;18;43;R
25/02/2023;19;42;R
25/02/2023;20;42;R
25/02/2023;21;43;R
25/02/2023;22;42;R
25/02/2023;23;66;R
25/02/2023;24;92;R
26/02/2023;1;48;R
26/02/2023;2;42;R
26/02/2023;3;43;R
26/02/2023;4;42;R
26/02/2023;5;42;R
26/02/2023;6;41;R
26/02/2023;7;43;R
26/02/2023;8;42;R
26/02/2023;9;44;R
26/02/2023;10;44;R
26/02/2023;11;44;R
26/02/2023;12;44;R
26/02/2023;13;46;R
26/02/2023;14;46;R
26/02/2023;15;46;R
26/02/2023;16;47;R
26/02/2023;17;46;R
26/02/2023;18;44;R
26/02/2023;19;45;R
26/02/2023;20;47;R
26/02/2023;21;54;R
26/02/2023;22;479;R
26/02/2023;23;134;R
26/02/2023;24;51;R
27/02/2023;1;48;R
27/02/2023;2;47;R
27/02/2023;3;44;R
27/02/2023;4;44;R
27/02/2023;5;48;R
27/02/2023;6;46;R
27/02/2023;7;46;R
27/02/2023;8;122;R
27/02/2023;9;312;R
27/02/2023;10;127;R
27/02/2023;11;86;R
27/02/2023;12;58;R
27/02/2023;13;55;R
27/02/2023;14;45;R
27/02/2023;15;239;R
27/02/2023;16;70;R
27/02/2023;17;929;R
27/02/2023;18;156;R
27/02/2023;19;135;R
27/02/2023;20;157;R
27/02/2023;21;590;R
27/02/2023;22;594;R
27/02/2023;23;126;R
27/02/2023;24;533;R
28/02/2023;1;256;R
28/02/2023;2;54;R
28/02/2023;3;51;R
28/02/2023;4;54;R
28/02/2023;5;49;R
28/02/2023;6;48;R
28/02/2023;7;105;R
28/02/2023;8;118;R
28/02/2023;9;289;R
28/02/2023;10;103;R
28/02/2023;11;46;R
28/02/2023;12;48;R
28/02/2023;13;48;R
28/02/2023;14;46;R
28/02/2023;15;47;R
28/02/2023;16;48;R
28/02/2023;17;412;R
28/02/2023;18;837;R
28/02/2023;19;338;R
28/02/2023;20;389;R
28/02/2023;21;557;R
28/02/2023;22;1464;R
28/02/2023;23;904;R
28/02/2023;24;340;R
01/03/2023;1;112;R
01/03/2023;2;60;R
01/03/2023;3;52;R
01/03/2023;4;52;R
01/03/2023;5;54;R
01/03/2023;6;51;R
01/03/2023;7;52;R
01/03/2023;8;213;R
01/03/2023;9;258;R
01/03/2023;10;60;R
01/03/2023;11;50;R
01/03/2023;12;65;R
01/03/2023;13;62;R
01/03/2023;14;51;R
01/03/2023;15;430;R
01/03/2023;16;57;R
01/03/2023;17;98;R
01/03/2023;18;93;R
01/03/2023;19;236;R
01/03/2023;20;755;R
01/03/2023;21;638;R
01/03/2023;22;670;R
01/03/2023;23;109;R
01/03/2023;24;65;R
02/03/2023;1;56;R
02/03/2023;2;45;R
02/03/2023;3;45;R
02/03/2023;4;50;R
02/03/2023;5;48;R
02/03/2023;6;48;R
02/03/2023;7;46;R
02/03/2023;8;198;R
02/03/2023;9;133;R
02/03/2023;10;135;R
02/03/2023;11;43;R
02/03/2023;12;43;R
02/03/2023;13;47;R
02/03/2023;14;47;R
02/03/2023;15;46;R
02/03/2023;16;469;R
02/03/2023;17;77;R
02/03/2023;18;587;R
02/03/2023;19;360;R
02/03/2023;20;577;R
02/03/2023;21;554;R
02/03/2023;22;740;R
02/03/2023;23;357;R
02/03/2023;24;317;R
03/03/2023;1;257;R
03/03/2023;2;241;R
03/03/2023;3;229;R
03/03/2023;4;229;R
03/03/2023;5;226;R
03/03/2023;6;180;R
03/03/2023;7;48;R
03/03/2023;8;234;R
03/03/2023;9;117;R
03/03/2023;10;48;R
03/03/2023;11;44;R
03/03/2023;12;58;R
03/03/2023;13;62;R
03/03/2023;14;56;R
03/03/2023;15;95;R
03/03/2023;16;60;R
03/03/2023;17;49;R
03/03/2023;18;68;R
03/03/2023;19;66;R
03/03/2023;20;95;R
03/03/2023;21;130;R
03/03/2023;22;60;R
03/03/2023;23;48;R
03/03/2023;24;48;R
04/03/2023;1;90;R
04/03/2023;2;96;R
04/03/2023;3;56;R
04/03/2023;4;52;R
04/03/2023;5;47;R
04/03/2023;6;50;R
04/03/2023;7;47;R
04/03/2023;8;48;R
04/03/2023;9;47;R
04/03/2023;10;135;R
04/03/2023;11;491;R
04/03/2023;12;252;R
04/03/2023;13;47;R
04/03/2023;14;48;R
04/03/2023;15;46;R
04/03/2023;16;45;R
04/03/2023;17;63;R
04/03/2023;18;53;R
04/03/2023;19;49;R
04/03/2023;20;49;R
04/03/2023;21;48;R
04/03/2023;22;48;R
04/03/2023;23;49;R
04/03/2023;24;68;R
05/03/2023;1;88;R
05/03/2023;2;49;R
05/03/2023;3;64;R
05/03/2023;4;57;R
05/03/2023;5;48;R
05/03/2023;6;50;R
05/03/2023;7;47;R
05/03/2023;8;46;R
05/03/2023;9;45;R
05/03/2023;10;81;R
05/03/2023;11;104;R
05/03/2023;12;51;R
05/03/2023;13;285;R
05/03/2023;14;1434;R
05/03/2023;15;820;R
05/03/2023;16;314;R
05/03/2023;17;150;R
05/03/2023;18;310;R
05/03/2023;19;183;R
05/03/2023;20;112;R
05/03/2023;21;438;R
05/03/2023;22;382;R
05/03/2023;23;140;R
05/03/2023;24;88;R
06/03/2023;1;54;R
06/03/2023;2;49;R
06/03/2023;3;47;R
06/03/2023;4;44;R
06/03/2023;5;46;R
06/03/2023;6;48;R
06/03/2023;7;47;R
06/03/2023;8;54;R
06/03/2023;9;207;R
06/03/2023;10;105;R
06/03/2023;11;74;R
06/03/2023;12;69;R
06/03/2023;13;68;R
06/03/2023;14;50;R
06/03/2023;15;142;R
06/03/2023;16;99;R
06/03/2023;17;69;R
06/03/2023;18;154;R
06/03/2023;19;140;R
06/03/2023;20;196;R
06/03/2023;21;696;R
06/03/2023;22;308;R
06/03/2023;23;270;R
06/03/2023;24;537;R
07/03/2023;1;77;R
07/03/2023;2;233;R
07/03/2023;3;51;R
07/03/2023;4;50;R
07/03/2023;5;52;R
07/03/2023;6;47;R
07/03/2023;7;49;R
07/03/2023;8;298;R
