P (kW);Time
0.72833;2019-10-05 12:10:00
0.70614;2019-10-05 13:10:00
0.6134700000000001;2019-10-05 14:10:00
0.47285000000000005;2019-10-05 15:10:00
0.27098;2019-10-05 16:10:00
0.05577;2019-10-05 17:10:00
0.0;2019-10-05 18:10:00
0.0;2019-10-05 19:10:00
0.0;2019-10-05 20:10:00
0.0;2019-10-05 21:10:00
0.0;2019-10-05 22:10:00
0.0;2019-10-05 23:10:00
0.0;2019-10-06 00:10:00
0.0;2019-10-06 01:10:00
0.0;2019-10-06 02:10:00
0.0;2019-10-06 03:10:00
0.0;2019-10-06 04:10:00
0.0;2019-10-06 05:10:00
0.0;2019-10-06 06:10:00
0.1527299999999999;2019-10-06 07:10:00
0.31704000000000004;2019-10-06 08:10:00
0.5429400000000001;2019-10-06 09:10:00
0.65616;2019-10-06 10:10:00
0.6803400000000001;2019-10-06 11:10:00
0.70902;2019-10-06 12:10:00
0.6750900000000001;2019-10-06 13:10:00
0.56949;2019-10-06 14:10:00
0.4061;2019-10-06 15:10:00
0.24045;2019-10-06 16:10:00
0.04363;2019-10-06 17:10:00
0.0;2019-10-06 18:10:00
0.0;2019-10-06 19:10:00
0.0;2019-10-06 20:10:00
0.0;2019-10-06 21:10:00
0.0;2019-10-06 22:10:00
0.0;2019-10-06 23:10:00
0.0;2019-10-07 00:10:00
0.0;2019-10-07 01:10:00
0.0;2019-10-07 02:10:00
0.0;2019-10-07 03:10:00
0.0;2019-10-07 04:10:00
0.0;2019-10-07 05:10:00
0.0;2019-10-07 06:10:00
0.14358;2019-10-07 07:10:00
0.37068;2019-10-07 08:10:00
0.5282899999999999;2019-10-07 09:10:00
0.64081;2019-10-07 10:10:00
0.6025;2019-10-07 11:10:00
0.68664;2019-10-07 12:10:00
0.67708;2019-10-07 13:10:00
0.57921;2019-10-07 14:10:00
0.4235299999999999;2019-10-07 15:10:00
0.24584;2019-10-07 16:10:00
0.0511799999999999;2019-10-07 17:10:00
0.0;2019-10-07 18:10:00
0.0;2019-10-07 19:10:00
0.0;2019-10-07 20:10:00
0.0;2019-10-07 21:10:00
0.0;2019-10-07 22:10:00
0.0;2019-10-07 23:10:00
0.0;2019-10-08 00:10:00
0.0;2019-10-08 01:10:00
0.0;2019-10-08 02:10:00
0.0;2019-10-08 03:10:00
0.0;2019-10-08 04:10:00
0.0;2019-10-08 05:10:00
0.0;2019-10-08 06:10:00
0.14704;2019-10-08 07:10:00
0.38195;2019-10-08 08:10:00
0.54418;2019-10-08 09:10:00
0.6409900000000001;2019-10-08 10:10:00
0.70021;2019-10-08 11:10:00
0.73213;2019-10-08 12:10:00
0.69377;2019-10-08 13:10:00
0.59868;2019-10-08 14:10:00
0.45306;2019-10-08 15:10:00
0.25517;2019-10-08 16:10:00
0.04403;2019-10-08 17:10:00
0.0;2019-10-08 18:10:00
0.0;2019-10-08 19:10:00
0.0;2019-10-08 20:10:00
0.0;2019-10-08 21:10:00
0.0;2019-10-08 22:10:00
0.0;2019-10-08 23:10:00
0.0;2019-10-09 00:10:00
0.0;2019-10-09 01:10:00
0.0;2019-10-09 02:10:00
0.0;2019-10-09 03:10:00
0.0;2019-10-09 04:10:00
0.0;2019-10-09 05:10:00
0.0;2019-10-09 06:10:00
0.13635;2019-10-09 07:10:00
0.36981;2019-10-09 08:10:00
0.54395;2019-10-09 09:10:00
0.6814199999999999;2019-10-09 10:10:00
0.72217;2019-10-09 11:10:00
0.7245;2019-10-09 12:10:00
0.67589;2019-10-09 13:10:00
0.58845;2019-10-09 14:10:00
0.4465;2019-10-09 15:10:00
0.2475;2019-10-09 16:10:00
0.03496;2019-10-09 17:10:00
0.0;2019-10-09 18:10:00
0.0;2019-10-09 19:10:00
0.0;2019-10-09 20:10:00
0.0;2019-10-09 21:10:00
0.0;2019-10-09 22:10:00
0.0;2019-10-09 23:10:00
0.0;2019-10-10 00:10:00
0.0;2019-10-10 01:10:00
0.0;2019-10-10 02:10:00
0.0;2019-10-10 03:10:00
0.0;2019-10-10 04:10:00
0.0;2019-10-10 05:10:00
0.0;2019-10-10 06:10:00
0.04632;2019-10-10 07:10:00
0.1150699999999999;2019-10-10 08:10:00
0.23078;2019-10-10 09:10:00
0.6500900000000001;2019-10-10 10:10:00
0.73593;2019-10-10 11:10:00
0.74052;2019-10-10 12:10:00
0.69405;2019-10-10 13:10:00
0.59254;2019-10-10 14:10:00
0.44072;2019-10-10 15:10:00
0.24005;2019-10-10 16:10:00
0.03267;2019-10-10 17:10:00
0.0;2019-10-10 18:10:00
0.0;2019-10-10 19:10:00
0.0;2019-10-10 20:10:00
0.0;2019-10-10 21:10:00
0.0;2019-10-10 22:10:00
0.0;2019-10-10 23:10:00
0.0;2019-10-11 00:10:00
0.0;2019-10-11 01:10:00
0.0;2019-10-11 02:10:00
0.0;2019-10-11 03:10:00
0.0;2019-10-11 04:10:00
0.0;2019-10-11 05:10:00
0.0;2019-10-11 06:10:00
0.1238;2019-10-11 07:10:00
0.35967;2019-10-11 08:10:00
0.5301;2019-10-11 09:10:00
0.65708;2019-10-11 10:10:00
0.7165199999999999;2019-10-11 11:10:00
0.7119;2019-10-11 12:10:00
0.6134400000000001;2019-10-11 13:10:00
0.54303;2019-10-11 14:10:00
0.40238;2019-10-11 15:10:00
0.22808;2019-10-11 16:10:00
0.01534;2019-10-11 17:10:00
0.0;2019-10-11 18:10:00
0.0;2019-10-11 19:10:00
0.0;2019-10-11 20:10:00
0.0;2019-10-11 21:10:00
0.0;2019-10-11 22:10:00
0.0;2019-10-11 23:10:00
0.0;2019-10-12 00:10:00
0.0;2019-10-12 01:10:00
0.0;2019-10-12 02:10:00
0.0;2019-10-12 03:10:00
0.0;2019-10-12 04:10:00
0.0;2019-10-12 05:10:00
0.0;2019-10-12 06:10:00
0.12026;2019-10-12 07:10:00
0.06089;2019-10-12 08:10:00
0.23268;2019-10-12 09:10:00
0.6282300000000001;2019-10-12 10:10:00
0.7307100000000001;2019-10-12 11:10:00
0.59145;2019-10-12 12:10:00
0.55979;2019-10-12 13:10:00
0.45212;2019-10-12 14:10:00
0.13722;2019-10-12 15:10:00
0.19196000000000002;2019-10-12 16:10:00
0.02491;2019-10-12 17:10:00
0.0;2019-10-12 18:10:00
0.0;2019-10-12 19:10:00
0.0;2019-10-12 20:10:00
0.0;2019-10-12 21:10:00
0.0;2019-10-12 22:10:00
0.0;2019-10-12 23:10:00
0.0;2019-10-13 00:10:00
0.0;2019-10-13 01:10:00
0.0;2019-10-13 02:10:00
0.0;2019-10-13 03:10:00
0.0;2019-10-13 04:10:00
0.0;2019-10-13 05:10:00
0.0;2019-10-13 06:10:00
0.13868;2019-10-13 07:10:00
0.3810199999999999;2019-10-13 08:10:00
0.54865;2019-10-13 09:10:00
0.59138;2019-10-13 10:10:00
0.73211;2019-10-13 11:10:00
0.75199;2019-10-13 12:10:00
0.7092999999999999;2019-10-13 13:10:00
0.60619;2019-10-13 14:10:00
0.45137;2019-10-13 15:10:00
0.2410999999999999;2019-10-13 16:10:00
0.02547;2019-10-13 17:10:00
0.0;2019-10-13 18:10:00
0.0;2019-10-13 19:10:00
0.0;2019-10-13 20:10:00
0.0;2019-10-13 21:10:00
0.0;2019-10-13 22:10:00
0.0;2019-10-13 23:10:00
0.0;2019-10-14 00:10:00
0.0;2019-10-14 01:10:00
0.0;2019-10-14 02:10:00
0.0;2019-10-14 03:10:00
0.0;2019-10-14 04:10:00
0.0;2019-10-14 05:10:00
0.0;2019-10-14 06:10:00
0.05958;2019-10-14 07:10:00
0.15139;2019-10-14 08:10:00
0.19688;2019-10-14 09:10:00
0.027440000000000003;2019-10-14 10:10:00
0.73886;2019-10-14 11:10:00
0.7715;2019-10-14 12:10:00
0.69808;2019-10-14 13:10:00
0.5115500000000001;2019-10-14 14:10:00
0.20774;2019-10-14 15:10:00
0.06055;2019-10-14 16:10:00
0.00877;2019-10-14 17:10:00
0.0;2019-10-14 18:10:00
0.0;2019-10-14 19:10:00
0.0;2019-10-14 20:10:00
0.0;2019-10-14 21:10:00
0.0;2019-10-14 22:10:00
0.0;2019-10-14 23:10:00
0.0;2019-10-15 00:10:00
0.0;2019-10-15 01:10:00
0.0;2019-10-15 02:10:00
0.0;2019-10-15 03:10:00
0.0;2019-10-15 04:10:00
0.0;2019-10-15 05:10:00
0.0;2019-10-15 06:10:00
0.1443;2019-10-15 07:10:00
0.39985000000000004;2019-10-15 08:10:00
0.57602;2019-10-15 09:10:00
0.70102;2019-10-15 10:10:00
0.74287;2019-10-15 11:10:00
0.7672599999999999;2019-10-15 12:10:00
0.7311799999999999;2019-10-15 13:10:00
0.58409;2019-10-15 14:10:00
0.46101;2019-10-15 15:10:00
0.24239;2019-10-15 16:10:00
0.0232199999999999;2019-10-15 17:10:00
0.0;2019-10-15 18:10:00
0.0;2019-10-15 19:10:00
0.0;2019-10-15 20:10:00
0.0;2019-10-15 21:10:00
0.0;2019-10-15 22:10:00
0.0;2019-10-15 23:10:00
0.0;2019-10-16 00:10:00
0.0;2019-10-16 01:10:00
0.0;2019-10-16 02:10:00
0.0;2019-10-16 03:10:00
0.0;2019-10-16 04:10:00
0.0;2019-10-16 05:10:00
0.0;2019-10-16 06:10:00
0.1351;2019-10-16 07:10:00
0.37259;2019-10-16 08:10:00
0.39548;2019-10-16 09:10:00
0.6662100000000001;2019-10-16 10:10:00
0.74763;2019-10-16 11:10:00
0.72791;2019-10-16 12:10:00
0.6935800000000001;2019-10-16 13:10:00
0.62267;2019-10-16 14:10:00
0.45179;2019-10-16 15:10:00
0.23783;2019-10-16 16:10:00
0.01899;2019-10-16 17:10:00
0.0;2019-10-16 18:10:00
0.0;2019-10-16 19:10:00
0.0;2019-10-16 20:10:00
0.0;2019-10-16 21:10:00
0.0;2019-10-16 22:10:00
0.0;2019-10-16 23:10:00
0.0;2019-10-17 00:10:00
0.0;2019-10-17 01:10:00
0.0;2019-10-17 02:10:00
0.0;2019-10-17 03:10:00
0.0;2019-10-17 04:10:00
0.0;2019-10-17 05:10:00
0.0;2019-10-17 06:10:00
0.03456;2019-10-17 07:10:00
0.05307;2019-10-17 08:10:00
0.1899499999999999;2019-10-17 09:10:00
0.18730000000000002;2019-10-17 10:10:00
0.21637;2019-10-17 11:10:00
0.17576;2019-10-17 12:10:00
0.10923999999999992;2019-10-17 13:10:00
0.08575;2019-10-17 14:10:00
0.12109;2019-10-17 15:10:00
0.0812099999999999;2019-10-17 16:10:00
0.00429;2019-10-17 17:10:00
0.0;2019-10-17 18:10:00
0.0;2019-10-17 19:10:00
0.0;2019-10-17 20:10:00
0.0;2019-10-17 21:10:00
0.0;2019-10-17 22:10:00
0.0;2019-10-17 23:10:00
0.0;2019-10-18 00:10:00
0.0;2019-10-18 01:10:00
0.0;2019-10-18 02:10:00
0.0;2019-10-18 03:10:00
0.0;2019-10-18 04:10:00
0.0;2019-10-18 05:10:00
0.0;2019-10-18 06:10:00
0.01276;2019-10-18 07:10:00
0.05855;2019-10-18 08:10:00
0.18868000000000001;2019-10-18 09:10:00
0.10775;2019-10-18 10:10:00
0.1666;2019-10-18 11:10:00
0.53565;2019-10-18 12:10:00
0.37692000000000003;2019-10-18 13:10:00
0.25457;2019-10-18 14:10:00
0.23512;2019-10-18 15:10:00
0.12179000000000001;2019-10-18 16:10:00
0.0095299999999999;2019-10-18 17:10:00
0.0;2019-10-18 18:10:00
0.0;2019-10-18 19:10:00
0.0;2019-10-18 20:10:00
0.0;2019-10-18 21:10:00
0.0;2019-10-18 22:10:00
0.0;2019-10-18 23:10:00
0.0;2019-10-19 00:10:00
0.0;2019-10-19 01:10:00
0.0;2019-10-19 02:10:00
0.0;2019-10-19 03:10:00
0.0;2019-10-19 04:10:00
0.0;2019-10-19 05:10:00
0.0;2019-10-19 06:10:00
0.1174;2019-10-19 07:10:00
0.13193;2019-10-19 08:10:00
0.048960000000000004;2019-10-19 09:10:00
0.33176;2019-10-19 10:10:00
0.59668;2019-10-19 11:10:00
0.56057;2019-10-19 12:10:00
0.30416000000000004;2019-10-19 13:10:00
0.13831;2019-10-19 14:10:00
0.14561000000000002;2019-10-19 15:10:00
0.12729000000000001;2019-10-19 16:10:00
0.00941;2019-10-19 17:10:00
0.0;2019-10-19 18:10:00
0.0;2019-10-19 19:10:00
0.0;2019-10-19 20:10:00
0.0;2019-10-19 21:10:00
0.0;2019-10-19 22:10:00
0.0;2019-10-19 23:10:00
0.0;2019-10-20 00:10:00
0.0;2019-10-20 01:10:00
0.0;2019-10-20 02:10:00
0.0;2019-10-20 03:10:00
0.0;2019-10-20 04:10:00
0.0;2019-10-20 05:10:00
0.0;2019-10-20 06:10:00
0.0400499999999999;2019-10-20 07:10:00
0.18031;2019-10-20 08:10:00
0.3055;2019-10-20 09:10:00
0.23571;2019-10-20 10:10:00
0.07081;2019-10-20 11:10:00
0.38635;2019-10-20 12:10:00
0.48483;2019-10-20 13:10:00
0.17334;2019-10-20 14:10:00
0.50195;2019-10-20 15:10:00
0.2239499999999999;2019-10-20 16:10:00
0.009;2019-10-20 17:10:00
0.0;2019-10-20 18:10:00
0.0;2019-10-20 19:10:00
0.0;2019-10-20 20:10:00
0.0;2019-10-20 21:10:00
0.0;2019-10-20 22:10:00
0.0;2019-10-20 23:10:00
0.0;2019-10-21 00:10:00
0.0;2019-10-21 01:10:00
0.0;2019-10-21 02:10:00
0.0;2019-10-21 03:10:00
0.0;2019-10-21 04:10:00
0.0;2019-10-21 05:10:00
0.0;2019-10-21 06:10:00
0.14783;2019-10-21 07:10:00
0.28836;2019-10-21 08:10:00
0.5725399999999999;2019-10-21 09:10:00
0.69751;2019-10-21 10:10:00
0.73964;2019-10-21 11:10:00
0.7494700000000001;2019-10-21 12:10:00
0.68636;2019-10-21 13:10:00
0.56776;2019-10-21 14:10:00
0.44060000000000005;2019-10-21 15:10:00
0.22987;2019-10-21 16:10:00
0.0024100000000000002;2019-10-21 17:10:00
0.0;2019-10-21 18:10:00
0.0;2019-10-21 19:10:00
0.0;2019-10-21 20:10:00
0.0;2019-10-21 21:10:00
0.0;2019-10-21 22:10:00
0.0;2019-10-21 23:10:00
0.0;2019-10-22 00:10:00
0.0;2019-10-22 01:10:00
0.0;2019-10-22 02:10:00
0.0;2019-10-22 03:10:00
0.0;2019-10-22 04:10:00
0.0;2019-10-22 05:10:00
0.0;2019-10-22 06:10:00
0.03187;2019-10-22 07:10:00
0.06389;2019-10-22 08:10:00
0.09614;2019-10-22 09:10:00
0.05393;2019-10-22 10:10:00
0.12454000000000001;2019-10-22 11:10:00
0.10918000000000001;2019-10-22 12:10:00
0.1484;2019-10-22 13:10:00
0.05911;2019-10-22 14:10:00
0.06617;2019-10-22 15:10:00
0.02822;2019-10-22 16:10:00
0.0;2019-10-22 17:10:00
0.0;2019-10-22 18:10:00
0.0;2019-10-22 19:10:00
0.0;2019-10-22 20:10:00
0.0;2019-10-22 21:10:00
0.0;2019-10-22 22:10:00
0.0;2019-10-22 23:10:00
0.0;2019-10-23 00:10:00
0.0;2019-10-23 01:10:00
0.0;2019-10-23 02:10:00
0.0;2019-10-23 03:10:00
0.0;2019-10-23 04:10:00
0.0;2019-10-23 05:10:00
0.0;2019-10-23 06:10:00
0.1031;2019-10-23 07:10:00
0.05586;2019-10-23 08:10:00
0.05147;2019-10-23 09:10:00
0.23471;2019-10-23 10:10:00
0.25618;2019-10-23 11:10:00
0.09462000000000001;2019-10-23 12:10:00
0.1643;2019-10-23 13:10:00
0.09836;2019-10-23 14:10:00
0.21012;2019-10-23 15:10:00
0.05879;2019-10-23 16:10:00
0.0;2019-10-23 17:10:00
0.0;2019-10-23 18:10:00
0.0;2019-10-23 19:10:00
0.0;2019-10-23 20:10:00
0.0;2019-10-23 21:10:00
0.0;2019-10-23 22:10:00
0.0;2019-10-23 23:10:00
0.0;2019-10-24 00:10:00
0.0;2019-10-24 01:10:00
0.0;2019-10-24 02:10:00
0.0;2019-10-24 03:10:00
0.0;2019-10-24 04:10:00
0.0;2019-10-24 05:10:00
0.0;2019-10-24 06:10:00
0.09987;2019-10-24 07:10:00
0.27746;2019-10-24 08:10:00
0.34048;2019-10-24 09:10:00
0.42501;2019-10-24 10:10:00
0.76024;2019-10-24 11:10:00
0.76698;2019-10-24 12:10:00
0.70129;2019-10-24 13:10:00
0.59314;2019-10-24 14:10:00
0.43194;2019-10-24 15:10:00
0.20972;2019-10-24 16:10:00
0.0;2019-10-24 17:10:00
0.0;2019-10-24 18:10:00
0.0;2019-10-24 19:10:00
0.0;2019-10-24 20:10:00
0.0;2019-10-24 21:10:00
0.0;2019-10-24 22:10:00
0.0;2019-10-24 23:10:00
0.0;2019-10-25 00:10:00
0.0;2019-10-25 01:10:00
0.0;2019-10-25 02:10:00
0.0;2019-10-25 03:10:00
0.0;2019-10-25 04:10:00
0.0;2019-10-25 05:10:00
0.0;2019-10-25 06:10:00
0.0905;2019-10-25 07:10:00
0.36541;2019-10-25 08:10:00
0.54407;2019-10-25 09:10:00
0.67608;2019-10-25 10:10:00
0.72752;2019-10-25 11:10:00
0.73715;2019-10-25 12:10:00
0.68164;2019-10-25 13:10:00
0.57674;2019-10-25 14:10:00
0.4123;2019-10-25 15:10:00
0.21147;2019-10-25 16:10:00
0.0;2019-10-25 17:10:00
0.0;2019-10-25 18:10:00
0.0;2019-10-25 19:10:00
0.0;2019-10-25 20:10:00
0.0;2019-10-25 21:10:00
0.0;2019-10-25 22:10:00
0.0;2019-10-25 23:10:00
0.0;2019-10-26 00:10:00
0.0;2019-10-26 01:10:00
0.0;2019-10-26 02:10:00
0.0;2019-10-26 03:10:00
0.0;2019-10-26 04:10:00
0.0;2019-10-26 05:10:00
0.0;2019-10-26 06:10:00
0.0857;2019-10-26 07:10:00
0.35996;2019-10-26 08:10:00
0.53899;2019-10-26 09:10:00
0.65766;2019-10-26 10:10:00
0.71376;2019-10-26 11:10:00
0.71692;2019-10-26 12:10:00
0.6775800000000001;2019-10-26 13:10:00
0.57735;2019-10-26 14:10:00
0.41567000000000004;2019-10-26 15:10:00
0.20851;2019-10-26 16:10:00
0.0;2019-10-26 17:10:00
0.0;2019-10-26 18:10:00
0.0;2019-10-26 19:10:00
0.0;2019-10-26 20:10:00
0.0;2019-10-26 21:10:00
0.0;2019-10-26 22:10:00
0.0;2019-10-26 23:10:00
0.0;2019-10-27 00:10:00
0.0;2019-10-27 01:10:00
0.0;2019-10-27 02:10:00
0.0;2019-10-27 03:10:00
0.0;2019-10-27 04:10:00
0.0;2019-10-27 05:10:00
0.0;2019-10-27 06:10:00
0.0875;2019-10-27 07:10:00
0.33152;2019-10-27 08:10:00
0.50642;2019-10-27 09:10:00
0.6041;2019-10-27 10:10:00
0.7022;2019-10-27 11:10:00
0.71811;2019-10-27 12:10:00
0.65963;2019-10-27 13:10:00
0.14869;2019-10-27 14:10:00
0.20689;2019-10-27 15:10:00
0.09759000000000001;2019-10-27 16:10:00
0.0;2019-10-27 17:10:00
0.0;2019-10-27 18:10:00
0.0;2019-10-27 19:10:00
0.0;2019-10-27 20:10:00
0.0;2019-10-27 21:10:00
0.0;2019-10-27 22:10:00
0.0;2019-10-27 23:10:00
0.0;2019-10-28 00:10:00
0.0;2019-10-28 01:10:00
0.0;2019-10-28 02:10:00
0.0;2019-10-28 03:10:00
0.0;2019-10-28 04:10:00
0.0;2019-10-28 05:10:00
0.0;2019-10-28 06:10:00
0.0056;2019-10-28 07:10:00
0.28964;2019-10-28 08:10:00
0.517;2019-10-28 09:10:00
0.6514800000000001;2019-10-28 10:10:00
0.71649;2019-10-28 11:10:00
0.74326;2019-10-28 12:10:00
0.50634;2019-10-28 13:10:00
0.46049;2019-10-28 14:10:00
0.40254;2019-10-28 15:10:00
0.08242;2019-10-28 16:10:00
0.0;2019-10-28 17:10:00
0.0;2019-10-28 18:10:00
0.0;2019-10-28 19:10:00
0.0;2019-10-28 20:10:00
0.0;2019-10-28 21:10:00
0.0;2019-10-28 22:10:00
0.0;2019-10-28 23:10:00
0.0;2019-10-29 00:10:00
0.0;2019-10-29 01:10:00
0.0;2019-10-29 02:10:00
0.0;2019-10-29 03:10:00
0.0;2019-10-29 04:10:00
0.0;2019-10-29 05:10:00
0.0;2019-10-29 06:10:00
0.08023;2019-10-29 07:10:00
0.34188999999999997;2019-10-29 08:10:00
0.4836499999999999;2019-10-29 09:10:00
0.34504;2019-10-29 10:10:00
0.40537;2019-10-29 11:10:00
0.6630900000000001;2019-10-29 12:10:00
0.68052;2019-10-29 13:10:00
0.56968;2019-10-29 14:10:00
0.37387;2019-10-29 15:10:00
0.18503;2019-10-29 16:10:00
0.0;2019-10-29 17:10:00
0.0;2019-10-29 18:10:00
0.0;2019-10-29 19:10:00
0.0;2019-10-29 20:10:00
0.0;2019-10-29 21:10:00
0.0;2019-10-29 22:10:00
0.0;2019-10-29 23:10:00
0.0;2019-10-30 00:10:00
0.0;2019-10-30 01:10:00
0.0;2019-10-30 02:10:00
0.0;2019-10-30 03:10:00
0.0;2019-10-30 04:10:00
0.0;2019-10-30 05:10:00
0.0;2019-10-30 06:10:00
0.06389;2019-10-30 07:10:00
0.30659;2019-10-30 08:10:00
0.40816;2019-10-30 09:10:00
0.5915;2019-10-30 10:10:00
0.61766;2019-10-30 11:10:00
0.3000899999999999;2019-10-30 12:10:00
0.16035;2019-10-30 13:10:00
0.08769;2019-10-30 14:10:00
0.13281;2019-10-30 15:10:00
0.0238;2019-10-30 16:10:00
0.0;2019-10-30 17:10:00
0.0;2019-10-30 18:10:00
0.0;2019-10-30 19:10:00
0.0;2019-10-30 20:10:00
0.0;2019-10-30 21:10:00
0.0;2019-10-30 22:10:00
0.0;2019-10-30 23:10:00
0.0;2019-10-31 00:10:00
0.0;2019-10-31 01:10:00
0.0;2019-10-31 02:10:00
0.0;2019-10-31 03:10:00
0.0;2019-10-31 04:10:00
0.0;2019-10-31 05:10:00
0.0;2019-10-31 06:10:00
0.03037;2019-10-31 07:10:00
0.31713;2019-10-31 08:10:00
0.50534;2019-10-31 09:10:00
0.60027;2019-10-31 10:10:00
0.6259;2019-10-31 11:10:00
0.5688500000000001;2019-10-31 12:10:00
0.43867;2019-10-31 13:10:00
0.10288;2019-10-31 14:10:00
0.28846;2019-10-31 15:10:00
0.12951;2019-10-31 16:10:00
0.0;2019-10-31 17:10:00
0.0;2019-10-31 18:10:00
0.0;2019-10-31 19:10:00
0.0;2019-10-31 20:10:00
0.0;2019-10-31 21:10:00
0.0;2019-10-31 22:10:00
0.0;2019-10-31 23:10:00
0.0;2019-11-01 00:10:00
0.0;2019-11-01 01:10:00
0.0;2019-11-01 02:10:00
0.0;2019-11-01 03:10:00
0.0;2019-11-01 04:10:00
0.0;2019-11-01 05:10:00
0.0;2019-11-01 06:10:00
0.01746;2019-11-01 07:10:00
0.2457899999999999;2019-11-01 08:10:00
0.43044;2019-11-01 09:10:00
0.5918300000000001;2019-11-01 10:10:00
0.42886;2019-11-01 11:10:00
0.3198;2019-11-01 12:10:00
0.427;2019-11-01 13:10:00
0.1354199999999999;2019-11-01 14:10:00
0.2531;2019-11-01 15:10:00
0.02026;2019-11-01 16:10:00
0.0;2019-11-01 17:10:00
0.0;2019-11-01 18:10:00
0.0;2019-11-01 19:10:00
0.0;2019-11-01 20:10:00
0.0;2019-11-01 21:10:00
0.0;2019-11-01 22:10:00
0.0;2019-11-01 23:10:00
0.0;2019-11-02 00:10:00
0.0;2019-11-02 01:10:00
0.0;2019-11-02 02:10:00
0.0;2019-11-02 03:10:00
0.0;2019-11-02 04:10:00
0.0;2019-11-02 05:10:00
0.0;2019-11-02 06:10:00
0.06014;2019-11-02 07:10:00
0.33742;2019-11-02 08:10:00
0.17554;2019-11-02 09:10:00
0.54071;2019-11-02 10:10:00
0.62061;2019-11-02 11:10:00
0.5275599999999999;2019-11-02 12:10:00
0.4716;2019-11-02 13:10:00
0.54035;2019-11-02 14:10:00
0.22127000000000002;2019-11-02 15:10:00
0.06254;2019-11-02 16:10:00
0.0;2019-11-02 17:10:00
0.0;2019-11-02 18:10:00
0.0;2019-11-02 19:10:00
0.0;2019-11-02 20:10:00
0.0;2019-11-02 21:10:00
0.0;2019-11-02 22:10:00
0.0;2019-11-02 23:10:00
0.0;2019-11-03 00:10:00
0.0;2019-11-03 01:10:00
0.0;2019-11-03 02:10:00
0.0;2019-11-03 03:10:00
0.0;2019-11-03 04:10:00
0.0;2019-11-03 05:10:00
0.0;2019-11-03 06:10:00
0.0060199999999999;2019-11-03 07:10:00
0.05826;2019-11-03 08:10:00
0.5501;2019-11-03 09:10:00
0.55376;2019-11-03 10:10:00
0.6715599999999999;2019-11-03 11:10:00
0.62579;2019-11-03 12:10:00
0.64889;2019-11-03 13:10:00
0.29362;2019-11-03 14:10:00
0.39298;2019-11-03 15:10:00
0.19177000000000002;2019-11-03 16:10:00
0.0;2019-11-03 17:10:00
0.0;2019-11-03 18:10:00
0.0;2019-11-03 19:10:00
0.0;2019-11-03 20:10:00
0.0;2019-11-03 21:10:00
0.0;2019-11-03 22:10:00
0.0;2019-11-03 23:10:00
0.0;2019-11-04 00:10:00
0.0;2019-11-04 01:10:00
0.0;2019-11-04 02:10:00
0.0;2019-11-04 03:10:00
0.0;2019-11-04 04:10:00
0.0;2019-11-04 05:10:00
0.0;2019-11-04 06:10:00
0.0;2019-11-04 07:10:00
0.33452;2019-11-04 08:10:00
0.46226;2019-11-04 09:10:00
0.14867;2019-11-04 10:10:00
0.39598;2019-11-04 11:10:00
0.56404;2019-11-04 12:10:00
0.54852;2019-11-04 13:10:00
0.54211;2019-11-04 14:10:00
0.37181000000000003;2019-11-04 15:10:00
0.0540099999999999;2019-11-04 16:10:00
0.0;2019-11-04 17:10:00
0.0;2019-11-04 18:10:00
0.0;2019-11-04 19:10:00
0.0;2019-11-04 20:10:00
0.0;2019-11-04 21:10:00
0.0;2019-11-04 22:10:00
0.0;2019-11-04 23:10:00
0.0;2019-11-05 00:10:00
0.0;2019-11-05 01:10:00
0.0;2019-11-05 02:10:00
0.0;2019-11-05 03:10:00
0.0;2019-11-05 04:10:00
0.0;2019-11-05 05:10:00
0.0;2019-11-05 06:10:00
0.00409;2019-11-05 07:10:00
0.37279;2019-11-05 08:10:00
0.56321;2019-11-05 09:10:00
0.7016699999999999;2019-11-05 10:10:00
0.63215;2019-11-05 11:10:00
0.5992999999999999;2019-11-05 12:10:00
0.46788;2019-11-05 13:10:00
0.40414;2019-11-05 14:10:00
0.26867;2019-11-05 15:10:00
0.05699;2019-11-05 16:10:00
0.0;2019-11-05 17:10:00
0.0;2019-11-05 18:10:00
0.0;2019-11-05 19:10:00
0.0;2019-11-05 20:10:00
0.0;2019-11-05 21:10:00
0.0;2019-11-05 22:10:00
0.0;2019-11-05 23:10:00
0.0;2019-11-06 00:10:00
0.0;2019-11-06 01:10:00
0.0;2019-11-06 02:10:00
0.0;2019-11-06 03:10:00
0.0;2019-11-06 04:10:00
0.0;2019-11-06 05:10:00
0.0;2019-11-06 06:10:00
0.00315;2019-11-06 07:10:00
0.19597;2019-11-06 08:10:00
0.37065;2019-11-06 09:10:00
0.30516000000000004;2019-11-06 10:10:00
0.66647;2019-11-06 11:10:00
0.64258;2019-11-06 12:10:00
0.4755;2019-11-06 13:10:00
0.451;2019-11-06 14:10:00
0.4087;2019-11-06 15:10:00
0.16166;2019-11-06 16:10:00
0.0;2019-11-06 17:10:00
0.0;2019-11-06 18:10:00
0.0;2019-11-06 19:10:00
0.0;2019-11-06 20:10:00
0.0;2019-11-06 21:10:00
0.0;2019-11-06 22:10:00
0.0;2019-11-06 23:10:00
0.0;2019-11-07 00:10:00
0.0;2019-11-07 01:10:00
0.0;2019-11-07 02:10:00
0.0;2019-11-07 03:10:00
0.0;2019-11-07 04:10:00
0.0;2019-11-07 05:10:00
