month;day;hour;P (kW);Consumo (kWh);PVPC (kWh)
7;31;22;0.0;1.002;0.31374
7;31;22;0.0;1.55;0.31374
7;31;22;0.0;0.056;0.31374
7;31;23;0.0;0.779;0.30151
7;31;23;0.0;1.132;0.30151
7;31;23;0.0;0.05;0.30151
8;1;0;0.0;0.938;0.31287
8;1;0;0.0;0.558;0.31287
8;1;0;0.0;0.053;0.31287
8;1;1;0.0;0.476;0.31809
8;1;1;0.0;0.31;0.31809
8;1;1;0.0;0.051;0.31809
8;1;2;0.0;0.145;0.32354
8;1;2;0.0;0.214;0.32354
8;1;2;0.0;0.054;0.32354
8;1;3;0.0;0.203;0.32724
8;1;3;0.0;0.214;0.32724
8;1;3;0.0;0.053;0.32724
8;1;4;0.0;0.119;0.33048
8;1;4;0.0;0.181;0.33048
8;1;4;0.0;0.053;0.33048
8;1;5;0.0;0.202;0.33258
8;1;5;0.0;0.197;0.33258
8;1;5;0.0;0.053;0.33258
8;1;6;0.0235799999999999;0.256;0.33342
8;1;6;0.02682;0.256;0.33342
8;1;6;0.03357;0.256;0.33342
8;1;6;0.0235799999999999;0.29;0.33342
8;1;6;0.02682;0.29;0.33342
8;1;6;0.03357;0.29;0.33342
8;1;6;0.0235799999999999;0.055;0.33342
8;1;6;0.02682;0.055;0.33342
8;1;6;0.03357;0.055;0.33342
8;1;7;0.17113;0.319;0.32638
8;1;7;0.17464;0.319;0.32638
8;1;7;0.1739699999999999;0.319;0.32638
8;1;7;0.17113;0.255;0.32638
8;1;7;0.17464;0.255;0.32638
8;1;7;0.1739699999999999;0.255;0.32638
8;1;7;0.17113;0.053;0.32638
8;1;7;0.17464;0.053;0.32638
8;1;7;0.1739699999999999;0.053;0.32638
8;1;8;0.3621999999999999;0.599;0.33974
8;1;8;0.36741;0.599;0.33974
8;1;8;0.37926;0.599;0.33974
8;1;8;0.3621999999999999;0.248;0.33974
8;1;8;0.36741;0.248;0.33974
8;1;8;0.37926;0.248;0.33974
8;1;8;0.3621999999999999;0.053;0.33974
8;1;8;0.36741;0.053;0.33974
8;1;8;0.37926;0.053;0.33974
8;1;9;0.52767;0.493;0.30951
8;1;9;0.5250199999999999;0.493;0.30951
8;1;9;0.5310199999999999;0.493;0.30951
8;1;9;0.52767;0.277;0.30951
8;1;9;0.5250199999999999;0.277;0.30951
8;1;9;0.5310199999999999;0.277;0.30951
8;1;9;0.52767;0.055;0.30951
8;1;9;0.5250199999999999;0.055;0.30951
8;1;9;0.5310199999999999;0.055;0.30951
8;1;10;0.62976;0.212;0.31723
8;1;10;0.6415599999999999;0.212;0.31723
8;1;10;0.6508700000000001;0.212;0.31723
8;1;10;0.62976;0.727;0.31723
8;1;10;0.6415599999999999;0.727;0.31723
8;1;10;0.6508700000000001;0.727;0.31723
8;1;10;0.62976;0.053;0.31723
8;1;10;0.6415599999999999;0.053;0.31723
8;1;10;0.6508700000000001;0.053;0.31723
8;1;11;0.6735399999999999;0.321;0.31749
8;1;11;0.70816;0.321;0.31749
8;1;11;0.7116699999999999;0.321;0.31749
8;1;11;0.6735399999999999;0.635;0.31749
8;1;11;0.70816;0.635;0.31749
8;1;11;0.7116699999999999;0.635;0.31749
8;1;11;0.6735399999999999;0.05;0.31749
8;1;11;0.70816;0.05;0.31749
8;1;11;0.7116699999999999;0.05;0.31749
8;1;12;0.70938;0.469;0.31881
8;1;12;0.74201;0.469;0.31881
8;1;12;0.73323;0.469;0.31881
8;1;12;0.70938;0.665;0.31881
8;1;12;0.74201;0.665;0.31881
8;1;12;0.73323;0.665;0.31881
8;1;12;0.70938;0.056;0.31881
8;1;12;0.74201;0.056;0.31881
8;1;12;0.73323;0.056;0.31881
8;1;13;0.6938300000000001;0.773;0.3310099999999999
8;1;13;0.72404;0.773;0.3310099999999999
8;1;13;0.72072;0.773;0.3310099999999999
8;1;13;0.6938300000000001;0.634;0.3310099999999999
8;1;13;0.72404;0.634;0.3310099999999999
8;1;13;0.72072;0.634;0.3310099999999999
8;1;13;0.6938300000000001;0.052;0.3310099999999999
8;1;13;0.72404;0.052;0.3310099999999999
8;1;13;0.72072;0.052;0.3310099999999999
8;1;14;0.62219;0.572;0.28724
8;1;14;0.65215;0.572;0.28724
8;1;14;0.64201;0.572;0.28724
8;1;14;0.62219;0.807;0.28724
8;1;14;0.65215;0.807;0.28724
8;1;14;0.64201;0.807;0.28724
8;1;14;0.62219;0.049;0.28724
8;1;14;0.65215;0.049;0.28724
8;1;14;0.64201;0.049;0.28724
8;1;15;0.51482;1.012;0.28569
8;1;15;0.5399400000000001;1.012;0.28569
8;1;15;0.52688;1.012;0.28569
8;1;15;0.51482;0.797;0.28569
8;1;15;0.5399400000000001;0.797;0.28569
8;1;15;0.52688;0.797;0.28569
8;1;15;0.51482;0.055;0.28569
8;1;15;0.5399400000000001;0.055;0.28569
8;1;15;0.52688;0.055;0.28569
8;1;16;0.35689;1.09;0.2844399999999999
8;1;16;0.37491;1.09;0.2844399999999999
8;1;16;0.36755;1.09;0.2844399999999999
8;1;16;0.35689;1.053;0.2844399999999999
8;1;16;0.37491;1.053;0.2844399999999999
8;1;16;0.36755;1.053;0.2844399999999999
8;1;16;0.35689;0.05;0.2844399999999999
8;1;16;0.37491;0.05;0.2844399999999999
8;1;16;0.36755;0.05;0.2844399999999999
8;1;17;0.16949;1.621;0.29333
8;1;17;0.17433;1.621;0.29333
8;1;17;0.17325;1.621;0.29333
8;1;17;0.16949;0.836;0.29333
8;1;17;0.17433;0.836;0.29333
8;1;17;0.17325;0.836;0.29333
8;1;17;0.16949;0.047;0.29333
8;1;17;0.17433;0.047;0.29333
8;1;17;0.17325;0.047;0.29333
8;1;18;0.02797;1.883;0.34398
8;1;18;0.02842;1.883;0.34398
8;1;18;0.02398;1.883;0.34398
8;1;18;0.02797;0.913;0.34398
8;1;18;0.02842;0.913;0.34398
8;1;18;0.02398;0.913;0.34398
8;1;18;0.02797;0.054;0.34398
8;1;18;0.02842;0.054;0.34398
8;1;18;0.02398;0.054;0.34398
8;1;19;0.00254;1.116;0.3591
8;1;19;0.00219;1.116;0.3591
8;1;19;0.00214;1.116;0.3591
8;1;19;0.00254;0.992;0.3591
8;1;19;0.00219;0.992;0.3591
8;1;19;0.00214;0.992;0.3591
8;1;19;0.00254;0.048;0.3591
8;1;19;0.00219;0.048;0.3591
8;1;19;0.00214;0.048;0.3591
8;1;20;0.0;1.323;0.37292
8;1;20;0.0;0.968;0.37292
8;1;20;0.0;0.051;0.37292
8;1;21;0.0;0.667;0.378
8;1;21;0.0;1.672;0.378
8;1;21;0.0;0.049;0.378
8;1;22;0.0;0.512;0.3355
8;1;22;0.0;1.121;0.3355
8;1;22;0.0;0.052;0.3355
8;1;23;0.0;0.635;0.33644
8;1;23;0.0;0.959;0.33644
8;1;23;0.0;0.081;0.33644
8;2;0;0.0;0.792;0.34126
8;2;0;0.0;0.183;0.34126
8;2;0;0.0;0.084;0.34126
8;2;1;0.0;0.768;0.3484399999999999
8;2;1;0.0;0.431;0.3484399999999999
8;2;1;0.0;0.055;0.3484399999999999
8;2;2;0.0;0.442;0.35126
8;2;2;0.0;0.206;0.35126
8;2;2;0.0;0.052;0.35126
8;2;3;0.0;0.372;0.3613
8;2;3;0.0;0.17;0.3613
8;2;3;0.0;0.05;0.3613
8;2;4;0.0;0.159;0.37474
8;2;4;0.0;0.209;0.37474
8;2;4;0.0;0.057;0.37474
8;2;5;0.0;0.194;0.37549
8;2;5;0.0;0.235;0.37549
8;2;5;0.0;0.05;0.37549
8;2;6;0.02673;0.296;0.37516
8;2;6;0.02378;0.296;0.37516
8;2;6;0.02036;0.296;0.37516
8;2;6;0.02673;1.109;0.37516
8;2;6;0.02378;1.109;0.37516
8;2;6;0.02036;1.109;0.37516
8;2;6;0.02673;0.049;0.37516
8;2;6;0.02378;0.049;0.37516
8;2;6;0.02036;0.049;0.37516
8;2;7;0.16791;0.387;0.35979
8;2;7;0.17609;0.387;0.35979
8;2;7;0.17527;0.387;0.35979
8;2;7;0.16791;0.326;0.35979
8;2;7;0.17609;0.326;0.35979
8;2;7;0.17527;0.326;0.35979
8;2;7;0.16791;0.054;0.35979
8;2;7;0.17609;0.054;0.35979
8;2;7;0.17527;0.054;0.35979
8;2;8;0.3556;0.155;0.36632
8;2;8;0.37789;0.155;0.36632
8;2;8;0.37737;0.155;0.36632
8;2;8;0.3556;0.222;0.36632
8;2;8;0.37789;0.222;0.36632
8;2;8;0.37737;0.222;0.36632
8;2;8;0.3556;0.05;0.36632
8;2;8;0.37789;0.05;0.36632
8;2;8;0.37737;0.05;0.36632
8;2;9;0.52447;0.295;0.3338
8;2;9;0.53989;0.295;0.3338
8;2;9;0.5345;0.295;0.3338
8;2;9;0.52447;0.254;0.3338
8;2;9;0.53989;0.254;0.3338
8;2;9;0.5345;0.254;0.3338
8;2;9;0.52447;0.052;0.3338
8;2;9;0.53989;0.052;0.3338
8;2;9;0.5345;0.052;0.3338
8;2;10;0.62837;0.355;0.34656
8;2;10;0.64632;0.355;0.34656
8;2;10;0.64179;0.355;0.34656
8;2;10;0.62837;0.221;0.34656
8;2;10;0.64632;0.221;0.34656
8;2;10;0.64179;0.221;0.34656
8;2;10;0.62837;0.05;0.34656
8;2;10;0.64632;0.05;0.34656
8;2;10;0.64179;0.05;0.34656
8;2;11;0.68037;0.943;0.34311
8;2;11;0.69621;0.943;0.34311
8;2;11;0.69163;0.943;0.34311
8;2;11;0.68037;0.547;0.34311
8;2;11;0.69621;0.547;0.34311
8;2;11;0.69163;0.547;0.34311
8;2;11;0.68037;0.052;0.34311
8;2;11;0.69621;0.052;0.34311
8;2;11;0.69163;0.052;0.34311
8;2;12;0.7016100000000001;1.112;0.33981
8;2;12;0.732;1.112;0.33981
8;2;12;0.71127;1.112;0.33981
8;2;12;0.7016100000000001;0.541;0.33981
8;2;12;0.732;0.541;0.33981
8;2;12;0.71127;0.541;0.33981
8;2;12;0.7016100000000001;0.052;0.33981
8;2;12;0.732;0.052;0.33981
8;2;12;0.71127;0.052;0.33981
8;2;13;0.67675;0.882;0.3475
8;2;13;0.7105199999999999;0.882;0.3475
8;2;13;0.7031499999999999;0.882;0.3475
8;2;13;0.67675;0.85;0.3475
8;2;13;0.7105199999999999;0.85;0.3475
8;2;13;0.7031499999999999;0.85;0.3475
8;2;13;0.67675;0.051;0.3475
8;2;13;0.7105199999999999;0.051;0.3475
8;2;13;0.7031499999999999;0.051;0.3475
8;2;14;0.60366;1.313;0.3093399999999999
8;2;14;0.64089;1.313;0.3093399999999999
8;2;14;0.6109;1.313;0.3093399999999999
8;2;14;0.60366;0.805;0.3093399999999999
8;2;14;0.64089;0.805;0.3093399999999999
8;2;14;0.6109;0.805;0.3093399999999999
8;2;14;0.60366;0.052;0.3093399999999999
8;2;14;0.64089;0.052;0.3093399999999999
8;2;14;0.6109;0.052;0.3093399999999999
8;2;15;0.49395;1.092;0.30881
8;2;15;0.5331;1.092;0.30881
8;2;15;0.52516;1.092;0.30881
8;2;15;0.49395;0.914;0.30881
8;2;15;0.5331;0.914;0.30881
8;2;15;0.52516;0.914;0.30881
8;2;15;0.49395;0.052;0.30881
8;2;15;0.5331;0.052;0.30881
8;2;15;0.52516;0.052;0.30881
8;2;16;0.34466;0.711;0.31053
8;2;16;0.37219;0.711;0.31053
8;2;16;0.31272;0.711;0.31053
8;2;16;0.34466;0.986;0.31053
8;2;16;0.37219;0.986;0.31053
8;2;16;0.31272;0.986;0.31053
8;2;16;0.34466;0.052;0.31053
8;2;16;0.37219;0.052;0.31053
8;2;16;0.31272;0.052;0.31053
8;2;17;0.16695;1.088;0.3156
8;2;17;0.17316;1.088;0.3156
8;2;17;0.14307;1.088;0.3156
8;2;17;0.16695;1.463;0.3156
8;2;17;0.17316;1.463;0.3156
8;2;17;0.14307;1.463;0.3156
8;2;17;0.16695;0.049;0.3156
8;2;17;0.17316;0.049;0.3156
8;2;17;0.14307;0.049;0.3156
8;2;18;0.03662;1.39;0.36681
8;2;18;0.02364;1.39;0.36681
8;2;18;0.0306299999999999;1.39;0.36681
8;2;18;0.03662;1.426;0.36681
8;2;18;0.02364;1.426;0.36681
8;2;18;0.0306299999999999;1.426;0.36681
8;2;18;0.03662;0.054;0.36681
8;2;18;0.02364;0.054;0.36681
8;2;18;0.0306299999999999;0.054;0.36681
8;2;19;0.0017;1.271;0.38736
8;2;19;0.00177;1.271;0.38736
8;2;19;0.00102;1.271;0.38736
8;2;19;0.0017;1.451;0.38736
8;2;19;0.00177;1.451;0.38736
8;2;19;0.00102;1.451;0.38736
8;2;19;0.0017;0.051;0.38736
8;2;19;0.00177;0.051;0.38736
8;2;19;0.00102;0.051;0.38736
8;2;20;0.0;1.158;0.40417
8;2;20;0.0;1.585;0.40417
8;2;20;0.0;0.048;0.40417
8;2;21;0.0;0.808;0.41774
8;2;21;0.0;1.556;0.41774
8;2;21;0.0;0.055;0.41774
8;2;22;0.0;0.784;0.37206
8;2;22;0.0;1.415;0.37206
8;2;22;0.0;0.051;0.37206
8;2;23;0.0;0.43;0.3764599999999999
8;2;23;0.0;0.775;0.3764599999999999
8;2;23;0.0;0.048;0.3764599999999999
8;3;0;0.0;0.684;0.36644
8;3;0;0.0;0.397;0.36644
8;3;0;0.0;0.055;0.36644
8;3;1;0.0;0.235;0.3749599999999999
8;3;1;0.0;0.214;0.3749599999999999
8;3;1;0.0;0.05;0.3749599999999999
8;3;2;0.0;0.147;0.3743999999999999
8;3;2;0.0;0.209;0.3743999999999999
8;3;2;0.0;0.048;0.3743999999999999
8;3;3;0.0;0.141;0.37569
8;3;3;0.0;0.164;0.37569
8;3;3;0.0;0.055;0.37569
8;3;4;0.0;0.133;0.37765
8;3;4;0.0;0.178;0.37765
8;3;4;0.0;0.05;0.37765
8;3;5;0.0;0.139;0.3802799999999999
8;3;5;0.0;0.161;0.3802799999999999
8;3;5;0.0;0.047;0.3802799999999999
8;3;6;0.02875;0.471;0.38085
8;3;6;0.02387;0.471;0.38085
8;3;6;0.02421;0.471;0.38085
8;3;6;0.02875;0.878;0.38085
8;3;6;0.02387;0.878;0.38085
8;3;6;0.02421;0.878;0.38085
8;3;6;0.02875;0.056;0.38085
8;3;6;0.02387;0.056;0.38085
8;3;6;0.02421;0.056;0.38085
8;3;7;0.15856;0.217;0.37821
8;3;7;0.17596;0.217;0.37821
8;3;7;0.15916;0.217;0.37821
8;3;7;0.15856;0.345;0.37821
8;3;7;0.17596;0.345;0.37821
8;3;7;0.15916;0.345;0.37821
8;3;7;0.15856;0.047;0.37821
8;3;7;0.17596;0.047;0.37821
8;3;7;0.15916;0.047;0.37821
8;3;8;0.33279;0.377;0.38305
8;3;8;0.37539;0.377;0.38305
8;3;8;0.35158;0.377;0.38305
8;3;8;0.33279;0.271;0.38305
8;3;8;0.37539;0.271;0.38305
8;3;8;0.35158;0.271;0.38305
8;3;8;0.33279;0.051;0.38305
8;3;8;0.37539;0.051;0.38305
8;3;8;0.35158;0.051;0.38305
8;3;9;0.49218;0.5;0.34502
8;3;9;0.5374;0.5;0.34502
8;3;9;0.43873;0.5;0.34502
8;3;9;0.49218;0.277;0.34502
8;3;9;0.5374;0.277;0.34502
8;3;9;0.43873;0.277;0.34502
8;3;9;0.49218;0.051;0.34502
8;3;9;0.5374;0.051;0.34502
8;3;9;0.43873;0.051;0.34502
8;3;10;0.58709;0.464;0.35242
8;3;10;0.6423099999999999;0.464;0.35242
8;3;10;0.63786;0.464;0.35242
8;3;10;0.58709;0.047;0.35242
8;3;10;0.6423099999999999;0.047;0.35242
8;3;10;0.63786;0.047;0.35242
8;3;11;0.64319;0.449;0.3396499999999999
8;3;11;0.71331;0.449;0.3396499999999999
8;3;11;0.70111;0.449;0.3396499999999999
8;3;11;0.64319;0.499;0.3396499999999999
8;3;11;0.71331;0.499;0.3396499999999999
8;3;11;0.70111;0.499;0.3396499999999999
8;3;11;0.64319;0.052;0.3396499999999999
8;3;11;0.71331;0.052;0.3396499999999999
8;3;11;0.70111;0.052;0.3396499999999999
8;3;12;0.6789299999999999;0.734;0.34172
8;3;12;0.74434;0.734;0.34172
8;3;12;0.70874;0.734;0.34172
8;3;12;0.6789299999999999;0.604;0.34172
8;3;12;0.74434;0.604;0.34172
8;3;12;0.70874;0.604;0.34172
8;3;12;0.6789299999999999;0.049;0.34172
8;3;12;0.74434;0.049;0.34172
8;3;12;0.70874;0.049;0.34172
8;3;13;0.6584099999999999;0.752;0.33088
8;3;13;0.72115;0.752;0.33088
8;3;13;0.68503;0.752;0.33088
8;3;13;0.6584099999999999;0.921;0.33088
8;3;13;0.72115;0.921;0.33088
8;3;13;0.68503;0.921;0.33088
8;3;13;0.6584099999999999;0.051;0.33088
8;3;13;0.72115;0.051;0.33088
8;3;13;0.68503;0.051;0.33088
8;3;14;0.47931;0.991;0.28549
8;3;14;0.64851;0.991;0.28549
8;3;14;0.62921;0.991;0.28549
8;3;14;0.47931;1.053;0.28549
8;3;14;0.64851;1.053;0.28549
8;3;14;0.62921;1.053;0.28549
8;3;14;0.47931;0.053;0.28549
8;3;14;0.64851;0.053;0.28549
8;3;14;0.62921;0.053;0.28549
8;3;15;0.487;0.757;0.28099
8;3;15;0.53779;0.757;0.28099
8;3;15;0.52003;0.757;0.28099
8;3;15;0.487;0.718;0.28099
8;3;15;0.53779;0.718;0.28099
8;3;15;0.52003;0.718;0.28099
8;3;15;0.487;0.051;0.28099
8;3;15;0.53779;0.051;0.28099
8;3;15;0.52003;0.051;0.28099
8;3;16;0.3308999999999999;1.537;0.28082
8;3;16;0.37218;1.537;0.28082
8;3;16;0.36456;1.537;0.28082
8;3;16;0.3308999999999999;1.167;0.28082
8;3;16;0.37218;1.167;0.28082
8;3;16;0.36456;1.167;0.28082
8;3;16;0.3308999999999999;0.049;0.28082
8;3;16;0.37218;0.049;0.28082
8;3;16;0.36456;0.049;0.28082
8;3;17;0.16229;1.538;0.28712
8;3;17;0.17423;1.538;0.28712
8;3;17;0.17143;1.538;0.28712
8;3;17;0.16229;0.923;0.28712
8;3;17;0.17423;0.923;0.28712
8;3;17;0.17143;0.923;0.28712
8;3;17;0.16229;0.053;0.28712
8;3;17;0.17423;0.053;0.28712
8;3;17;0.17143;0.053;0.28712
8;3;18;0.04552;1.308;0.34034
8;3;18;0.02622;1.308;0.34034
8;3;18;0.04494;1.308;0.34034
8;3;18;0.04552;1.302;0.34034
8;3;18;0.02622;1.302;0.34034
8;3;18;0.04494;1.302;0.34034
8;3;18;0.04552;0.05;0.34034
8;3;18;0.02622;0.05;0.34034
8;3;18;0.04494;0.05;0.34034
8;3;19;0.00098;1.444;0.37903
8;3;19;0.00138;1.444;0.37903
8;3;19;0.0014199999999999;1.444;0.37903
8;3;19;0.00098;1.055;0.37903
8;3;19;0.00138;1.055;0.37903
8;3;19;0.0014199999999999;1.055;0.37903
8;3;19;0.00098;0.048;0.37903
8;3;19;0.00138;0.048;0.37903
8;3;19;0.0014199999999999;0.048;0.37903
8;3;20;0.0;1.398;0.4077699999999999
8;3;20;0.0;1.139;0.4077699999999999
8;3;20;0.0;0.054;0.4077699999999999
8;3;21;0.0;1.839;0.4173199999999999
8;3;21;0.0;1.225;0.4173199999999999
8;3;21;0.0;0.05;0.4173199999999999
8;3;22;0.0;1.215;0.37321
8;3;22;0.0;1.221;0.37321
8;3;22;0.0;0.047;0.37321
8;3;23;0.0;1.137;0.37986
8;3;23;0.0;1.094;0.37986
8;3;23;0.0;0.054;0.37986
8;4;0;0.0;0.658;0.3581999999999999
8;4;0;0.0;1.147;0.3581999999999999
8;4;0;0.0;0.049;0.3581999999999999
8;4;1;0.0;0.157;0.3620799999999999
8;4;1;0.0;0.908;0.3620799999999999
8;4;1;0.0;0.046;0.3620799999999999
8;4;2;0.0;0.203;0.36719
8;4;2;0.0;0.817;0.36719
8;4;2;0.0;0.054;0.36719
8;4;3;0.0;0.193;0.36368
8;4;3;0.0;0.849;0.36368
8;4;3;0.0;0.046;0.36368
8;4;4;0.0;0.158;0.36281
8;4;4;0.0;0.769;0.36281
8;4;4;0.0;0.05;0.36281
8;4;5;0.0;0.15;0.37404
8;4;5;0.0;0.403;0.37404
8;4;5;0.0;0.049;0.37404
8;4;6;0.02873;0.327;0.37018
8;4;6;0.02467;0.327;0.37018
8;4;6;0.01837;0.327;0.37018
8;4;6;0.02873;0.196;0.37018
8;4;6;0.02467;0.196;0.37018
8;4;6;0.01837;0.196;0.37018
8;4;6;0.02873;0.048;0.37018
8;4;6;0.02467;0.048;0.37018
8;4;6;0.01837;0.048;0.37018
8;4;7;0.1641699999999999;0.223;0.36832
8;4;7;0.17427;0.223;0.36832
8;4;7;0.17534;0.223;0.36832
8;4;7;0.1641699999999999;0.546;0.36832
8;4;7;0.17427;0.546;0.36832
8;4;7;0.17534;0.546;0.36832
8;4;7;0.1641699999999999;0.051;0.36832
8;4;7;0.17427;0.051;0.36832
8;4;7;0.17534;0.051;0.36832
8;4;8;0.35025;0.256;0.3738399999999999
8;4;8;0.36521;0.256;0.3738399999999999
8;4;8;0.38094;0.256;0.3738399999999999
8;4;8;0.35025;0.908;0.3738399999999999
8;4;8;0.36521;0.908;0.3738399999999999
8;4;8;0.38094;0.908;0.3738399999999999
8;4;8;0.35025;0.049;0.3738399999999999
8;4;8;0.36521;0.049;0.3738399999999999
8;4;8;0.38094;0.049;0.3738399999999999
8;4;9;0.51934;0.391;0.33902
8;4;9;0.5327000000000001;0.391;0.33902
8;4;9;0.54804;0.391;0.33902
8;4;9;0.51934;0.73;0.33902
8;4;9;0.5327000000000001;0.73;0.33902
8;4;9;0.54804;0.73;0.33902
8;4;9;0.51934;0.051;0.33902
8;4;9;0.5327000000000001;0.051;0.33902
8;4;9;0.54804;0.051;0.33902
8;4;10;0.6303;0.474;0.36297
8;4;10;0.65504;0.474;0.36297
8;4;10;0.6624800000000001;0.474;0.36297
8;4;10;0.6303;0.628;0.36297
8;4;10;0.65504;0.628;0.36297
8;4;10;0.6624800000000001;0.628;0.36297
8;4;10;0.6303;0.048;0.36297
8;4;10;0.65504;0.048;0.36297
8;4;10;0.6624800000000001;0.048;0.36297
8;4;11;0.68362;0.537;0.35519
8;4;11;0.71637;0.537;0.35519
8;4;11;0.71566;0.537;0.35519
8;4;11;0.68362;0.478;0.35519
8;4;11;0.71637;0.478;0.35519
8;4;11;0.71566;0.478;0.35519
8;4;11;0.68362;0.05;0.35519
8;4;11;0.71637;0.05;0.35519
8;4;11;0.71566;0.05;0.35519
8;4;12;0.7074199999999999;0.815;0.34894
8;4;12;0.7492000000000001;0.815;0.34894
8;4;12;0.7289;0.815;0.34894
8;4;12;0.7074199999999999;0.83;0.34894
8;4;12;0.7492000000000001;0.83;0.34894
8;4;12;0.7289;0.83;0.34894
8;4;12;0.7074199999999999;0.048;0.34894
8;4;12;0.7492000000000001;0.048;0.34894
8;4;12;0.7289;0.048;0.34894
8;4;13;0.68314;1.117;0.34402
8;4;13;0.7199099999999999;1.117;0.34402
8;4;13;0.7058;1.117;0.34402
8;4;13;0.68314;0.782;0.34402
8;4;13;0.7199099999999999;0.782;0.34402
8;4;13;0.7058;0.782;0.34402
8;4;13;0.68314;0.05;0.34402
8;4;13;0.7199099999999999;0.05;0.34402
8;4;13;0.7058;0.05;0.34402
8;4;14;0.62421;1.369;0.28386
8;4;14;0.64693;1.369;0.28386
8;4;14;0.62767;1.369;0.28386
8;4;14;0.62421;1.697;0.28386
8;4;14;0.64693;1.697;0.28386
8;4;14;0.62767;1.697;0.28386
8;4;14;0.62421;0.049;0.28386
8;4;14;0.64693;0.049;0.28386
8;4;14;0.62767;0.049;0.28386
8;4;15;0.50556;1.06;0.27664
8;4;15;0.53299;1.06;0.27664
8;4;15;0.51638;1.06;0.27664
8;4;15;0.50556;0.704;0.27664
8;4;15;0.53299;0.704;0.27664
8;4;15;0.51638;0.704;0.27664
8;4;15;0.50556;0.046;0.27664
8;4;15;0.53299;0.046;0.27664
8;4;15;0.51638;0.046;0.27664
8;4;16;0.34363;1.215;0.2723899999999999
8;4;16;0.37412;1.215;0.2723899999999999
8;4;16;0.36583;1.215;0.2723899999999999
8;4;16;0.34363;0.79;0.2723899999999999
8;4;16;0.37412;0.79;0.2723899999999999
8;4;16;0.36583;0.79;0.2723899999999999
8;4;16;0.34363;0.048;0.2723899999999999
8;4;16;0.37412;0.048;0.2723899999999999
8;4;16;0.36583;0.048;0.2723899999999999
8;4;17;0.1663399999999999;0.456;0.2723299999999999
8;4;17;0.17369;0.456;0.2723299999999999
8;4;17;0.16992;0.456;0.2723299999999999
8;4;17;0.1663399999999999;1.508;0.2723299999999999
8;4;17;0.17369;1.508;0.2723299999999999
8;4;17;0.16992;1.508;0.2723299999999999
8;4;17;0.1663399999999999;0.048;0.2723299999999999
8;4;17;0.17369;0.048;0.2723299999999999
8;4;17;0.16992;0.048;0.2723299999999999
8;4;18;0.04002;0.792;0.32225
8;4;18;0.0237199999999999;0.792;0.32225
8;4;18;0.02188;0.792;0.32225
8;4;18;0.04002;1.184;0.32225
8;4;18;0.0237199999999999;1.184;0.32225
8;4;18;0.02188;1.184;0.32225
8;4;18;0.04002;0.052;0.32225
8;4;18;0.0237199999999999;0.052;0.32225
8;4;18;0.02188;0.052;0.32225
8;4;19;0.00064;0.582;0.34766
8;4;19;0.00102;0.582;0.34766
8;4;19;0.0;0.582;0.34766
8;4;19;0.00064;0.669;0.34766
8;4;19;0.00102;0.669;0.34766
8;4;19;0.0;0.669;0.34766
8;4;19;0.00064;0.047;0.34766
8;4;19;0.00102;0.047;0.34766
8;4;19;0.0;0.047;0.34766
8;4;20;0.0;0.548;0.37959
8;4;20;0.0;0.422;0.37959
8;4;20;0.0;0.05;0.37959
8;4;21;0.0;1.148;0.39219
8;4;21;0.0;0.395;0.39219
8;4;21;0.0;0.049;0.39219
8;4;22;0.0;1.349;0.34624
8;4;22;0.0;0.236;0.34624
8;4;22;0.0;0.049;0.34624
8;4;23;0.0;1.354;0.33907
8;4;23;0.0;0.192;0.33907
8;4;23;0.0;0.047;0.33907
8;5;0;0.0;0.701;0.33306
8;5;0;0.0;0.167;0.33306
8;5;0;0.0;0.054;0.33306
8;5;1;0.0;0.207;0.30676
8;5;1;0.0;0.16;0.30676
8;5;1;0.0;0.048;0.30676
8;5;2;0.0;0.16;0.3091
8;5;2;0.0;0.154;0.3091
8;5;2;0.0;0.045;0.3091
8;5;3;0.0;0.15;0.31662
8;5;3;0.0;0.168;0.31662
8;5;3;0.0;0.047;0.31662
8;5;4;0.0;0.156;0.3223
8;5;4;0.0;0.214;0.3223
8;5;4;0.0;0.046;0.3223
8;5;5;0.0;0.125;0.31957
8;5;5;0.0;0.2;0.31957
8;5;5;0.0;0.074;0.31957
8;5;6;0.02417;0.146;0.31389
8;5;6;0.02142;0.146;0.31389
8;5;6;0.01967;0.146;0.31389
8;5;6;0.02417;0.155;0.31389
8;5;6;0.02142;0.155;0.31389
8;5;6;0.01967;0.155;0.31389
8;5;6;0.02417;0.087;0.31389
8;5;6;0.02142;0.087;0.31389
8;5;6;0.01967;0.087;0.31389
8;5;7;0.16561;0.155;0.3105
8;5;7;0.17514;0.155;0.3105
8;5;7;0.17035;0.155;0.3105
8;5;7;0.16561;0.152;0.3105
8;5;7;0.17514;0.152;0.3105
8;5;7;0.17035;0.152;0.3105
8;5;7;0.16561;0.054;0.3105
8;5;7;0.17514;0.054;0.3105
8;5;7;0.17035;0.054;0.3105
8;5;8;0.3532099999999999;0.407;0.31971
8;5;8;0.37035;0.407;0.31971
8;5;8;0.36585;0.407;0.31971
8;5;8;0.3532099999999999;0.167;0.31971
8;5;8;0.37035;0.167;0.31971
8;5;8;0.36585;0.167;0.31971
8;5;8;0.3532099999999999;0.05;0.31971
8;5;8;0.37035;0.05;0.31971
