time;P;G(i);H_sun;T2m;WS10m;Int
20191125:0910;339.16;404.19;16.94;9.68;1.79;0.0
20191125:1010;590.2;713.64;23.54;10.84;2.07;0.0
20191125:1110;760.58;946.98;27.68;12.09;2.14;0.0
20191125:1210;702.38;870.41;28.84;13.03;2.28;0.0
20191125:1310;604.06;739.6;26.85;13.73;2.48;0.0
20191125:1410;449.96;544.68;22.0;14.23;2.69;0.0
20191125:1510;151.46;193.99;14.85;14.21;2.55;0.0
20191125:1610;38.55;62.57;6.03;13.65;2.48;0.0
20191125:1710;0.0;0.0;0.0;12.15;2.55;0.0
20191125:1810;0.0;0.0;0.0;11.2;2.48;0.0
20191125:1910;0.0;0.0;0.0;11.09;2.41;0.0
20191125:2010;0.0;0.0;0.0;10.5;2.21;0.0
20191125:2110;0.0;0.0;0.0;9.85;2.0;0.0
20191125:2210;0.0;0.0;0.0;9.42;1.86;0.0
20191125:2310;0.0;0.0;0.0;8.9;1.79;0.0
20191126:0010;0.0;0.0;0.0;8.39;1.79;0.0
20191126:0110;0.0;0.0;0.0;8.02;1.72;0.0
20191126:0210;0.0;0.0;0.0;7.84;1.66;0.0
20191126:0310;0.0;0.0;0.0;7.62;1.59;0.0
20191126:0410;0.0;0.0;0.0;8.1;1.52;0.0
20191126:0510;0.0;0.0;0.0;8.45;1.59;0.0
20191126:0610;0.0;0.0;0.0;8.55;1.59;0.0
20191126:0710;0.0;0.0;0.0;8.49;1.52;0.0
20191126:0810;8.06;20.28;8.31;8.66;1.52;0.0
20191126:0910;28.44;47.94;16.74;9.53;1.79;0.0
20191126:1010;15.68;31.34;23.33;10.5;2.9;0.0
20191126:1110;40.8;63.61;27.47;11.29;3.38;0.0
20191126:1210;80.93;111.55;28.64;12.06;3.86;0.0
20191126:1310;19.55;36.87;26.68;12.96;5.38;0.0
20191126:1410;36.7;59.0;21.86;13.38;4.9;0.0
20191126:1510;6.67;18.44;14.74;13.55;4.55;0.0
20191126:1610;45.01;70.74;5.93;13.22;3.86;0.0
20191126:1710;0.0;0.0;0.0;12.51;3.59;0.0
20191126:1810;0.0;0.0;0.0;12.26;3.79;0.0
20191126:1910;0.0;0.0;0.0;12.05;4.41;0.0
20191126:2010;0.0;0.0;0.0;11.97;4.62;0.0
20191126:2110;0.0;0.0;0.0;11.9;4.83;0.0
20191126:2210;0.0;0.0;0.0;11.36;4.69;0.0
20191126:2310;0.0;0.0;0.0;10.82;4.41;0.0
20191127:0010;0.0;0.0;0.0;10.48;4.28;0.0
20191127:0110;0.0;0.0;0.0;10.23;4.28;0.0
20191127:0210;0.0;0.0;0.0;10.09;3.93;0.0
20191127:0310;0.0;0.0;0.0;10.08;3.52;0.0
20191127:0410;0.0;0.0;0.0;9.89;3.24;0.0
20191127:0510;0.0;0.0;0.0;9.61;2.76;0.0
20191127:0610;0.0;0.0;0.0;9.05;2.55;0.0
20191127:0710;0.0;0.0;0.0;9.32;2.62;0.0
20191127:0810;56.1;81.33;8.12;9.16;2.55;0.0
20191127:0910;291.58;346.98;16.54;9.46;2.69;0.0
20191127:1010;617.17;733.52;23.13;9.85;3.45;0.0
20191127:1110;635.93;756.44;27.27;10.55;4.14;0.0
20191127:1210;767.86;925.59;28.46;10.85;4.21;0.0
20191127:1310;653.17;778.7;26.52;10.94;4.21;0.0
20191127:1410;558.97;663.03;21.72;10.98;3.93;0.0
20191127:1510;294.49;353.31;14.63;11.21;4.0;0.0
20191127:1610;63.89;93.57;5.85;10.9;3.86;0.0
20191127:1710;0.0;0.0;0.0;10.29;3.52;0.0
20191127:1810;0.0;0.0;0.0;9.84;3.45;0.0
20191127:1910;0.0;0.0;0.0;9.71;3.52;0.0
20191127:2010;0.0;0.0;0.0;9.56;3.38;0.0
20191127:2110;0.0;0.0;0.0;9.45;3.31;0.0
20191127:2210;0.0;0.0;0.0;9.17;3.24;0.0
20191127:2310;0.0;0.0;0.0;8.77;3.24;0.0
20191128:0010;0.0;0.0;0.0;9.0;3.38;0.0
20191128:0110;0.0;0.0;0.0;9.08;3.31;0.0
20191128:0210;0.0;0.0;0.0;9.07;3.38;0.0
20191128:0310;0.0;0.0;0.0;8.86;3.24;0.0
20191128:0410;0.0;0.0;0.0;8.75;3.17;0.0
20191128:0510;0.0;0.0;0.0;8.66;2.83;0.0
20191128:0610;0.0;0.0;0.0;8.55;3.31;0.0
20191128:0710;0.0;0.0;0.0;8.33;2.55;0.0
20191128:0810;89.95;120.23;7.93;8.39;2.55;0.0
20191128:0910;322.67;380.76;16.34;8.94;3.17;0.0
20191128:1010;196.59;240.28;22.93;9.66;3.38;0.0
20191128:1110;156.8;197.04;27.08;10.37;3.45;0.0
20191128:1210;125.32;162.07;28.28;11.09;3.79;0.0
20191128:1310;117.09;152.88;26.36;11.56;4.07;0.0
20191128:1410;36.19;58.08;21.59;12.05;4.41;0.0
20191128:1510;278.25;336.27;14.53;12.14;3.79;0.0
20191128:1610;7.33;19.36;5.77;11.8;3.79;0.0
20191128:1710;0.0;0.0;0.0;11.01;3.59;0.0
20191128:1810;0.0;0.0;0.0;10.44;3.31;0.0
20191128:1910;0.0;0.0;0.0;9.9;3.24;0.0
20191128:2010;0.0;0.0;0.0;10.11;3.1;0.0
20191128:2110;0.0;0.0;0.0;10.19;3.03;0.0
20191128:2210;0.0;0.0;0.0;10.26;3.03;0.0
20191128:2310;0.0;0.0;0.0;10.34;3.03;0.0
20191129:0010;0.0;0.0;0.0;10.33;3.03;0.0
20191129:0110;0.0;0.0;0.0;10.39;3.03;0.0
20191129:0210;0.0;0.0;0.0;10.47;3.03;0.0
20191129:0310;0.0;0.0;0.0;10.64;2.9;0.0
20191129:0410;0.0;0.0;0.0;10.69;2.83;0.0
20191129:0510;0.0;0.0;0.0;10.77;2.76;0.0
20191129:0610;0.0;0.0;0.0;10.8;2.55;0.0
20191129:0710;0.0;0.0;0.0;10.98;2.28;0.0
20191129:0810;9.17;22.12;7.75;11.02;2.21;0.0
20191129:0910;123.64;159.39;16.15;11.38;3.38;0.0
20191129:1010;159.44;200.92;22.74;12.1;3.38;0.0
20191129:1110;154.89;196.69;26.89;12.56;3.31;0.0
20191129:1210;216.98;267.54;28.11;12.9;3.38;0.0
20191129:1310;245.81;300.66;26.21;13.33;3.31;0.0
20191129:1410;63.25;91.26;21.47;13.16;2.97;0.0
20191129:1510;122.31;159.49;14.43;12.82;2.34;0.0
20191129:1610;0.0;5.53;5.7;12.21;2.07;0.0
20191129:1710;0.0;0.0;0.0;11.89;2.14;0.0
20191129:1810;0.0;0.0;0.0;11.71;2.21;0.0
20191129:1910;0.0;0.0;0.0;11.78;2.28;0.0
20191129:2010;0.0;0.0;0.0;11.63;2.21;0.0
20191129:2110;0.0;0.0;0.0;11.53;2.14;0.0
20191129:2210;0.0;0.0;0.0;11.44;2.0;0.0
20191129:2310;0.0;0.0;0.0;11.28;2.0;0.0
20191130:0010;0.0;0.0;0.0;11.13;2.0;0.0
20191130:0110;0.0;0.0;0.0;10.89;1.86;0.0
20191130:0210;0.0;0.0;0.0;10.78;1.93;0.0
20191130:0310;0.0;0.0;0.0;10.77;2.0;0.0
20191130:0410;0.0;0.0;0.0;10.78;1.93;0.0
20191130:0510;0.0;0.0;0.0;10.87;1.93;0.0
20191130:0610;0.0;0.0;0.0;10.83;2.14;0.0
20191130:0710;0.0;0.0;0.0;11.0;2.62;0.0
20191130:0810;20.26;37.58;7.57;11.11;2.9;0.0
20191130:0910;86.52;117.35;15.97;11.43;3.45;0.0
20191130:1010;152.94;193.23;22.55;11.91;3.93;0.0
20191130:1110;218.17;267.36;26.71;12.63;4.9;0.0
20191130:1210;176.63;221.15;27.94;12.96;4.9;0.0
20191130:1310;229.18;280.45;26.07;13.04;4.48;0.0
20191130:1410;279.05;336.46;21.35;12.97;4.34;0.0
20191130:1510;131.53;169.48;14.34;12.96;4.55;0.0
20191130:1610;19.51;37.19;5.63;12.69;4.48;0.0
20191130:1710;0.0;0.0;0.0;12.21;3.93;0.0
20191130:1810;0.0;0.0;0.0;11.8;4.28;0.0
20191130:1910;0.0;0.0;0.0;11.53;3.59;0.0
20191130:2010;0.0;0.0;0.0;10.98;2.14;0.0
20191130:2110;0.0;0.0;0.0;10.57;1.72;0.0
20191130:2210;0.0;0.0;0.0;10.36;1.93;0.0
20191130:2310;0.0;0.0;0.0;10.07;2.0;0.0
20191201:0010;0.0;0.0;0.0;9.82;2.07;0.0
20191201:0110;0.0;0.0;0.0;9.38;2.41;0.0
20191201:0210;0.0;0.0;0.0;8.62;2.41;0.0
20191201:0310;0.0;0.0;0.0;7.72;2.28;0.0
20191201:0410;0.0;0.0;0.0;6.88;2.0;0.0
20191201:0510;0.0;0.0;0.0;6.54;1.93;0.0
20191201:0610;0.0;0.0;0.0;6.49;1.79;0.0
20191201:0710;0.0;0.0;0.0;6.3;1.38;0.0
20191201:0810;1.14;8.3;7.39;6.33;1.52;0.0
20191201:0910;23.76;41.48;15.79;6.61;2.21;0.0
20191201:1010;132.25;167.0;22.37;7.06;2.55;0.0
20191201:1110;60.24;85.73;26.54;7.46;2.34;0.0
20191201:1210;57.03;82.05;27.79;7.61;2.14;0.0
20191201:1310;84.69;114.31;25.94;8.1;2.07;0.0
20191201:1410;66.21;93.11;21.25;8.2;1.1;0.0
20191201:1510;67.93;94.97;14.26;8.32;1.24;0.0
20191201:1610;45.2;69.8;5.57;8.13;1.17;0.0
20191201:1710;0.0;0.0;0.0;7.69;1.24;0.0
20191201:1810;0.0;0.0;0.0;7.34;1.31;0.0
20191201:1910;0.0;0.0;0.0;7.2;1.72;0.0
20191201:2010;0.0;0.0;0.0;7.18;2.14;0.0
20191201:2110;0.0;0.0;0.0;7.06;2.55;0.0
20191201:2210;0.0;0.0;0.0;6.94;2.83;0.0
20191201:2310;0.0;0.0;0.0;6.83;2.9;0.0
20191202:0010;0.0;0.0;0.0;6.72;3.24;0.0
20191202:0110;0.0;0.0;0.0;6.29;3.72;0.0
20191202:0210;0.0;0.0;0.0;5.87;3.79;0.0
20191202:0310;0.0;0.0;0.0;5.67;3.72;0.0
20191202:0410;0.0;0.0;0.0;5.28;3.66;0.0
20191202:0510;0.0;0.0;0.0;5.15;3.72;0.0
20191202:0610;0.0;0.0;0.0;4.96;3.79;0.0
20191202:0710;0.0;0.0;0.0;5.39;4.14;0.0
20191202:0810;305.56;359.97;7.22;5.29;4.14;0.0
20191202:0910;531.34;613.76;15.61;6.14;4.14;0.0
20191202:1010;341.13;395.64;22.2;7.29;5.52;0.0
20191202:1110;768.5;902.42;26.37;8.65;5.86;0.0
20191202:1210;771.76;910.18;27.64;9.9;6.28;0.0
20191202:1310;711.62;840.64;25.81;10.68;5.79;0.0
20191202:1410;611.62;720.14;21.14;10.96;5.38;0.0
20191202:1510;81.35;111.06;14.18;10.78;4.76;0.0
20191202:1610;69.81;100.69;5.51;10.21;4.21;0.0
20191202:1710;0.0;0.0;0.0;9.29;3.93;0.0
20191202:1810;0.0;0.0;0.0;8.38;3.86;0.0
20191202:1910;0.0;0.0;0.0;7.98;3.93;0.0
20191202:2010;0.0;0.0;0.0;7.56;3.93;0.0
20191202:2110;0.0;0.0;0.0;7.17;3.93;0.0
20191202:2210;0.0;0.0;0.0;6.67;3.59;0.0
20191202:2310;0.0;0.0;0.0;6.21;3.38;0.0
20191203:0010;0.0;0.0;0.0;5.76;3.24;0.0
20191203:0110;0.0;0.0;0.0;5.5;3.03;0.0
20191203:0210;0.0;0.0;0.0;5.19;2.9;0.0
20191203:0310;0.0;0.0;0.0;4.88;2.83;0.0
20191203:0410;0.0;0.0;0.0;4.68;2.83;0.0
20191203:0510;0.0;0.0;0.0;4.38;2.76;0.0
20191203:0610;0.0;0.0;0.0;4.2;2.62;0.0
20191203:0710;0.0;0.0;0.0;3.7;2.69;0.0
20191203:0810;214.02;255.9;7.05;3.6;2.83;0.0
20191203:0910;484.22;558.42;15.44;4.65;3.1;0.0
20191203:1010;649.92;759.65;22.03;5.98;3.45;0.0
20191203:1110;655.39;774.7;26.21;7.41;3.24;0.0
20191203:1210;748.91;903.19;27.49;8.45;2.9;0.0
20191203:1310;684.94;827.04;25.69;9.34;2.48;0.0
20191203:1410;606.13;728.09;21.05;9.78;2.28;0.0
20191203:1510;314.46;376.94;14.11;9.86;2.21;0.0
20191203:1610;32.44;53.94;5.46;9.49;1.59;0.0
20191203:1710;0.0;0.0;0.0;8.43;1.38;0.0
20191203:1810;0.0;0.0;0.0;7.86;1.72;0.0
20191203:1910;0.0;0.0;0.0;7.73;1.93;0.0
20191203:2010;0.0;0.0;0.0;7.55;2.28;0.0
20191203:2110;0.0;0.0;0.0;7.03;2.34;0.0
20191203:2210;0.0;0.0;0.0;6.48;2.48;0.0
20191203:2310;0.0;0.0;0.0;5.95;2.62;0.0
20191204:0010;0.0;0.0;0.0;5.69;2.62;0.0
20191204:0110;0.0;0.0;0.0;5.25;2.62;0.0
20191204:0210;0.0;0.0;0.0;5.06;2.55;0.0
20191204:0310;0.0;0.0;0.0;4.7;2.55;0.0
20191204:0410;0.0;0.0;0.0;4.46;2.55;0.0
20191204:0510;0.0;0.0;0.0;4.16;2.41;0.0
20191204:0610;0.0;0.0;0.0;4.05;2.41;0.0
20191204:0710;0.0;0.0;0.0;4.65;2.41;0.0
20191204:0810;19.77;36.13;6.88;5.13;2.34;0.0
20191204:0910;59.08;84.12;15.27;6.86;2.14;0.0
20191204:1010;104.39;136.72;21.86;8.57;2.76;0.0
20191204:1110;73.07;101.4;26.06;9.71;3.59;0.0
20191204:1210;582.68;691.61;27.35;10.32;3.72;0.0
20191204:1310;83.9;114.31;25.57;10.31;2.9;0.0
20191204:1410;61.12;87.58;20.96;9.92;2.76;0.0
20191204:1510;32.23;52.55;14.05;9.0;3.03;0.0
20191204:1610;18.77;35.7;5.42;8.83;3.03;0.0
20191204:1710;0.0;0.0;0.0;8.34;2.62;0.0
20191204:1810;0.0;0.0;0.0;7.86;2.07;0.0
20191204:1910;0.0;0.0;0.0;8.17;2.28;0.0
20191204:2010;0.0;0.0;0.0;8.06;1.86;0.0
20191204:2110;0.0;0.0;0.0;7.9;1.52;0.0
20191204:2210;0.0;0.0;0.0;7.57;1.38;0.0
20191204:2310;0.0;0.0;0.0;7.27;1.59;0.0
20191205:0010;0.0;0.0;0.0;7.17;1.79;0.0
20191205:0110;0.0;0.0;0.0;6.58;1.93;0.0
20191205:0210;0.0;0.0;0.0;6.05;1.93;0.0
20191205:0310;0.0;0.0;0.0;5.35;2.21;0.0
20191205:0410;0.0;0.0;0.0;5.15;2.28;0.0
20191205:0510;0.0;0.0;0.0;4.93;2.41;0.0
20191205:0610;0.0;0.0;0.0;4.77;2.48;0.0
20191205:0710;0.0;0.0;0.0;6.09;3.03;0.0
20191205:0810;19.71;36.24;6.72;6.56;3.24;0.0
20191205:0910;207.45;249.34;15.11;7.62;3.31;0.0
20191205:1010;603.38;710.25;21.71;8.84;3.79;0.0
20191205:1110;624.7;733.12;25.91;9.97;5.45;0.0
20191205:1210;645.41;764.37;27.22;10.72;4.9;0.0
20191205:1310;625.85;743.67;25.47;11.01;4.34;0.0
20191205:1410;382.49;452.83;20.88;11.08;3.86;0.0
20191205:1510;278.25;334.7;13.99;10.89;3.38;0.0
20191205:1610;55.44;83.16;5.39;10.44;3.17;0.0
20191205:1710;0.0;0.0;0.0;9.86;3.17;0.0
20191205:1810;0.0;0.0;0.0;9.3;3.1;0.0
20191205:1910;0.0;0.0;0.0;8.2;2.76;0.0
20191205:2010;0.0;0.0;0.0;7.65;2.76;0.0
20191205:2110;0.0;0.0;0.0;7.38;2.83;0.0
20191205:2210;0.0;0.0;0.0;7.34;2.83;0.0
20191205:2310;0.0;0.0;0.0;7.54;2.62;0.0
20191206:0010;0.0;0.0;0.0;7.55;2.34;0.0
20191206:0110;0.0;0.0;0.0;7.41;2.07;0.0
20191206:0210;0.0;0.0;0.0;7.32;2.0;0.0
20191206:0310;0.0;0.0;0.0;7.39;1.93;0.0
20191206:0410;0.0;0.0;0.0;7.41;1.86;0.0
20191206:0510;0.0;0.0;0.0;7.3;1.86;0.0
20191206:0610;0.0;0.0;0.0;7.12;1.86;0.0
20191206:0710;0.0;0.0;0.0;6.85;1.72;0.0
20191206:0810;139.88;176.6;6.57;6.84;1.66;0.0
20191206:0910;134.59;169.71;14.96;7.76;1.45;0.0
20191206:1010;274.11;329.19;21.55;9.3;1.45;0.0
20191206:1110;693.07;857.49;25.77;10.43;1.38;0.0
20191206:1210;730.53;904.74;27.1;11.29;1.93;0.0
20191206:1310;677.76;838.1;25.37;11.57;1.59;0.0
20191206:1410;546.91;667.49;20.81;11.89;1.38;0.0
20191206:1510;221.46;273.39;13.94;11.8;1.1;0.0
20191206:1610;98.51;136.9;5.36;11.55;0.69;0.0
20191206:1710;0.0;0.0;0.0;11.14;0.34;0.0
20191206:1810;0.0;0.0;0.0;10.67;0.55;0.0
20191206:1910;0.0;0.0;0.0;8.36;1.1;0.0
20191206:2010;0.0;0.0;0.0;6.89;1.93;0.0
20191206:2110;0.0;0.0;0.0;5.76;1.86;0.0
20191206:2210;0.0;0.0;0.0;4.86;1.72;0.0
20191206:2310;0.0;0.0;0.0;4.12;1.52;0.0
20191207:0010;0.0;0.0;0.0;3.46;1.45;0.0
20191207:0110;0.0;0.0;0.0;3.1;1.31;0.0
20191207:0210;0.0;0.0;0.0;2.86;1.24;0.0
20191207:0310;0.0;0.0;0.0;2.68;1.17;0.0
20191207:0410;0.0;0.0;0.0;2.55;1.03;0.0
20191207:0510;0.0;0.0;0.0;2.37;0.9;0.0
20191207:0610;0.0;0.0;0.0;1.94;0.9;0.0
20191207:0710;0.0;0.0;0.0;1.65;0.9;0.0
20191207:0810;193.85;233.46;6.41;1.61;0.83;0.0
20191207:0910;467.99;550.9;14.81;3.92;0.55;0.0
20191207:1010;631.29;770.72;21.41;6.53;0.41;0.0
20191207:1110;702.17;879.08;25.63;8.72;0.48;0.0
20191207:1210;708.35;896.76;26.98;10.37;0.48;0.0
20191207:1310;686.5;865.95;25.28;11.36;0.62;0.0
20191207:1410;593.61;737.16;20.74;11.94;0.69;0.0
20191207:1510;312.84;381.92;13.9;12.04;0.97;0.0
20191207:1610;112.39;153.53;5.33;11.41;1.24;0.0
20191207:1710;0.0;0.0;0.0;9.94;1.66;0.0
20191207:1810;0.0;0.0;0.0;8.57;1.66;0.0
20191207:1910;0.0;0.0;0.0;7.17;1.45;0.0
20191207:2010;0.0;0.0;0.0;6.1;1.38;0.0
20191207:2110;0.0;0.0;0.0;5.65;1.1;0.0
20191207:2210;0.0;0.0;0.0;5.96;0.83;0.0
20191207:2310;0.0;0.0;0.0;5.68;0.55;0.0
20191208:0010;0.0;0.0;0.0;4.89;0.48;0.0
20191208:0110;0.0;0.0;0.0;4.36;0.55;0.0
20191208:0210;0.0;0.0;0.0;3.55;0.62;0.0
20191208:0310;0.0;0.0;0.0;2.26;0.69;0.0
20191208:0410;0.0;0.0;0.0;1.76;0.62;0.0
20191208:0510;0.0;0.0;0.0;1.81;0.55;0.0
20191208:0610;0.0;0.0;0.0;1.82;0.55;0.0
20191208:0710;0.0;0.0;0.0;2.17;0.55;0.0
20191208:0810;30.35;49.09;6.27;2.5;0.41;0.0
20191208:0910;55.83;79.59;14.66;4.03;0.41;0.0
20191208:1010;42.54;64.53;21.27;5.97;0.69;0.0
20191208:1110;50.88;74.67;25.5;6.86;0.9;0.0
20191208:1210;73.37;101.4;26.88;8.1;1.17;0.0
20191208:1310;42.72;65.45;25.19;8.99;1.45;0.0
20191208:1410;82.09;112.13;20.68;9.78;1.52;0.0
20191208:1510;35.68;57.16;13.86;10.34;1.59;0.0
20191208:1610;8.03;20.28;5.32;9.3;1.79;0.0
20191208:1710;0.0;0.0;0.0;8.57;1.59;0.0
20191208:1810;0.0;0.0;0.0;8.4;1.38;0.0
20191208:1910;0.0;0.0;0.0;7.75;1.17;0.0
20191208:2010;0.0;0.0;0.0;7.59;1.17;0.0
20191208:2110;0.0;0.0;0.0;7.72;1.03;0.0
20191208:2210;0.0;0.0;0.0;7.76;1.03;0.0
20191208:2310;0.0;0.0;0.0;7.51;1.1;0.0
20191209:0010;0.0;0.0;0.0;6.97;1.1;0.0
20191209:0110;0.0;0.0;0.0;6.55;0.97;0.0
20191209:0210;0.0;0.0;0.0;6.55;0.83;0.0
20191209:0310;0.0;0.0;0.0;4.92;1.17;0.0
20191209:0410;0.0;0.0;0.0;4.04;1.17;0.0
20191209:0510;0.0;0.0;0.0;3.58;0.97;0.0
20191209:0610;0.0;0.0;0.0;3.54;0.97;0.0
20191209:0710;0.0;0.0;0.0;3.41;0.76;0.0
20191209:0810;4.16;13.83;6.13;3.69;0.55;0.0
20191209:0910;211.37;253.49;14.52;4.89;0.55;0.0
20191209:1010;331.2;391.5;21.13;6.03;0.76;0.0
20191209:1110;768.99;960.06;25.38;7.7;0.9;0.0
20191209:1210;743.58;933.15;26.77;9.29;0.9;0.0
20191209:1310;656.78;819.41;25.11;10.73;0.76;0.0
20191209:1410;138.96;178.67;20.63;11.77;0.9;0.0
20191209:1510;6.72;18.44;13.83;12.14;0.97;0.0
20191209:1610;8.53;21.2;5.31;11.53;0.62;0.0
20191209:1710;0.0;0.0;0.0;10.43;0.55;0.0
20191209:1810;0.0;0.0;0.0;9.32;0.41;0.0
20191209:1910;0.0;0.0;0.0;7.31;1.66;0.0
20191209:2010;0.0;0.0;0.0;6.65;2.0;0.0
20191209:2110;0.0;0.0;0.0;5.82;1.93;0.0
20191209:2210;0.0;0.0;0.0;4.51;1.79;0.0
20191209:2310;0.0;0.0;0.0;3.42;1.66;0.0
20191210:0010;0.0;0.0;0.0;2.61;1.59;0.0
20191210:0110;0.0;0.0;0.0;2.07;1.52;0.0
20191210:0210;0.0;0.0;0.0;1.67;1.38;0.0
20191210:0310;0.0;0.0;0.0;1.46;1.24;0.0
20191210:0410;0.0;0.0;0.0;1.37;1.03;0.0
20191210:0510;0.0;0.0;0.0;0.72;1.1;0.0
20191210:0610;0.0;0.0;0.0;0.29;1.17;0.0
20191210:0710;0.0;0.0;0.0;0.69;0.97;0.0
20191210:0810;43.26;64.09;5.99;0.65;1.1;0.0
20191210:0910;86.26;113.42;14.39;2.71;0.69;0.0
20191210:1010;94.82;125.07;21.01;5.8;0.28;0.0
20191210:1110;312.74;375.97;25.27;8.08;0.28;0.0
20191210:1210;621.72;772.87;26.68;9.67;0.41;0.0
20191210:1310;584.71;722.46;25.04;10.9;0.69;0.0
20191210:1410;499.44;609.06;20.59;11.68;1.03;0.0
20191210:1510;252.89;309.42;13.81;11.78;1.45;0.0
20191210:1610;69.29;100.27;5.3;10.77;1.66;0.0
20191210:1710;0.0;0.0;0.0;9.14;1.79;0.0
20191210:1810;0.0;0.0;0.0;7.76;1.59;0.0
20191210:1910;0.0;0.0;0.0;5.88;1.24;0.0
20191210:2010;0.0;0.0;0.0;5.39;0.97;0.0
20191210:2110;0.0;0.0;0.0;5.52;0.76;0.0
20191210:2210;0.0;0.0;0.0;5.41;0.62;0.0
20191210:2310;0.0;0.0;0.0;5.05;0.41;0.0
20191211:0010;0.0;0.0;0.0;4.79;0.34;0.0
20191211:0110;0.0;0.0;0.0;4.16;0.21;0.0
20191211:0210;0.0;0.0;0.0;3.9;0.07;0.0
20191211:0310;0.0;0.0;0.0;3.66;0.0;0.0
20191211:0410;0.0;0.0;0.0;3.48;0.0;0.0
20191211:0510;0.0;0.0;0.0;3.39;0.28;0.0
20191211:0610;0.0;0.0;0.0;3.32;0.41;0.0
20191211:0710;0.0;0.0;0.0;3.43;0.55;0.0
20191211:0810;3.65;12.91;5.86;2.37;0.97;0.0
20191211:0910;41.44;62.69;14.26;3.95;0.97;0.0
20191211:1010;26.78;45.17;20.89;5.67;1.52;0.0
20191211:1110;289.15;341.59;25.16;6.13;1.79;0.0
20191211:1210;755.26;918.27;26.59;7.73;2.14;0.0
20191211:1310;680.59;823.04;24.98;8.98;2.21;0.0
20191211:1410;618.73;735.82;20.55;10.07;3.52;0.0
20191211:1510;428.09;507.5;13.8;9.91;3.52;0.0
20191211:1610;106.81;144.44;5.3;9.04;2.83;0.0
20191211:1710;0.0;0.0;0.0;7.49;2.48;0.0
20191211:1810;0.0;0.0;0.0;6.3;2.07;0.0
20191211:1910;0.0;0.0;0.0;5.43;2.14;0.0
20191211:2010;0.0;0.0;0.0;4.52;2.14;0.0
20191211:2110;0.0;0.0;0.0;3.89;2.21;0.0
20191211:2210;0.0;0.0;0.0;3.42;2.21;0.0
20191211:2310;0.0;0.0;0.0;2.93;2.07;0.0
20191212:0010;0.0;0.0;0.0;2.73;2.07;0.0
20191212:0110;0.0;0.0;0.0;2.66;2.0;0.0
20191212:0210;0.0;0.0;0.0;2.49;1.93;0.0
20191212:0310;0.0;0.0;0.0;2.67;1.79;0.0
20191212:0410;0.0;0.0;0.0;2.9;1.86;0.0
20191212:0510;0.0;0.0;0.0;2.98;2.0;0.0
20191212:0610;0.0;0.0;0.0;2.67;2.14;0.0
20191212:0710;0.0;0.0;0.0;2.91;2.0;0.0
20191212:0810;24.2;41.5;5.73;2.82;2.21;0.0
20191212:0910;97.56;125.87;14.14;3.67;2.48;0.0
20191212:1010;109.07;139.58;20.77;4.64;2.76;0.0
20191212:1110;290.13;339.38;25.06;5.93;3.72;0.0
20191212:1210;169.55;207.52;26.51;6.62;4.48;0.0
20191212:1310;78.75;106.94;24.93;7.76;5.86;0.0
20191212:1410;98.3;129.15;20.52;7.95;4.69;0.0
20191212:1510;50.93;74.76;13.79;8.0;5.24;0.0
20191212:1610;13.77;28.6;5.31;7.92;4.76;0.0
20191212:1710;0.0;0.0;0.0;7.43;4.69;0.0
20191212:1810;0.0;0.0;0.0;7.13;4.76;0.0
20191212:1910;0.0;0.0;0.0;7.04;4.48;0.0
20191212:2010;0.0;0.0;0.0;7.34;4.28;0.0
20191212:2110;0.0;0.0;0.0;7.66;4.21;0.0
20191212:2210;0.0;0.0;0.0;7.9;4.14;0.0
20191212:2310;0.0;0.0;0.0;8.14;4.14;0.0
20191213:0010;0.0;0.0;0.0;8.45;4.07;0.0
20191213:0110;0.0;0.0;0.0;8.64;4.07;0.0
20191213:0210;0.0;0.0;0.0;8.85;4.07;0.0
20191213:0310;0.0;0.0;0.0;9.11;4.0;0.0
20191213:0410;0.0;0.0;0.0;9.11;4.0;0.0
20191213:0510;0.0;0.0;0.0;9.26;4.07;0.0
20191213:0610;0.0;0.0;0.0;9.25;3.93;0.0
20191213:0710;0.0;0.0;0.0;9.67;4.07;0.0
20191213:0810;79.09;108.66;5.61;9.67;3.93;0.0
20191213:0910;207.07;251.04;14.02;9.96;3.86;0.0
20191213:1010;427.61;501.89;20.67;10.59;4.69;0.0
20191213:1110;378.53;447.25;24.97;11.04;4.41;0.0
20191213:1210;376.16;446.48;26.44;11.68;4.28;0.0
20191213:1310;431.83;512.89;24.88;12.66;4.55;0.0
20191213:1410;244.49;297.45;20.49;13.32;4.41;0.0
20191213:1510;95.64;128.8;13.78;13.42;3.86;0.0
20191213:1610;8.48;21.2;5.33;12.67;3.31;0.0
20191213:1710;0.0;0.0;0.0;11.07;2.76;0.0
20191213:1810;0.0;0.0;0.0;10.1;2.62;0.0
20191213:1910;0.0;0.0;0.0;9.96;2.97;0.0
20191213:2010;0.0;0.0;0.0;9.29;2.83;0.0
20191213:2110;0.0;0.0;0.0;8.95;2.69;0.0
20191213:2210;0.0;0.0;0.0;8.51;2.55;0.0
20191213:2310;0.0;0.0;0.0;8.0;2.41;0.0
20191214:0010;0.0;0.0;0.0;7.44;2.34;0.0
20191214:0110;0.0;0.0;0.0;7.42;2.28;0.0
20191214:0210;0.0;0.0;0.0;7.21;2.14;0.0
