CUPS;Fecha;Hora;Consumo (kWh);Metodo_obtencion
ES0021000004465414FF;11/06/2022;8;0,145;R
ES0021000004465414FF;11/06/2022;9;0,109;R
ES0021000004465414FF;11/06/2022;10;0,283;R
ES0021000004465414FF;11/06/2022;11;0,286;R
ES0021000004465414FF;11/06/2022;12;0,324;R
ES0021000004465414FF;11/06/2022;13;0,368;R
ES0021000004465414FF;11/06/2022;14;0,633;R
ES0021000004465414FF;11/06/2022;15;0,977;R
ES0021000004465414FF;11/06/2022;16;0,659;R
ES0021000004465414FF;11/06/2022;17;0,487;R
ES0021000004465414FF;11/06/2022;18;0,954;R
ES0021000004465414FF;11/06/2022;19;0,389;R
ES0021000004465414FF;11/06/2022;20;0,17;R
ES0021000004465414FF;11/06/2022;21;0,514;R
ES0021000004465414FF;11/06/2022;22;0,495;R
ES0021000004465414FF;11/06/2022;23;0,556;R
ES0021000004465414FF;11/06/2022;24;0,873;R
ES0021000004465414FF;12/06/2022;1;0,299;R
ES0021000004465414FF;12/06/2022;2;0,211;R
ES0021000004465414FF;12/06/2022;3;0,182;R
ES0021000004465414FF;12/06/2022;4;0,144;R
ES0021000004465414FF;12/06/2022;5;0,151;R
ES0021000004465414FF;12/06/2022;6;0,126;R
ES0021000004465414FF;12/06/2022;7;0,149;R
ES0021000004465414FF;12/06/2022;8;0,11;R
ES0021000004465414FF;12/06/2022;9;0,15;R
ES0021000004465414FF;12/06/2022;10;0,244;R
ES0021000004465414FF;12/06/2022;11;0,297;R
ES0021000004465414FF;12/06/2022;12;0,411;R
ES0021000004465414FF;12/06/2022;13;0,463;R
ES0021000004465414FF;12/06/2022;14;0,57;R
ES0021000004465414FF;12/06/2022;15;0,61;R
ES0021000004465414FF;12/06/2022;16;0,556;R
ES0021000004465414FF;12/06/2022;17;0,662;R
ES0021000004465414FF;12/06/2022;18;1,015;R
ES0021000004465414FF;12/06/2022;19;1,231;R
ES0021000004465414FF;12/06/2022;20;0,672;R
ES0021000004465414FF;12/06/2022;21;0,517;R
ES0021000004465414FF;12/06/2022;22;0,519;R
ES0021000004465414FF;12/06/2022;23;0,783;R
ES0021000004465414FF;12/06/2022;24;0,425;R
ES0021000004465414FF;13/06/2022;1;0,506;R
ES0021000004465414FF;13/06/2022;2;0,345;R
ES0021000004465414FF;13/06/2022;3;0,159;R
ES0021000004465414FF;13/06/2022;4;0,148;R
ES0021000004465414FF;13/06/2022;5;0,117;R
ES0021000004465414FF;13/06/2022;6;0,142;R
ES0021000004465414FF;13/06/2022;7;0,339;R
ES0021000004465414FF;13/06/2022;8;0,237;R
ES0021000004465414FF;13/06/2022;9;0,239;R
ES0021000004465414FF;13/06/2022;10;0,171;R
ES0021000004465414FF;13/06/2022;11;0,128;R
ES0021000004465414FF;13/06/2022;12;0,297;R
ES0021000004465414FF;13/06/2022;13;0,396;R
ES0021000004465414FF;13/06/2022;14;0,266;R
ES0021000004465414FF;13/06/2022;15;0,916;R
ES0021000004465414FF;13/06/2022;16;0,499;R
ES0021000004465414FF;13/06/2022;17;0,813;R
ES0021000004465414FF;13/06/2022;18;0,796;R
ES0021000004465414FF;13/06/2022;19;0,407;R
ES0021000004465414FF;13/06/2022;20;0,62;R
ES0021000004465414FF;13/06/2022;21;0,87;R
ES0021000004465414FF;13/06/2022;22;1,836;R
ES0021000004465414FF;13/06/2022;23;1,868;R
ES0021000004465414FF;13/06/2022;24;1,631;R
ES0021000004465414FF;14/06/2022;1;1,225;R
ES0021000004465414FF;14/06/2022;2;0,5;R
ES0021000004465414FF;14/06/2022;3;0,172;R
ES0021000004465414FF;14/06/2022;4;0,16;R
ES0021000004465414FF;14/06/2022;5;0,136;R
ES0021000004465414FF;14/06/2022;6;0,162;R
ES0021000004465414FF;14/06/2022;7;0,347;R
ES0021000004465414FF;14/06/2022;8;0,276;R
ES0021000004465414FF;14/06/2022;9;0,205;R
ES0021000004465414FF;14/06/2022;10;0,397;R
ES0021000004465414FF;14/06/2022;11;0,4;R
ES0021000004465414FF;14/06/2022;12;0,364;R
ES0021000004465414FF;14/06/2022;13;0,594;R
ES0021000004465414FF;14/06/2022;14;0,652;R
ES0021000004465414FF;14/06/2022;15;1,392;R
ES0021000004465414FF;14/06/2022;16;1,56;R
ES0021000004465414FF;14/06/2022;17;2,372;R
ES0021000004465414FF;14/06/2022;18;2,238;R
ES0021000004465414FF;14/06/2022;19;1,746;R
ES0021000004465414FF;14/06/2022;20;1,622;R
ES0021000004465414FF;14/06/2022;21;0,878;R
ES0021000004465414FF;14/06/2022;22;1,56;R
ES0021000004465414FF;14/06/2022;23;1,994;R
ES0021000004465414FF;14/06/2022;24;1,821;R
ES0021000004465414FF;15/06/2022;1;0,795;R
ES0021000004465414FF;15/06/2022;2;0,213;R
ES0021000004465414FF;15/06/2022;3;0,135;R
ES0021000004465414FF;15/06/2022;4;0,204;R
ES0021000004465414FF;15/06/2022;5;0,197;R
ES0021000004465414FF;15/06/2022;6;0,129;R
ES0021000004465414FF;15/06/2022;7;0,355;R
ES0021000004465414FF;15/06/2022;8;0,759;R
ES0021000004465414FF;15/06/2022;9;0,445;R
ES0021000004465414FF;15/06/2022;10;0,362;R
ES0021000004465414FF;15/06/2022;11;0,512;R
ES0021000004465414FF;15/06/2022;12;0,425;R
ES0021000004465414FF;15/06/2022;13;0,293;R
ES0021000004465414FF;15/06/2022;14;1,08;R
ES0021000004465414FF;15/06/2022;15;1,404;R
ES0021000004465414FF;15/06/2022;16;0,562;R
ES0021000004465414FF;15/06/2022;17;0,348;R
ES0021000004465414FF;15/06/2022;18;0,579;R
ES0021000004465414FF;15/06/2022;19;0,377;R
ES0021000004465414FF;15/06/2022;20;0,727;R
ES0021000004465414FF;15/06/2022;21;0,579;R
ES0021000004465414FF;15/06/2022;22;0,857;R
ES0021000004465414FF;15/06/2022;23;1,762;R
ES0021000004465414FF;15/06/2022;24;1,61;R
ES0021000004465414FF;16/06/2022;1;0,916;R
ES0021000004465414FF;16/06/2022;2;0,274;R
ES0021000004465414FF;16/06/2022;3;0,185;R
ES0021000004465414FF;16/06/2022;4;0,153;R
ES0021000004465414FF;16/06/2022;5;0,161;R
ES0021000004465414FF;16/06/2022;6;0,14;R
ES0021000004465414FF;16/06/2022;7;0,424;R
ES0021000004465414FF;16/06/2022;8;0,231;R
ES0021000004465414FF;16/06/2022;9;0,469;R
ES0021000004465414FF;16/06/2022;10;0,786;R
ES0021000004465414FF;16/06/2022;11;0,694;R
ES0021000004465414FF;16/06/2022;12;0,805;R
ES0021000004465414FF;16/06/2022;13;0,968;R
ES0021000004465414FF;16/06/2022;14;1,111;R
ES0021000004465414FF;16/06/2022;15;0,92;R
ES0021000004465414FF;16/06/2022;16;0,568;R
ES0021000004465414FF;16/06/2022;17;1,423;R
ES0021000004465414FF;16/06/2022;18;1,198;R
ES0021000004465414FF;16/06/2022;19;1,21;R
ES0021000004465414FF;16/06/2022;20;1,967;R
ES0021000004465414FF;16/06/2022;21;1,892;R
ES0021000004465414FF;16/06/2022;22;1,255;R
ES0021000004465414FF;16/06/2022;23;1,379;R
ES0021000004465414FF;16/06/2022;24;1,007;R
ES0021000004465414FF;17/06/2022;1;0,326;R
ES0021000004465414FF;17/06/2022;2;0,283;R
ES0021000004465414FF;17/06/2022;3;0,188;R
ES0021000004465414FF;17/06/2022;4;0,156;R
ES0021000004465414FF;17/06/2022;5;0,152;R
ES0021000004465414FF;17/06/2022;6;0,156;R
ES0021000004465414FF;17/06/2022;7;1,008;R
ES0021000004465414FF;17/06/2022;8;0,224;R
ES0021000004465414FF;17/06/2022;9;0,271;R
ES0021000004465414FF;17/06/2022;10;0,217;R
ES0021000004465414FF;17/06/2022;11;0,253;R
ES0021000004465414FF;17/06/2022;12;0,197;R
ES0021000004465414FF;17/06/2022;13;0,227;R
ES0021000004465414FF;17/06/2022;14;0,464;R
ES0021000004465414FF;17/06/2022;15;0,434;R
ES0021000004465414FF;17/06/2022;16;0,568;R
ES0021000004465414FF;17/06/2022;17;1,11;R
ES0021000004465414FF;17/06/2022;18;1,033;R
ES0021000004465414FF;17/06/2022;19;0,429;R
ES0021000004465414FF;17/06/2022;20;0,22;R
ES0021000004465414FF;17/06/2022;21;0,637;R
ES0021000004465414FF;17/06/2022;22;0,211;R
ES0021000004465414FF;17/06/2022;23;0,189;R
ES0021000004465414FF;17/06/2022;24;0,798;R
ES0021000004465414FF;18/06/2022;1;1,277;R
ES0021000004465414FF;18/06/2022;2;0,308;R
ES0021000004465414FF;18/06/2022;3;0,217;R
ES0021000004465414FF;18/06/2022;4;0,526;R
ES0021000004465414FF;18/06/2022;5;0,212;R
ES0021000004465414FF;18/06/2022;6;0,206;R
ES0021000004465414FF;18/06/2022;7;0,372;R
ES0021000004465414FF;18/06/2022;8;0,277;R
ES0021000004465414FF;18/06/2022;9;0,199;R
ES0021000004465414FF;18/06/2022;10;0,194;R
ES0021000004465414FF;18/06/2022;11;0,225;R
ES0021000004465414FF;18/06/2022;12;0,24;R
ES0021000004465414FF;18/06/2022;13;0,946;R
ES0021000004465414FF;18/06/2022;14;0,951;R
ES0021000004465414FF;18/06/2022;15;0,501;R
ES0021000004465414FF;18/06/2022;16;0,325;R
ES0021000004465414FF;18/06/2022;17;0,765;R
ES0021000004465414FF;18/06/2022;18;0,35;R
ES0021000004465414FF;18/06/2022;19;0,831;R
ES0021000004465414FF;18/06/2022;20;0,287;R
ES0021000004465414FF;18/06/2022;21;0,264;R
ES0021000004465414FF;18/06/2022;22;0,345;R
ES0021000004465414FF;18/06/2022;23;0,505;R
ES0021000004465414FF;18/06/2022;24;0,206;R
ES0021000004465414FF;19/06/2022;1;0,198;R
ES0021000004465414FF;19/06/2022;2;0,159;R
ES0021000004465414FF;19/06/2022;3;0,151;R
ES0021000004465414FF;19/06/2022;4;0,138;R
ES0021000004465414FF;19/06/2022;5;0,143;R
ES0021000004465414FF;19/06/2022;6;0,134;R
ES0021000004465414FF;19/06/2022;7;0,137;R
ES0021000004465414FF;19/06/2022;8;0,145;R
ES0021000004465414FF;19/06/2022;9;0,138;R
ES0021000004465414FF;19/06/2022;10;0,132;R
ES0021000004465414FF;19/06/2022;11;0,144;R
ES0021000004465414FF;19/06/2022;12;0,375;R
ES0021000004465414FF;19/06/2022;13;0,71;R
ES0021000004465414FF;19/06/2022;14;0,483;R
ES0021000004465414FF;19/06/2022;15;0,478;R
ES0021000004465414FF;19/06/2022;16;0,676;R
ES0021000004465414FF;19/06/2022;17;0,774;R
ES0021000004465414FF;19/06/2022;18;0,473;R
ES0021000004465414FF;19/06/2022;19;0,444;R
ES0021000004465414FF;19/06/2022;20;0,505;R
ES0021000004465414FF;19/06/2022;21;1,051;R
ES0021000004465414FF;19/06/2022;22;0,759;R
ES0021000004465414FF;19/06/2022;23;1,147;R
ES0021000004465414FF;19/06/2022;24;1,039;R
ES0021000004465414FF;20/06/2022;1;0,613;R
ES0021000004465414FF;20/06/2022;2;0,256;R
ES0021000004465414FF;20/06/2022;3;0,155;R
ES0021000004465414FF;20/06/2022;4;0,164;R
ES0021000004465414FF;20/06/2022;5;0,139;R
ES0021000004465414FF;20/06/2022;6;0,143;R
ES0021000004465414FF;20/06/2022;7;0,148;R
ES0021000004465414FF;20/06/2022;8;0,462;R
ES0021000004465414FF;20/06/2022;9;0,238;R
ES0021000004465414FF;20/06/2022;10;0,399;R
ES0021000004465414FF;20/06/2022;11;0,344;R
ES0021000004465414FF;20/06/2022;12;0,551;R
ES0021000004465414FF;20/06/2022;13;0,689;R
ES0021000004465414FF;20/06/2022;14;0,489;R
ES0021000004465414FF;20/06/2022;15;1,321;R
ES0021000004465414FF;20/06/2022;16;0,578;R
ES0021000004465414FF;20/06/2022;17;0,544;R
ES0021000004465414FF;20/06/2022;18;0,432;R
ES0021000004465414FF;20/06/2022;19;0,532;R
ES0021000004465414FF;20/06/2022;20;0,618;R
ES0021000004465414FF;20/06/2022;21;1,118;R
ES0021000004465414FF;20/06/2022;22;0,732;R
ES0021000004465414FF;20/06/2022;23;0,711;R
ES0021000004465414FF;20/06/2022;24;0,782;R
ES0021000004465414FF;21/06/2022;1;0,591;R
ES0021000004465414FF;21/06/2022;2;0,163;R
ES0021000004465414FF;21/06/2022;3;0,138;R
ES0021000004465414FF;21/06/2022;4;0,145;R
ES0021000004465414FF;21/06/2022;5;0,135;R
ES0021000004465414FF;21/06/2022;6;0,14;R
ES0021000004465414FF;21/06/2022;7;0,335;R
ES0021000004465414FF;21/06/2022;8;0,282;R
ES0021000004465414FF;21/06/2022;9;0,238;R
ES0021000004465414FF;21/06/2022;10;0,228;R
ES0021000004465414FF;21/06/2022;11;0,289;R
ES0021000004465414FF;21/06/2022;12;0,352;R
ES0021000004465414FF;21/06/2022;13;0,385;R
ES0021000004465414FF;21/06/2022;14;0,563;R
ES0021000004465414FF;21/06/2022;15;1,465;R
ES0021000004465414FF;21/06/2022;16;0,551;R
ES0021000004465414FF;21/06/2022;17;0,639;R
ES0021000004465414FF;21/06/2022;18;0,842;R
ES0021000004465414FF;21/06/2022;19;1,334;R
ES0021000004465414FF;21/06/2022;20;0,544;R
ES0021000004465414FF;21/06/2022;21;1,091;R
ES0021000004465414FF;21/06/2022;22;1,026;R
ES0021000004465414FF;21/06/2022;23;0,931;R
ES0021000004465414FF;21/06/2022;24;0,775;R
ES0021000004465414FF;22/06/2022;1;0,4;R
ES0021000004465414FF;22/06/2022;2;0,374;R
ES0021000004465414FF;22/06/2022;3;0,235;R
ES0021000004465414FF;22/06/2022;4;0,19;R
ES0021000004465414FF;22/06/2022;5;0,14;R
ES0021000004465414FF;22/06/2022;6;0,138;R
ES0021000004465414FF;22/06/2022;7;0,342;R
ES0021000004465414FF;22/06/2022;8;0,267;R
ES0021000004465414FF;22/06/2022;9;0,146;R
ES0021000004465414FF;22/06/2022;10;0,367;R
ES0021000004465414FF;22/06/2022;11;0,309;R
ES0021000004465414FF;22/06/2022;12;0,339;R
ES0021000004465414FF;22/06/2022;13;0,709;R
ES0021000004465414FF;22/06/2022;14;0,581;R
ES0021000004465414FF;22/06/2022;15;1,19;R
ES0021000004465414FF;22/06/2022;16;0,498;R
ES0021000004465414FF;22/06/2022;17;0,593;R
ES0021000004465414FF;22/06/2022;18;0,547;R
ES0021000004465414FF;22/06/2022;19;0,633;R
ES0021000004465414FF;22/06/2022;20;1,293;R
ES0021000004465414FF;22/06/2022;21;1,496;R
ES0021000004465414FF;22/06/2022;22;0,815;R
ES0021000004465414FF;22/06/2022;23;0,885;R
ES0021000004465414FF;22/06/2022;24;0,653;R
ES0021000004465414FF;23/06/2022;1;1,164;R
ES0021000004465414FF;23/06/2022;2;0,36;R
ES0021000004465414FF;23/06/2022;3;0,292;R
ES0021000004465414FF;23/06/2022;4;0,274;R
ES0021000004465414FF;23/06/2022;5;0,296;R
ES0021000004465414FF;23/06/2022;6;0,412;R
ES0021000004465414FF;23/06/2022;7;0,706;R
ES0021000004465414FF;23/06/2022;8;0,488;R
ES0021000004465414FF;23/06/2022;9;0,518;R
ES0021000004465414FF;23/06/2022;10;0,374;R
ES0021000004465414FF;23/06/2022;11;0,376;R
ES0021000004465414FF;23/06/2022;12;0,438;R
ES0021000004465414FF;23/06/2022;13;0,696;R
ES0021000004465414FF;23/06/2022;14;0,674;R
ES0021000004465414FF;23/06/2022;15;2,33;R
ES0021000004465414FF;23/06/2022;16;1,618;R
ES0021000004465414FF;23/06/2022;17;1,412;R
ES0021000004465414FF;23/06/2022;18;1,236;R
ES0021000004465414FF;23/06/2022;19;1,358;R
ES0021000004465414FF;23/06/2022;20;1,294;R
ES0021000004465414FF;23/06/2022;21;1,512;R
ES0021000004465414FF;23/06/2022;22;1,442;R
ES0021000004465414FF;23/06/2022;23;1,426;R
ES0021000004465414FF;23/06/2022;24;1,574;R
ES0021000004465414FF;24/06/2022;1;0,58;R
ES0021000004465414FF;24/06/2022;2;0,404;R
ES0021000004465414FF;24/06/2022;3;0,231;R
ES0021000004465414FF;24/06/2022;4;0,147;R
ES0021000004465414FF;24/06/2022;5;0,149;R
ES0021000004465414FF;24/06/2022;6;0,155;R
ES0021000004465414FF;24/06/2022;7;0,201;R
ES0021000004465414FF;24/06/2022;8;0,246;R
ES0021000004465414FF;24/06/2022;9;0,821;R
ES0021000004465414FF;24/06/2022;10;0,782;R
ES0021000004465414FF;24/06/2022;11;0,237;R
ES0021000004465414FF;24/06/2022;12;0,762;R
ES0021000004465414FF;24/06/2022;13;0,799;R
ES0021000004465414FF;24/06/2022;14;0,746;R
ES0021000004465414FF;24/06/2022;15;1,076;R
ES0021000004465414FF;24/06/2022;16;0,828;R
ES0021000004465414FF;24/06/2022;17;0,81;R
ES0021000004465414FF;24/06/2022;18;0,933;R
ES0021000004465414FF;24/06/2022;19;0,526;R
ES0021000004465414FF;24/06/2022;20;0,452;R
ES0021000004465414FF;24/06/2022;21;0,418;R
ES0021000004465414FF;24/06/2022;22;0,348;R
ES0021000004465414FF;24/06/2022;23;0,258;R
ES0021000004465414FF;24/06/2022;24;0,276;R
ES0021000004465414FF;25/06/2022;1;0,23;R
ES0021000004465414FF;25/06/2022;2;0,239;R
ES0021000004465414FF;25/06/2022;3;0,143;R
ES0021000004465414FF;25/06/2022;4;0,118;R
ES0021000004465414FF;25/06/2022;5;0,13;R
ES0021000004465414FF;25/06/2022;6;0,135;R
ES0021000004465414FF;25/06/2022;7;0,128;R
ES0021000004465414FF;25/06/2022;8;0,113;R
ES0021000004465414FF;25/06/2022;9;0,126;R
ES0021000004465414FF;25/06/2022;10;0,128;R
ES0021000004465414FF;25/06/2022;11;0,182;R
ES0021000004465414FF;25/06/2022;12;0,352;R
ES0021000004465414FF;25/06/2022;13;0,68;R
ES0021000004465414FF;25/06/2022;14;0,68;R
ES0021000004465414FF;25/06/2022;15;0,648;R
ES0021000004465414FF;25/06/2022;16;0,66;R
ES0021000004465414FF;25/06/2022;17;0,594;R
ES0021000004465414FF;25/06/2022;18;0,525;R
ES0021000004465414FF;25/06/2022;19;0,67;R
ES0021000004465414FF;25/06/2022;20;0,396;R
ES0021000004465414FF;25/06/2022;21;0,361;R
ES0021000004465414FF;25/06/2022;22;0,317;R
ES0021000004465414FF;25/06/2022;23;0,331;R
ES0021000004465414FF;25/06/2022;24;0,346;R
ES0021000004465414FF;26/06/2022;1;0,349;R
ES0021000004465414FF;26/06/2022;2;0,331;R
ES0021000004465414FF;26/06/2022;3;0,404;R
ES0021000004465414FF;26/06/2022;4;0,205;R
ES0021000004465414FF;26/06/2022;5;0,133;R
ES0021000004465414FF;26/06/2022;6;0,117;R
ES0021000004465414FF;26/06/2022;7;0,145;R
ES0021000004465414FF;26/06/2022;8;0,129;R
ES0021000004465414FF;26/06/2022;9;0,113;R
ES0021000004465414FF;26/06/2022;10;0,118;R
ES0021000004465414FF;26/06/2022;11;0,206;R
ES0021000004465414FF;26/06/2022;12;0,197;R
ES0021000004465414FF;26/06/2022;13;0,388;R
ES0021000004465414FF;26/06/2022;14;0,495;R
ES0021000004465414FF;26/06/2022;15;0,501;R
ES0021000004465414FF;26/06/2022;16;0,798;R
ES0021000004465414FF;26/06/2022;17;0,626;R
ES0021000004465414FF;26/06/2022;18;0,588;R
ES0021000004465414FF;26/06/2022;19;0,501;R
ES0021000004465414FF;26/06/2022;20;0,382;R
ES0021000004465414FF;26/06/2022;21;0,727;R
ES0021000004465414FF;26/06/2022;22;0,705;R
ES0021000004465414FF;26/06/2022;23;0,511;R
ES0021000004465414FF;26/06/2022;24;0,384;R
ES0021000004465414FF;27/06/2022;1;0,373;R
ES0021000004465414FF;27/06/2022;2;0,192;R
ES0021000004465414FF;27/06/2022;3;0,205;R
ES0021000004465414FF;27/06/2022;4;0,15;R
ES0021000004465414FF;27/06/2022;5;0,144;R
ES0021000004465414FF;27/06/2022;6;0,133;R
ES0021000004465414FF;27/06/2022;7;0,318;R
ES0021000004465414FF;27/06/2022;8;0,229;R
ES0021000004465414FF;27/06/2022;9;0,287;R
ES0021000004465414FF;27/06/2022;10;0,125;R
ES0021000004465414FF;27/06/2022;11;0,159;R
ES0021000004465414FF;27/06/2022;12;0,17;R
ES0021000004465414FF;27/06/2022;13;0,19;R
ES0021000004465414FF;27/06/2022;14;0,413;R
ES0021000004465414FF;27/06/2022;15;0,703;R
ES0021000004465414FF;27/06/2022;16;0,324;R
ES0021000004465414FF;27/06/2022;17;0,284;R
ES0021000004465414FF;27/06/2022;18;0,418;R
ES0021000004465414FF;27/06/2022;19;0,304;R
ES0021000004465414FF;27/06/2022;20;0,297;R
ES0021000004465414FF;27/06/2022;21;0,336;R
ES0021000004465414FF;27/06/2022;22;0,561;R
ES0021000004465414FF;27/06/2022;23;0,279;R
ES0021000004465414FF;27/06/2022;24;0,143;R
ES0021000004465414FF;28/06/2022;1;0,133;R
ES0021000004465414FF;28/06/2022;2;0,137;R
ES0021000004465414FF;28/06/2022;3;0,129;R
ES0021000004465414FF;28/06/2022;4;0,208;R
ES0021000004465414FF;28/06/2022;5;0,164;R
ES0021000004465414FF;28/06/2022;6;0,136;R
ES0021000004465414FF;28/06/2022;7;0,271;R
ES0021000004465414FF;28/06/2022;8;0,355;R
ES0021000004465414FF;28/06/2022;9;0,275;R
ES0021000004465414FF;28/06/2022;10;0,293;R
ES0021000004465414FF;28/06/2022;11;0,27;R
ES0021000004465414FF;28/06/2022;12;0,231;R
ES0021000004465414FF;28/06/2022;13;0,223;R
ES0021000004465414FF;28/06/2022;14;0,23;R
ES0021000004465414FF;28/06/2022;15;0,602;R
ES0021000004465414FF;28/06/2022;16;0,444;R
ES0021000004465414FF;28/06/2022;17;0,253;R
ES0021000004465414FF;28/06/2022;18;0,335;R
ES0021000004465414FF;28/06/2022;19;0,454;R
ES0021000004465414FF;28/06/2022;20;0,385;R
ES0021000004465414FF;28/06/2022;21;0,328;R
ES0021000004465414FF;28/06/2022;22;0,43;R
ES0021000004465414FF;28/06/2022;23;0,266;R
ES0021000004465414FF;28/06/2022;24;0,251;R
ES0021000004465414FF;29/06/2022;1;0,145;R
ES0021000004465414FF;29/06/2022;2;0,134;R
ES0021000004465414FF;29/06/2022;3;0,146;R
ES0021000004465414FF;29/06/2022;4;0,14;R
ES0021000004465414FF;29/06/2022;5;0,151;R
ES0021000004465414FF;29/06/2022;6;0,198;R
ES0021000004465414FF;29/06/2022;7;0,244;R
ES0021000004465414FF;29/06/2022;8;0,342;R
ES0021000004465414FF;29/06/2022;9;0,283;R
ES0021000004465414FF;29/06/2022;10;0,189;R
ES0021000004465414FF;29/06/2022;11;0,223;R
ES0021000004465414FF;29/06/2022;12;0,269;R
ES0021000004465414FF;29/06/2022;13;0,236;R
ES0021000004465414FF;29/06/2022;14;0,193;R
ES0021000004465414FF;29/06/2022;15;0,57;R
ES0021000004465414FF;29/06/2022;16;0,581;R
ES0021000004465414FF;29/06/2022;17;0,272;R
ES0021000004465414FF;29/06/2022;18;0,315;R
ES0021000004465414FF;29/06/2022;19;0,385;R
ES0021000004465414FF;29/06/2022;20;0,468;R
ES0021000004465414FF;29/06/2022;21;0,928;R
ES0021000004465414FF;29/06/2022;22;0,421;R
ES0021000004465414FF;29/06/2022;23;0,261;R
ES0021000004465414FF;29/06/2022;24;0,252;R
ES0021000004465414FF;30/06/2022;1;0,147;R
ES0021000004465414FF;30/06/2022;2;0,13;R
ES0021000004465414FF;30/06/2022;3;0,134;R
ES0021000004465414FF;30/06/2022;4;0,176;R
ES0021000004465414FF;30/06/2022;5;0,196;R
ES0021000004465414FF;30/06/2022;6;0,163;R
ES0021000004465414FF;30/06/2022;7;0,308;R
ES0021000004465414FF;30/06/2022;8;0,312;R
ES0021000004465414FF;30/06/2022;9;0,222;R
ES0021000004465414FF;30/06/2022;10;0,235;R
ES0021000004465414FF;30/06/2022;11;0,318;R
ES0021000004465414FF;30/06/2022;12;0,354;R
ES0021000004465414FF;30/06/2022;13;0,234;R
ES0021000004465414FF;30/06/2022;14;0,421;R
ES0021000004465414FF;30/06/2022;15;0,804;R
ES0021000004465414FF;30/06/2022;16;0,526;R
ES0021000004465414FF;30/06/2022;17;0,293;R
ES0021000004465414FF;30/06/2022;18;0,268;R
ES0021000004465414FF;30/06/2022;19;0,224;R
ES0021000004465414FF;30/06/2022;20;0,38;R
ES0021000004465414FF;30/06/2022;21;1,008;R
ES0021000004465414FF;30/06/2022;22;0,578;R
ES0021000004465414FF;30/06/2022;23;0,389;R
ES0021000004465414FF;30/06/2022;24;0,281;R
ES0021000004465414FF;01/07/2022;1;0,256;R
ES0021000004465414FF;01/07/2022;2;0,232;R
ES0021000004465414FF;01/07/2022;3;0,189;R
ES0021000004465414FF;01/07/2022;4;0,164;R
ES0021000004465414FF;01/07/2022;5;0,147;R
ES0021000004465414FF;01/07/2022;6;0,139;R
ES0021000004465414FF;01/07/2022;7;0,31;R
ES0021000004465414FF;01/07/2022;8;0,254;R
ES0021000004465414FF;01/07/2022;9;0,201;R
ES0021000004465414FF;01/07/2022;10;0,149;R
ES0021000004465414FF;01/07/2022;11;0,148;R
ES0021000004465414FF;01/07/2022;12;0,156;R
ES0021000004465414FF;01/07/2022;13;0,128;R
ES0021000004465414FF;01/07/2022;14;0,213;R
ES0021000004465414FF;01/07/2022;15;0,255;R
ES0021000004465414FF;01/07/2022;16;0,985;R
ES0021000004465414FF;01/07/2022;17;0,22;R
ES0021000004465414FF;01/07/2022;18;0,294;R
ES0021000004465414FF;01/07/2022;19;0,219;R
ES0021000004465414FF;01/07/2022;20;0,237;R
ES0021000004465414FF;01/07/2022;21;0,492;R
ES0021000004465414FF;01/07/2022;22;0,578;R
ES0021000004465414FF;01/07/2022;23;0,484;R
ES0021000004465414FF;01/07/2022;24;0,306;R
ES0021000004465414FF;02/07/2022;1;0,305;R
ES0021000004465414FF;02/07/2022;2;0,195;R
ES0021000004465414FF;02/07/2022;3;0,16;R
ES0021000004465414FF;02/07/2022;4;0,13;R
ES0021000004465414FF;02/07/2022;5;0,131;R
ES0021000004465414FF;02/07/2022;6;0,126;R
ES0021000004465414FF;02/07/2022;7;0,144;R
ES0021000004465414FF;02/07/2022;8;0,126;R
ES0021000004465414FF;02/07/2022;9;0,145;R
ES0021000004465414FF;02/07/2022;10;0,299;R
ES0021000004465414FF;02/07/2022;11;0,55;R
ES0021000004465414FF;02/07/2022;12;1,016;R
ES0021000004465414FF;02/07/2022;13;0,753;R
ES0021000004465414FF;02/07/2022;14;0,556;R
ES0021000004465414FF;02/07/2022;15;0,505;R
ES0021000004465414FF;02/07/2022;16;0,378;R
ES0021000004465414FF;02/07/2022;17;0,185;R
ES0021000004465414FF;02/07/2022;18;0,148;R
ES0021000004465414FF;02/07/2022;19;0,144;R
ES0021000004465414FF;02/07/2022;20;0,134;R
ES0021000004465414FF;02/07/2022;21;0,169;R
ES0021000004465414FF;02/07/2022;22;0,37;R
ES0021000004465414FF;02/07/2022;23;0,249;R
ES0021000004465414FF;02/07/2022;24;0,405;R
ES0021000004465414FF;03/07/2022;1;0,208;R
