CUPS;Fecha;Hora;Consumo (kWh);Metodo_obtencion
ES0021000004465414FF;01/09/2022;23;0,384;R
ES0021000004465414FF;01/09/2022;24;0,295;R
ES0021000004465414FF;02/09/2022;1;0,282;R
ES0021000004465414FF;02/09/2022;2;0,154;R
ES0021000004465414FF;02/09/2022;3;0,134;R
ES0021000004465414FF;02/09/2022;4;0,132;R
ES0021000004465414FF;02/09/2022;5;0,132;R
ES0021000004465414FF;02/09/2022;6;0,174;R
ES0021000004465414FF;02/09/2022;7;0,279;R
ES0021000004465414FF;02/09/2022;8;0,361;R
ES0021000004465414FF;02/09/2022;9;0,395;R
ES0021000004465414FF;02/09/2022;10;0,478;R
ES0021000004465414FF;02/09/2022;11;0,182;R
ES0021000004465414FF;02/09/2022;12;0,292;R
ES0021000004465414FF;02/09/2022;13;0,445;R
ES0021000004465414FF;02/09/2022;14;0,374;R
ES0021000004465414FF;02/09/2022;15;0,798;R
ES0021000004465414FF;02/09/2022;16;0,866;R
ES0021000004465414FF;02/09/2022;17;0,351;R
ES0021000004465414FF;02/09/2022;18;0,206;R
ES0021000004465414FF;02/09/2022;19;0,262;R
ES0021000004465414FF;02/09/2022;20;0,332;R
ES0021000004465414FF;02/09/2022;21;0,277;R
ES0021000004465414FF;02/09/2022;22;0,352;R
ES0021000004465414FF;02/09/2022;23;0,299;R
ES0021000004465414FF;02/09/2022;24;0,29;R
ES0021000004465414FF;03/09/2022;1;0,203;R
ES0021000004465414FF;03/09/2022;2;0,204;R
ES0021000004465414FF;03/09/2022;3;0,186;R
ES0021000004465414FF;03/09/2022;4;0,188;R
ES0021000004465414FF;03/09/2022;5;0,178;R
ES0021000004465414FF;03/09/2022;6;0,171;R
ES0021000004465414FF;03/09/2022;7;0,154;R
ES0021000004465414FF;03/09/2022;8;0,133;R
ES0021000004465414FF;03/09/2022;9;0,2;R
ES0021000004465414FF;03/09/2022;10;0,186;R
ES0021000004465414FF;03/09/2022;11;0,135;R
ES0021000004465414FF;03/09/2022;12;0,163;R
ES0021000004465414FF;03/09/2022;13;0,275;R
ES0021000004465414FF;03/09/2022;14;0,143;R
ES0021000004465414FF;03/09/2022;15;0,129;R
ES0021000004465414FF;03/09/2022;16;0,142;R
ES0021000004465414FF;03/09/2022;17;0,13;R
ES0021000004465414FF;03/09/2022;18;0,127;R
ES0021000004465414FF;03/09/2022;19;0,142;R
ES0021000004465414FF;03/09/2022;20;0,141;R
ES0021000004465414FF;03/09/2022;21;0,197;R
ES0021000004465414FF;03/09/2022;22;0,204;R
ES0021000004465414FF;03/09/2022;23;0,239;R
ES0021000004465414FF;03/09/2022;24;0,235;R
ES0021000004465414FF;04/09/2022;1;0,258;R
ES0021000004465414FF;04/09/2022;2;0,186;R
ES0021000004465414FF;04/09/2022;3;0,122;R
ES0021000004465414FF;04/09/2022;4;0,133;R
ES0021000004465414FF;04/09/2022;5;0,136;R
ES0021000004465414FF;04/09/2022;6;0,127;R
ES0021000004465414FF;04/09/2022;7;0,123;R
ES0021000004465414FF;04/09/2022;8;0,122;R
ES0021000004465414FF;04/09/2022;9;0,131;R
ES0021000004465414FF;04/09/2022;10;0,186;R
ES0021000004465414FF;04/09/2022;11;0,198;R
ES0021000004465414FF;04/09/2022;12;0,14;R
ES0021000004465414FF;04/09/2022;13;0,13;R
ES0021000004465414FF;04/09/2022;14;0,128;R
ES0021000004465414FF;04/09/2022;15;0,158;R
ES0021000004465414FF;04/09/2022;16;0,193;R
ES0021000004465414FF;04/09/2022;17;0,187;R
ES0021000004465414FF;04/09/2022;18;0,162;R
ES0021000004465414FF;04/09/2022;19;0,486;R
ES0021000004465414FF;04/09/2022;20;0,408;R
ES0021000004465414FF;04/09/2022;21;0,373;R
ES0021000004465414FF;04/09/2022;22;0,444;R
ES0021000004465414FF;04/09/2022;23;0,441;R
ES0021000004465414FF;04/09/2022;24;0,318;R
ES0021000004465414FF;05/09/2022;1;0,238;R
ES0021000004465414FF;05/09/2022;2;0,132;R
ES0021000004465414FF;05/09/2022;3;0,128;R
ES0021000004465414FF;05/09/2022;4;0,128;R
ES0021000004465414FF;05/09/2022;5;0,145;R
ES0021000004465414FF;05/09/2022;6;0,122;R
ES0021000004465414FF;05/09/2022;7;0,305;R
ES0021000004465414FF;05/09/2022;8;0,197;R
ES0021000004465414FF;05/09/2022;9;0,132;R
ES0021000004465414FF;05/09/2022;10;0,352;R
ES0021000004465414FF;05/09/2022;11;0,415;R
ES0021000004465414FF;05/09/2022;12;0,356;R
ES0021000004465414FF;05/09/2022;13;0,297;R
ES0021000004465414FF;05/09/2022;14;0,288;R
ES0021000004465414FF;05/09/2022;15;0,431;R
ES0021000004465414FF;05/09/2022;16;0,647;R
ES0021000004465414FF;05/09/2022;17;0,349;R
ES0021000004465414FF;05/09/2022;18;0,409;R
ES0021000004465414FF;05/09/2022;19;0,18;R
ES0021000004465414FF;05/09/2022;20;0,325;R
ES0021000004465414FF;05/09/2022;21;1,073;R
ES0021000004465414FF;05/09/2022;22;1,257;R
ES0021000004465414FF;05/09/2022;23;0,432;R
ES0021000004465414FF;05/09/2022;24;0,467;R
ES0021000004465414FF;06/09/2022;1;0,378;R
ES0021000004465414FF;06/09/2022;2;0,164;R
ES0021000004465414FF;06/09/2022;3;0,147;R
ES0021000004465414FF;06/09/2022;4;0,137;R
ES0021000004465414FF;06/09/2022;5;0,122;R
ES0021000004465414FF;06/09/2022;6;0,166;R
ES0021000004465414FF;06/09/2022;7;0,305;R
ES0021000004465414FF;06/09/2022;8;0,225;R
ES0021000004465414FF;06/09/2022;9;0,205;R
ES0021000004465414FF;06/09/2022;10;0,226;R
ES0021000004465414FF;06/09/2022;11;0,336;R
ES0021000004465414FF;06/09/2022;12;0,373;R
ES0021000004465414FF;06/09/2022;13;0,355;R
ES0021000004465414FF;06/09/2022;14;0,349;R
ES0021000004465414FF;06/09/2022;15;0,602;R
ES0021000004465414FF;06/09/2022;16;0,799;R
ES0021000004465414FF;06/09/2022;17;0,483;R
ES0021000004465414FF;06/09/2022;18;0,962;R
ES0021000004465414FF;06/09/2022;19;1,125;R
ES0021000004465414FF;06/09/2022;20;0,972;R
ES0021000004465414FF;06/09/2022;21;1,353;R
ES0021000004465414FF;06/09/2022;22;0,795;R
ES0021000004465414FF;06/09/2022;23;0,469;R
ES0021000004465414FF;06/09/2022;24;0,415;R
ES0021000004465414FF;07/09/2022;1;0,289;R
ES0021000004465414FF;07/09/2022;2;0,167;R
ES0021000004465414FF;07/09/2022;3;0,173;R
ES0021000004465414FF;07/09/2022;4;0,107;R
ES0021000004465414FF;07/09/2022;5;0,194;R
ES0021000004465414FF;07/09/2022;6;0,198;R
ES0021000004465414FF;07/09/2022;7;0,378;R
ES0021000004465414FF;07/09/2022;8;0,208;R
ES0021000004465414FF;07/09/2022;9;0,127;R
ES0021000004465414FF;07/09/2022;10;0,195;R
ES0021000004465414FF;07/09/2022;11;0,318;R
ES0021000004465414FF;07/09/2022;12;0,459;R
ES0021000004465414FF;07/09/2022;13;0,502;R
ES0021000004465414FF;07/09/2022;14;0,505;R
ES0021000004465414FF;07/09/2022;15;0,4;R
ES0021000004465414FF;07/09/2022;16;0,662;R
ES0021000004465414FF;07/09/2022;17;0,857;R
ES0021000004465414FF;07/09/2022;18;0,742;R
ES0021000004465414FF;07/09/2022;19;0,394;R
ES0021000004465414FF;07/09/2022;20;0,342;R
ES0021000004465414FF;07/09/2022;21;0,516;R
ES0021000004465414FF;07/09/2022;22;0,917;R
ES0021000004465414FF;07/09/2022;23;0,364;R
ES0021000004465414FF;07/09/2022;24;0,468;R
ES0021000004465414FF;08/09/2022;1;0,298;R
ES0021000004465414FF;08/09/2022;2;0,154;R
ES0021000004465414FF;08/09/2022;3;0,142;R
ES0021000004465414FF;08/09/2022;4;0,204;R
ES0021000004465414FF;08/09/2022;5;0,188;R
ES0021000004465414FF;08/09/2022;6;0,145;R
ES0021000004465414FF;08/09/2022;7;0,292;R
ES0021000004465414FF;08/09/2022;8;0,231;R
ES0021000004465414FF;08/09/2022;9;0,186;R
ES0021000004465414FF;08/09/2022;10;0,179;R
ES0021000004465414FF;08/09/2022;11;0,367;R
ES0021000004465414FF;08/09/2022;12;0,501;R
ES0021000004465414FF;08/09/2022;13;0,453;R
ES0021000004465414FF;08/09/2022;14;0,405;R
ES0021000004465414FF;08/09/2022;15;0,673;R
ES0021000004465414FF;08/09/2022;16;0,521;R
ES0021000004465414FF;08/09/2022;17;0,495;R
ES0021000004465414FF;08/09/2022;18;0,478;R
ES0021000004465414FF;08/09/2022;19;0,565;R
ES0021000004465414FF;08/09/2022;20;0,45;R
ES0021000004465414FF;08/09/2022;21;0,445;R
ES0021000004465414FF;08/09/2022;22;0,543;R
ES0021000004465414FF;08/09/2022;23;0,493;R
ES0021000004465414FF;08/09/2022;24;0,523;R
ES0021000004465414FF;09/09/2022;1;0,449;R
ES0021000004465414FF;09/09/2022;2;0,353;R
ES0021000004465414FF;09/09/2022;3;0,263;R
ES0021000004465414FF;09/09/2022;4;0,186;R
ES0021000004465414FF;09/09/2022;5;0,184;R
ES0021000004465414FF;09/09/2022;6;0,145;R
ES0021000004465414FF;09/09/2022;7;0,238;R
ES0021000004465414FF;09/09/2022;8;0,176;R
ES0021000004465414FF;09/09/2022;9;0,441;R
ES0021000004465414FF;09/09/2022;10;0,369;R
ES0021000004465414FF;09/09/2022;11;0,364;R
ES0021000004465414FF;09/09/2022;12;0,437;R
ES0021000004465414FF;09/09/2022;13;0,591;R
ES0021000004465414FF;09/09/2022;14;0,483;R
ES0021000004465414FF;09/09/2022;15;0,38;R
ES0021000004465414FF;09/09/2022;16;1,144;R
ES0021000004465414FF;09/09/2022;17;0,435;R
ES0021000004465414FF;09/09/2022;18;0,385;R
ES0021000004465414FF;09/09/2022;19;0,268;R
ES0021000004465414FF;09/09/2022;20;0,257;R
ES0021000004465414FF;09/09/2022;21;0,247;R
ES0021000004465414FF;09/09/2022;22;0,753;R
ES0021000004465414FF;09/09/2022;23;0,29;R
ES0021000004465414FF;09/09/2022;24;0,242;R
ES0021000004465414FF;10/09/2022;1;0,225;R
ES0021000004465414FF;10/09/2022;2;0,156;R
ES0021000004465414FF;10/09/2022;3;0,128;R
ES0021000004465414FF;10/09/2022;4;0,132;R
ES0021000004465414FF;10/09/2022;5;0,113;R
ES0021000004465414FF;10/09/2022;6;0,184;R
ES0021000004465414FF;10/09/2022;7;0,186;R
ES0021000004465414FF;10/09/2022;8;0,139;R
ES0021000004465414FF;10/09/2022;9;0,131;R
ES0021000004465414FF;10/09/2022;10;0,133;R
ES0021000004465414FF;10/09/2022;11;0,17;R
ES0021000004465414FF;10/09/2022;12;0,201;R
ES0021000004465414FF;10/09/2022;13;0,212;R
ES0021000004465414FF;10/09/2022;14;0,215;R
ES0021000004465414FF;10/09/2022;15;0,226;R
ES0021000004465414FF;10/09/2022;16;0,159;R
ES0021000004465414FF;10/09/2022;17;0,131;R
ES0021000004465414FF;10/09/2022;18;0,135;R
ES0021000004465414FF;10/09/2022;19;0,198;R
ES0021000004465414FF;10/09/2022;20;0,149;R
ES0021000004465414FF;10/09/2022;21;0,133;R
ES0021000004465414FF;10/09/2022;22;0,14;R
ES0021000004465414FF;10/09/2022;23;0,16;R
ES0021000004465414FF;10/09/2022;24;0,264;R
ES0021000004465414FF;11/09/2022;1;0,215;R
ES0021000004465414FF;11/09/2022;2;0,11;R
ES0021000004465414FF;11/09/2022;3;0,13;R
ES0021000004465414FF;11/09/2022;4;0,123;R
ES0021000004465414FF;11/09/2022;5;0,111;R
ES0021000004465414FF;11/09/2022;6;0,127;R
ES0021000004465414FF;11/09/2022;7;0,192;R
ES0021000004465414FF;11/09/2022;8;0,18;R
ES0021000004465414FF;11/09/2022;9;0,135;R
ES0021000004465414FF;11/09/2022;10;0,126;R
ES0021000004465414FF;11/09/2022;11;0,113;R
ES0021000004465414FF;11/09/2022;12;0,201;R
ES0021000004465414FF;11/09/2022;13;0,227;R
ES0021000004465414FF;11/09/2022;14;0,213;R
ES0021000004465414FF;11/09/2022;15;0,133;R
ES0021000004465414FF;11/09/2022;16;0,12;R
ES0021000004465414FF;11/09/2022;17;0,364;R
ES0021000004465414FF;11/09/2022;18;0,323;R
ES0021000004465414FF;11/09/2022;19;0,359;R
ES0021000004465414FF;11/09/2022;20;0,99;R
ES0021000004465414FF;11/09/2022;21;0,994;R
ES0021000004465414FF;11/09/2022;22;0,528;R
ES0021000004465414FF;11/09/2022;23;0,622;R
ES0021000004465414FF;11/09/2022;24;0,355;R
ES0021000004465414FF;12/09/2022;1;0,305;R
ES0021000004465414FF;12/09/2022;2;0,322;R
ES0021000004465414FF;12/09/2022;3;0,231;R
ES0021000004465414FF;12/09/2022;4;0,204;R
ES0021000004465414FF;12/09/2022;5;0,192;R
ES0021000004465414FF;12/09/2022;6;0,142;R
ES0021000004465414FF;12/09/2022;7;0,341;R
ES0021000004465414FF;12/09/2022;8;0,288;R
ES0021000004465414FF;12/09/2022;9;0,166;R
ES0021000004465414FF;12/09/2022;10;0,13;R
ES0021000004465414FF;12/09/2022;11;0,137;R
ES0021000004465414FF;12/09/2022;12;0,196;R
ES0021000004465414FF;12/09/2022;13;0,222;R
ES0021000004465414FF;12/09/2022;14;0,257;R
ES0021000004465414FF;12/09/2022;15;0,348;R
ES0021000004465414FF;12/09/2022;16;0,406;R
ES0021000004465414FF;12/09/2022;17;0,274;R
ES0021000004465414FF;12/09/2022;18;0,269;R
ES0021000004465414FF;12/09/2022;19;0,297;R
ES0021000004465414FF;12/09/2022;20;0,421;R
ES0021000004465414FF;12/09/2022;21;0,433;R
ES0021000004465414FF;12/09/2022;22;0,867;R
ES0021000004465414FF;12/09/2022;23;0,573;R
ES0021000004465414FF;12/09/2022;24;0,627;R
ES0021000004465414FF;13/09/2022;1;0,418;R
ES0021000004465414FF;13/09/2022;2;0,181;R
ES0021000004465414FF;13/09/2022;3;0,132;R
ES0021000004465414FF;13/09/2022;4;0,166;R
ES0021000004465414FF;13/09/2022;5;0,167;R
ES0021000004465414FF;13/09/2022;6;0,149;R
ES0021000004465414FF;13/09/2022;7;0,148;R
ES0021000004465414FF;13/09/2022;8;0,315;R
ES0021000004465414FF;13/09/2022;9;0,454;R
ES0021000004465414FF;13/09/2022;10;0,685;R
ES0021000004465414FF;13/09/2022;11;0,342;R
ES0021000004465414FF;13/09/2022;12;0,381;R
ES0021000004465414FF;13/09/2022;13;1,118;R
ES0021000004465414FF;13/09/2022;14;0,662;R
ES0021000004465414FF;13/09/2022;15;0,477;R
ES0021000004465414FF;13/09/2022;16;0,51;R
ES0021000004465414FF;13/09/2022;17;0,844;R
ES0021000004465414FF;13/09/2022;18;0,336;R
ES0021000004465414FF;13/09/2022;19;0,219;R
ES0021000004465414FF;13/09/2022;20;0,278;R
ES0021000004465414FF;13/09/2022;21;0,761;R
ES0021000004465414FF;13/09/2022;22;0,454;R
ES0021000004465414FF;13/09/2022;23;0,42;R
ES0021000004465414FF;13/09/2022;24;0,423;R
ES0021000004465414FF;14/09/2022;1;0,203;R
ES0021000004465414FF;14/09/2022;2;0,141;R
ES0021000004465414FF;14/09/2022;3;0,151;R
ES0021000004465414FF;14/09/2022;4;0,14;R
ES0021000004465414FF;14/09/2022;5;0,128;R
ES0021000004465414FF;14/09/2022;6;0,181;R
ES0021000004465414FF;14/09/2022;7;0,363;R
ES0021000004465414FF;14/09/2022;8;0,239;R
ES0021000004465414FF;14/09/2022;9;0,132;R
ES0021000004465414FF;14/09/2022;10;0,128;R
ES0021000004465414FF;14/09/2022;11;0,315;R
ES0021000004465414FF;14/09/2022;12;0,285;R
ES0021000004465414FF;14/09/2022;13;0,604;R
ES0021000004465414FF;14/09/2022;14;0,391;R
ES0021000004465414FF;14/09/2022;15;0,231;R
ES0021000004465414FF;14/09/2022;16;0,349;R
ES0021000004465414FF;14/09/2022;17;0,366;R
ES0021000004465414FF;14/09/2022;18;0,45;R
ES0021000004465414FF;14/09/2022;19;0,31;R
ES0021000004465414FF;14/09/2022;20;0,904;R
ES0021000004465414FF;14/09/2022;21;0,602;R
ES0021000004465414FF;14/09/2022;22;0,786;R
ES0021000004465414FF;14/09/2022;23;0,492;R
ES0021000004465414FF;14/09/2022;24;0,61;R
ES0021000004465414FF;15/09/2022;1;0,397;R
ES0021000004465414FF;15/09/2022;2;0,212;R
ES0021000004465414FF;15/09/2022;3;0,211;R
ES0021000004465414FF;15/09/2022;4;0,161;R
ES0021000004465414FF;15/09/2022;5;0,148;R
ES0021000004465414FF;15/09/2022;6;0,128;R
ES0021000004465414FF;15/09/2022;7;0,318;R
ES0021000004465414FF;15/09/2022;8;0,229;R
ES0021000004465414FF;15/09/2022;9;0,196;R
ES0021000004465414FF;15/09/2022;10;0,18;R
ES0021000004465414FF;15/09/2022;11;0,165;R
ES0021000004465414FF;15/09/2022;12;0,33;R
ES0021000004465414FF;15/09/2022;13;0,381;R
ES0021000004465414FF;15/09/2022;14;0,429;R
ES0021000004465414FF;15/09/2022;15;0,335;R
ES0021000004465414FF;15/09/2022;16;0,424;R
ES0021000004465414FF;15/09/2022;17;0,32;R
ES0021000004465414FF;15/09/2022;18;0,332;R
ES0021000004465414FF;15/09/2022;19;0,502;R
ES0021000004465414FF;15/09/2022;20;0,423;R
ES0021000004465414FF;15/09/2022;21;0,233;R
ES0021000004465414FF;15/09/2022;22;0,541;R
ES0021000004465414FF;15/09/2022;23;0,438;R
ES0021000004465414FF;15/09/2022;24;0,379;R
ES0021000004465414FF;16/09/2022;1;0,314;R
ES0021000004465414FF;16/09/2022;2;0,311;R
ES0021000004465414FF;16/09/2022;3;0,163;R
ES0021000004465414FF;16/09/2022;4;0,152;R
ES0021000004465414FF;16/09/2022;5;0,129;R
ES0021000004465414FF;16/09/2022;6;0,146;R
ES0021000004465414FF;16/09/2022;7;0,142;R
ES0021000004465414FF;16/09/2022;8;0,287;R
ES0021000004465414FF;16/09/2022;9;0,39;R
ES0021000004465414FF;16/09/2022;10;0,436;R
ES0021000004465414FF;16/09/2022;11;0,288;R
ES0021000004465414FF;16/09/2022;12;0,592;R
ES0021000004465414FF;16/09/2022;13;0,584;R
ES0021000004465414FF;16/09/2022;14;1,251;R
ES0021000004465414FF;16/09/2022;15;0,878;R
ES0021000004465414FF;16/09/2022;16;0,682;R
ES0021000004465414FF;16/09/2022;17;0,772;R
ES0021000004465414FF;16/09/2022;18;0,695;R
ES0021000004465414FF;16/09/2022;19;0,644;R
ES0021000004465414FF;16/09/2022;20;0,655;R
ES0021000004465414FF;16/09/2022;21;0,658;R
ES0021000004465414FF;16/09/2022;22;0,72;R
ES0021000004465414FF;16/09/2022;23;0,474;R
ES0021000004465414FF;16/09/2022;24;0,531;R
ES0021000004465414FF;17/09/2022;1;0,545;R
ES0021000004465414FF;17/09/2022;2;0,286;R
ES0021000004465414FF;17/09/2022;3;0,195;R
ES0021000004465414FF;17/09/2022;4;0,19;R
ES0021000004465414FF;17/09/2022;5;0,189;R
ES0021000004465414FF;17/09/2022;6;0,205;R
ES0021000004465414FF;17/09/2022;7;0,193;R
ES0021000004465414FF;17/09/2022;8;0,186;R
ES0021000004465414FF;17/09/2022;9;0,171;R
ES0021000004465414FF;17/09/2022;10;0,555;R
ES0021000004465414FF;17/09/2022;11;0,362;R
ES0021000004465414FF;17/09/2022;12;0,935;R
ES0021000004465414FF;17/09/2022;13;1,122;R
ES0021000004465414FF;17/09/2022;14;1,699;R
ES0021000004465414FF;17/09/2022;15;0,882;R
ES0021000004465414FF;17/09/2022;16;0,65;R
ES0021000004465414FF;17/09/2022;17;0,505;R
ES0021000004465414FF;17/09/2022;18;0,487;R
ES0021000004465414FF;17/09/2022;19;0,496;R
ES0021000004465414FF;17/09/2022;20;0,306;R
ES0021000004465414FF;17/09/2022;21;0,34;R
ES0021000004465414FF;17/09/2022;22;0,315;R
ES0021000004465414FF;17/09/2022;23;0,41;R
ES0021000004465414FF;17/09/2022;24;0,401;R
ES0021000004465414FF;18/09/2022;1;0,339;R
ES0021000004465414FF;18/09/2022;2;0,172;R
ES0021000004465414FF;18/09/2022;3;0,154;R
ES0021000004465414FF;18/09/2022;4;0,143;R
ES0021000004465414FF;18/09/2022;5;0,146;R
ES0021000004465414FF;18/09/2022;6;0,136;R
ES0021000004465414FF;18/09/2022;7;0,13;R
ES0021000004465414FF;18/09/2022;8;0,124;R
ES0021000004465414FF;18/09/2022;9;0,177;R
ES0021000004465414FF;18/09/2022;10;0,206;R
ES0021000004465414FF;18/09/2022;11;0,323;R
ES0021000004465414FF;18/09/2022;12;0,373;R
ES0021000004465414FF;18/09/2022;13;0,53;R
ES0021000004465414FF;18/09/2022;14;0,998;R
ES0021000004465414FF;18/09/2022;15;0,914;R
ES0021000004465414FF;18/09/2022;16;0,359;R
ES0021000004465414FF;18/09/2022;17;0,319;R
ES0021000004465414FF;18/09/2022;18;0,337;R
ES0021000004465414FF;18/09/2022;19;0,296;R
ES0021000004465414FF;18/09/2022;20;0,34;R
ES0021000004465414FF;18/09/2022;21;1,731;R
ES0021000004465414FF;18/09/2022;22;0,662;R
ES0021000004465414FF;18/09/2022;23;0,448;R
ES0021000004465414FF;18/09/2022;24;0,391;R
ES0021000004465414FF;19/09/2022;1;0,347;R
ES0021000004465414FF;19/09/2022;2;0,23;R
ES0021000004465414FF;19/09/2022;3;0,166;R
ES0021000004465414FF;19/09/2022;4;0,189;R
ES0021000004465414FF;19/09/2022;5;0,212;R
ES0021000004465414FF;19/09/2022;6;0,226;R
ES0021000004465414FF;19/09/2022;7;0,205;R
ES0021000004465414FF;19/09/2022;8;0,345;R
ES0021000004465414FF;19/09/2022;9;0,164;R
ES0021000004465414FF;19/09/2022;10;0,121;R
ES0021000004465414FF;19/09/2022;11;0,217;R
ES0021000004465414FF;19/09/2022;12;0,343;R
ES0021000004465414FF;19/09/2022;13;0,274;R
ES0021000004465414FF;19/09/2022;14;0,71;R
ES0021000004465414FF;19/09/2022;15;0,778;R
ES0021000004465414FF;19/09/2022;16;0,408;R
ES0021000004465414FF;19/09/2022;17;0,363;R
ES0021000004465414FF;19/09/2022;18;0,675;R
ES0021000004465414FF;19/09/2022;19;0,392;R
ES0021000004465414FF;19/09/2022;20;0,366;R
ES0021000004465414FF;19/09/2022;21;1,096;R
ES0021000004465414FF;19/09/2022;22;0,796;R
ES0021000004465414FF;19/09/2022;23;0,523;R
ES0021000004465414FF;19/09/2022;24;0,416;R
ES0021000004465414FF;20/09/2022;1;0,255;R
ES0021000004465414FF;20/09/2022;2;0,206;R
ES0021000004465414FF;20/09/2022;3;0,144;R
ES0021000004465414FF;20/09/2022;4;0,146;R
ES0021000004465414FF;20/09/2022;5;0,12;R
ES0021000004465414FF;20/09/2022;6;0,141;R
ES0021000004465414FF;20/09/2022;7;0,267;R
ES0021000004465414FF;20/09/2022;8;0,264;R
ES0021000004465414FF;20/09/2022;9;0,181;R
ES0021000004465414FF;20/09/2022;10;0,288;R
ES0021000004465414FF;20/09/2022;11;0,327;R
ES0021000004465414FF;20/09/2022;12;0,398;R
ES0021000004465414FF;20/09/2022;13;0,747;R
ES0021000004465414FF;20/09/2022;14;0,63;R
ES0021000004465414FF;20/09/2022;15;0,386;R
ES0021000004465414FF;20/09/2022;16;0,437;R
ES0021000004465414FF;20/09/2022;17;0,499;R
ES0021000004465414FF;20/09/2022;18;0,28;R
ES0021000004465414FF;20/09/2022;19;0,408;R
ES0021000004465414FF;20/09/2022;20;0,324;R
ES0021000004465414FF;20/09/2022;21;0,306;R
ES0021000004465414FF;20/09/2022;22;0,722;R
ES0021000004465414FF;20/09/2022;23;0,328;R
ES0021000004465414FF;20/09/2022;24;0,506;R
ES0021000004465414FF;21/09/2022;1;0,662;R
ES0021000004465414FF;21/09/2022;2;0,628;R
ES0021000004465414FF;21/09/2022;3;0,394;R
ES0021000004465414FF;21/09/2022;4;0,125;R
ES0021000004465414FF;21/09/2022;5;0,112;R
ES0021000004465414FF;21/09/2022;6;0,13;R
ES0021000004465414FF;21/09/2022;7;0,128;R
ES0021000004465414FF;21/09/2022;8;0,356;R
ES0021000004465414FF;21/09/2022;9;0,694;R
ES0021000004465414FF;21/09/2022;10;0,399;R
ES0021000004465414FF;21/09/2022;11;0,383;R
ES0021000004465414FF;21/09/2022;12;0,966;R
ES0021000004465414FF;21/09/2022;13;0,651;R
ES0021000004465414FF;21/09/2022;14;0,43;R
ES0021000004465414FF;21/09/2022;15;0,46;R
ES0021000004465414FF;21/09/2022;16;0,689;R
ES0021000004465414FF;21/09/2022;17;0,5;R
ES0021000004465414FF;21/09/2022;18;0,881;R
ES0021000004465414FF;21/09/2022;19;0,617;R
ES0021000004465414FF;21/09/2022;20;0,559;R
ES0021000004465414FF;21/09/2022;21;1,113;R
ES0021000004465414FF;21/09/2022;22;0,893;R
ES0021000004465414FF;21/09/2022;23;0,585;R
ES0021000004465414FF;21/09/2022;24;0,486;R
ES0021000004465414FF;22/09/2022;1;0,305;R
ES0021000004465414FF;22/09/2022;2;0,22;R
ES0021000004465414FF;22/09/2022;3;0,137;R
ES0021000004465414FF;22/09/2022;4;0,123;R
ES0021000004465414FF;22/09/2022;5;0,128;R
ES0021000004465414FF;22/09/2022;6;0,19;R
ES0021000004465414FF;22/09/2022;7;1,227;R
ES0021000004465414FF;22/09/2022;8;0,605;R
ES0021000004465414FF;22/09/2022;9;0,199;R
ES0021000004465414FF;22/09/2022;10;0,157;R
ES0021000004465414FF;22/09/2022;11;0,261;R
ES0021000004465414FF;22/09/2022;12;0,424;R
ES0021000004465414FF;22/09/2022;13;0,673;R
ES0021000004465414FF;22/09/2022;14;0,536;R
ES0021000004465414FF;22/09/2022;15;0,672;R
ES0021000004465414FF;22/09/2022;16;0,445;R
ES0021000004465414FF;22/09/2022;17;0,635;R
ES0021000004465414FF;22/09/2022;18;0,736;R
ES0021000004465414FF;22/09/2022;19;0,846;R
ES0021000004465414FF;22/09/2022;20;0,773;R
ES0021000004465414FF;22/09/2022;21;0,797;R
ES0021000004465414FF;22/09/2022;22;0,808;R
ES0021000004465414FF;22/09/2022;23;0,543;R
ES0021000004465414FF;22/09/2022;24;0,47;R
ES0021000004465414FF;23/09/2022;1;0,361;R
ES0021000004465414FF;23/09/2022;2;0,222;R
ES0021000004465414FF;23/09/2022;3;0,193;R
ES0021000004465414FF;23/09/2022;4;0,18;R
ES0021000004465414FF;23/09/2022;5;0,129;R
ES0021000004465414FF;23/09/2022;6;0,22;R
ES0021000004465414FF;23/09/2022;7;0,268;R
ES0021000004465414FF;23/09/2022;8;0,272;R
ES0021000004465414FF;23/09/2022;9;0,228;R
ES0021000004465414FF;23/09/2022;10;0,232;R
ES0021000004465414FF;23/09/2022;11;0,164;R
ES0021000004465414FF;23/09/2022;12;0,214;R
ES0021000004465414FF;23/09/2022;13;1,305;R
ES0021000004465414FF;23/09/2022;14;0,972;R
ES0021000004465414FF;23/09/2022;15;0,52;R
ES0021000004465414FF;23/09/2022;16;0,997;R
ES0021000004465414FF;23/09/2022;17;0,822;R
ES0021000004465414FF;23/09/2022;18;0,732;R
ES0021000004465414FF;23/09/2022;19;0,751;R
ES0021000004465414FF;23/09/2022;20;0,693;R
ES0021000004465414FF;23/09/2022;21;1,201;R
ES0021000004465414FF;23/09/2022;22;0,615;R
ES0021000004465414FF;23/09/2022;23;0,588;R
ES0021000004465414FF;23/09/2022;24;0,807;R
ES0021000004465414FF;24/09/2022;1;0,685;R
ES0021000004465414FF;24/09/2022;2;0,594;R
ES0021000004465414FF;24/09/2022;3;0,214;R
ES0021000004465414FF;24/09/2022;4;0,187;R
ES0021000004465414FF;24/09/2022;5;0,182;R
ES0021000004465414FF;24/09/2022;6;0,138;R
ES0021000004465414FF;24/09/2022;7;0,171;R
